Replicate,varied_value_name,pair,moa_i,moa_j,ES_ij,NES_ij,p_ij,FDR_ij,sig_ij,score_ij,ES_ji,NES_ji,p_ji,FDR_ji,sig_ji,score_ji,N_sig,score_avg,score_sd,NES_avg,NES_sd,Fisher_p,self,percent_overlap,qc1_pass,qc_pass,varied_value1,varied_value2
1,values_added_-0.1_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.6,0,0,TRUE,-7.811348494,-1,-2.59,0,0,TRUE,-7.781304846,2,-7.79632667,0.021244067,-2.595,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.05
1,values_added_-0.1_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.77,0,0,TRUE,-8.322090511,-0.98148,-2.53,0,0,TRUE,-7.601042958,2,-7.961566734,0.509857614,-2.65,0.169705627,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.1
1,values_added_-0.1_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.94444,-2.53,0,0,TRUE,-7.601042958,-0.96296,-2.67,0,0,TRUE,-8.02165403,2,-7.811348494,0.297416942,-2.6,0.098994949,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.15
1,values_added_-0.1_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.41,0,0.00121,TRUE,-7.030487258,-0.88889,-2.35,0,0,TRUE,-7.060257293,2,-7.045372275,0.021050594,-2.38,0.042426407,1.45E-05,FALSE,0,TRUE,TRUE,-0.1,0.2
1,values_added_-0.05_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.92593,2.41,0,0,TRUE,7.240519181,0.98148,2.55,0,0,TRUE,7.661130254,2,7.450824717,0.297416942,2.48,0.098994949,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,-0.2
1,values_added_-0.05_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.94444,2.44,0,0,TRUE,7.330650125,1,2.56,0,0,TRUE,7.691173902,2,7.510912014,0.254928807,2.5,0.084852814,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,-0.15
1,values_added_-0.05_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.90741,2.38,0,0,TRUE,7.150388237,0.92593,2.46,0,0,TRUE,7.390737421,2,7.270562829,0.169952538,2.42,0.056568542,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,-0.1
1,values_added_-0.05_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.77778,2,0.00184,0.00463,TRUE,4.668838018,0.69825,1.78,0.0149,0.0244,TRUE,2.870446109,2,3.769642064,1.271655114,1.89,0.155563492,0.000315404,FALSE,0,TRUE,TRUE,-0.05,-0.05
1,values_added_-0.05_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.42593,1.1,0.354,0.862,FALSE,0.070942008,0.3063,0.816,0.662,0.837,FALSE,0.063056026,0,0.066999017,0.005576231,0.958,0.200818326,0.574374783,FALSE,0,FALSE,FALSE,-0.05,0
1,values_added_-0.05_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.64,0,0,TRUE,-7.931523086,-0.98148,-2.56,0,0,TRUE,-7.691173902,2,-7.811348494,0.169952538,-2.6,0.056568542,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.05
1,values_added_-0.05_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.64,0,0,TRUE,-7.931523086,-1,-2.67,0,0,TRUE,-8.02165403,2,-7.976588558,0.063732202,-2.655,0.021213203,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.1
1,values_added_-0.05_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.58,0,0,TRUE,-7.751261198,-0.92593,-2.45,0,0,TRUE,-7.360693773,2,-7.555977486,0.276172875,-2.515,0.091923882,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.15
1,values_added_-0.05_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.94444,-2.44,0,0,TRUE,-7.330650125,-0.94444,-2.45,0,0,TRUE,-7.360693773,2,-7.345671949,0.021244067,-2.445,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,-0.05,0.2
1,values_added_0_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.35069,-0.923,0.58,0.675,FALSE,-0.157552618,-0.30276,-0.829,0.656,1,FALSE,0,0,-0.078776309,0.111406524,-0.876,0.066468037,0.748146067,FALSE,0,FALSE,FALSE,0,-0.2
1,values_added_0_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.7812,-2.05,0.00175,0.00895,TRUE,-4.198762778,-0.57744,-1.63,0.0461,0.265,FALSE,-0.940109225,1,-2.569436002,2.304216024,-1.84,0.296984848,0.000841043,FALSE,0,TRUE,FALSE,0,-0.15
1,values_added_0_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.48148,-1.31,0.163,0.991,FALSE,-0.005143513,-0.26982,-0.722,0.781,0.952,FALSE,-0.015424123,0,-0.010283818,0.007269489,-1.016,0.415778787,0.38969806,FALSE,0,TRUE,FALSE,0,-0.1
1,values_added_0_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.27019,-0.734,0.776,1,FALSE,0,-0.36963,-0.983,0.473,0.609,FALSE,-0.211721201,0,-0.105860601,0.149709497,-0.8585,0.176069589,0.734926501,FALSE,0,FALSE,FALSE,0,-0.05
1,values_added_0_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.23153,0.645,0.9,0.891,FALSE,0.032328881,0.25387,0.676,0.852,1,FALSE,0,0,0.01616444,0.022859971,0.6605,0.02192031,0.970407843,FALSE,0,FALSE,FALSE,0,0
1,values_added_0_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.30937,0.858,0.63,0.834,FALSE,0.067639529,0.35185,0.898,0.595,0.771,FALSE,0.101425169,0,0.084532349,0.023890055,0.878,0.028284271,0.742663815,FALSE,0,FALSE,FALSE,0,0.05
1,values_added_0_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.44444,-1.24,0.225,0.413,FALSE,-0.476221936,-0.37037,-0.991,0.458,0.76,FALSE,-0.11811373,0,-0.297167833,0.253220741,-1.1155,0.176069589,0.337235347,FALSE,0,FALSE,FALSE,0,0.1
1,values_added_0_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.5,-1.39,0.122,0.47,FALSE,-0.455783977,-0.31481,-0.842,0.671,0.649,FALSE,-0.158089965,0,-0.306936971,0.210501455,-1.116,0.387494516,0.286739695,FALSE,0,FALSE,FALSE,0,0.15
1,values_added_0_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.54493,-1.42,0.103,0.425,FALSE,-0.527687719,-0.2963,-0.836,0.688,0.659,FALSE,-0.151411793,0,-0.339549756,0.266067259,-1.128,0.41295036,0.258440493,FALSE,0,FALSE,FALSE,0,0.2
1,values_added_0.05_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.72,0,0,TRUE,-8.171872271,-0.96296,-2.51,0,0,TRUE,-7.540955662,2,-7.856413966,0.446125413,-2.615,0.148492424,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.2
1,values_added_0.05_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.62,0,0,TRUE,-7.87143579,-0.92593,-2.49,0,0.00113,TRUE,-7.337834676,2,-7.604635233,0.377312966,-2.555,0.091923882,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.15
1,values_added_0.05_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-1,-2.51,0,0,TRUE,-7.540955662,-0.94444,-2.44,0,0,TRUE,-7.330650125,2,-7.435802893,0.148708471,-2.475,0.049497475,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.1
1,values_added_0.05_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.87558,-2.25,0,0,TRUE,-6.759820812,-1,-2.64,0,0,TRUE,-7.931523086,2,-7.345671949,0.828518624,-2.445,0.275771645,1.45E-05,FALSE,0,TRUE,TRUE,0.05,-0.05
1,values_added_0.05_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.2963,0.75,0.745,0.763,FALSE,0.088106597,0.23537,0.642,0.923,0.909,FALSE,0.026601987,0,0.057354292,0.043490326,0.696,0.076367532,0.945152317,FALSE,0,FALSE,FALSE,0.05,0
1,values_added_0.05_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.85185,2.28,0,0.000353,TRUE,7.871073672,0.85185,2.28,0,0,TRUE,6.849951756,2,7.360512714,0.722042231,2.28,0,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.05
1,values_added_0.05_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.90741,2.42,0,0,TRUE,7.270562829,0.76148,1.97,0,0.00319,TRUE,4.917532354,2,6.094047592,1.663843805,2.195,0.318198052,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.1
1,values_added_0.05_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.96296,2.55,0,0,TRUE,7.661130254,0.94444,2.43,0,0,TRUE,7.300606477,2,7.480868365,0.254928807,2.49,0.084852814,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.15
1,values_added_0.05_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.87037,2.33,0,0,TRUE,7.000169997,0.90741,2.39,0,0.00107,TRUE,7.099772771,2,7.049971384,0.070429797,2.36,0.042426407,1.45E-05,FALSE,0,TRUE,TRUE,0.05,0.2
1,values_added_0.1_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.71,0,0,TRUE,-8.141828623,-0.94444,-2.57,0,0,TRUE,-7.72121755,2,-7.931523086,0.297416942,-2.64,0.098994949,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.2
1,values_added_0.1_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.67,0,0,TRUE,-8.02165403,-0.90741,-2.47,0,0,TRUE,-7.420781069,2,-7.72121755,0.424881345,-2.57,0.141421356,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.15
1,values_added_0.1_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.96296,-2.64,0,0,TRUE,-7.931523086,-0.94444,-2.42,0,0,TRUE,-7.270562829,2,-7.601042958,0.46736948,-2.53,0.155563492,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.1
1,values_added_0.1_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.61,0,0,TRUE,-7.841392142,-1,-2.6,0,0,TRUE,-7.811348494,2,-7.826370318,0.021244067,-2.605,0.007071068,1.45E-05,FALSE,0,TRUE,TRUE,0.1,-0.05
1,values_added_0.1_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.40568,-1.12,0.302,0.473,FALSE,-0.364155522,-0.64815,-1.72,0.02,0.106,TRUE,-1.676473912,1,-1.020314717,0.927949232,-1.42,0.424264069,0.036900482,FALSE,0,FALSE,FALSE,0.1,0
1,values_added_0.1_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.98148,2.48,0,0,TRUE,7.450824717,0.94444,2.44,0,0,TRUE,7.330650125,2,7.390737421,0.084976269,2.46,0.028284271,1.45E-05,FALSE,0,TRUE,TRUE,0.1,0.05
1,values_added_0.1_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.81481,2.19,0,0,TRUE,6.579558924,0.87037,2.29,0,0.000674,TRUE,7.262368837,2,6.92096388,0.48281952,2.24,0.070710678,1.45E-05,FALSE,0,TRUE,TRUE,0.1,0.1
1,values_added_0.1_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.81481,2.17,0.00176,0.00129,TRUE,6.270020329,0.83333,2.21,0,0.000637,TRUE,7.062851855,2,6.666436092,0.560616548,2.19,0.028284271,2.48E-05,FALSE,0,TRUE,TRUE,0.1,0.15
1,values_added_0.1_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.7963,2.14,0.00188,0.000769,TRUE,6.664117633,0.92593,2.48,0,0,TRUE,7.450824717,2,7.057471175,0.556285914,2.31,0.240416306,2.64E-05,FALSE,0,TRUE,TRUE,0.1,0.2
1,values_added_0.15_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.59,0,0,TRUE,-7.781304846,-0.77778,-2.11,0,0.00498,TRUE,-4.858846087,2,-6.320075466,2.066490406,-2.35,0.339411255,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.2
1,values_added_0.15_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.87037,-2.33,0,0.00101,TRUE,-6.979931199,-0.92593,-2.5,0,0,TRUE,-7.510912014,2,-7.245421606,0.375460135,-2.415,0.120208153,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.15
1,values_added_0.15_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.49,0,0,TRUE,-7.480868365,-0.96296,-2.59,0,0,TRUE,-7.781304846,2,-7.631086606,0.212440673,-2.54,0.070710678,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.1
1,values_added_0.15_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.64,0,0,TRUE,-7.931523086,-1,-2.61,0,0,TRUE,-7.841392142,2,-7.886457614,0.063732202,-2.625,0.021213203,1.45E-05,FALSE,0,TRUE,TRUE,0.15,-0.05
1,values_added_0.15_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.27469,-0.732,0.782,0.954,FALSE,-0.01497059,-0.31481,-0.852,0.639,0.645,FALSE,-0.162255123,0,-0.088612856,0.104145892,-0.792,0.084852814,0.846364169,FALSE,0,FALSE,FALSE,0.15,0
1,values_added_0.15_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.94444,2.42,0,0,TRUE,7.270562829,0.85185,2.26,0,0,TRUE,6.78986446,2,7.030213645,0.339905076,2.34,0.113137085,1.45E-05,FALSE,0,TRUE,TRUE,0.15,0.05
1,values_added_0.15_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.81481,2.16,0,0.0021,TRUE,5.784006323,0.75926,2,0,0.00351,TRUE,4.909385767,2,5.346696045,0.618450126,2.08,0.113137085,1.45E-05,FALSE,0,TRUE,TRUE,0.15,0.1
1,values_added_0.15_0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.77778,2.04,0.00168,0.00342,TRUE,5.030586744,0.72222,1.94,0.00368,0.0217,TRUE,3.227268116,2,4.12892743,1.27513883,1.99,0.070710678,8.03E-05,FALSE,0,TRUE,TRUE,0.15,0.15
1,values_added_0.15_0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.75926,2.12,0.00186,0.00301,TRUE,5.345439029,0.75926,2.08,0.00174,0.00412,TRUE,4.961013791,2,5.15322641,0.271829693,2.1,0.028284271,4.41E-05,FALSE,0,TRUE,TRUE,0.15,0.2
1,values_added_0.2_-0.2,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.5,0,0,TRUE,-7.510912014,-0.77778,-2.02,0.00386,0.0227,TRUE,-3.320827768,2,-5.415869891,2.962836983,-2.26,0.339411255,5.15E-05,FALSE,0,TRUE,TRUE,0.2,-0.2
1,values_added_0.2_-0.15,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.92593,-2.55,0,0,TRUE,-7.661130254,-0.92593,-2.44,0,0,TRUE,-7.330650125,2,-7.495890189,0.23368474,-2.495,0.077781746,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.15
1,values_added_0.2_-0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.90741,-2.52,0,0,TRUE,-7.57099931,-0.94444,-2.57,0,0,TRUE,-7.72121755,2,-7.64610843,0.106220336,-2.545,0.035355339,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.1
1,values_added_0.2_-0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.98148,-2.62,0,0,TRUE,-7.87143579,-0.98148,-2.52,0,0,TRUE,-7.57099931,2,-7.72121755,0.212440673,-2.57,0.070710678,1.45E-05,FALSE,0,TRUE,TRUE,0.2,-0.05
1,values_added_0.2_0,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,-0.2037,-0.586,0.956,0.952,FALSE,-0.012518748,-0.35185,-0.935,0.521,0.656,FALSE,-0.17119491,0,-0.091856829,0.11220099,-0.7605,0.246780267,0.845236269,FALSE,0,FALSE,FALSE,0.2,0
1,values_added_0.2_0.05,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.98148,2.51,0,0,TRUE,7.540955662,0.94444,2.48,0,0,TRUE,7.450824717,2,7.495890189,0.063732202,2.495,0.021213203,1.45E-05,FALSE,0,FALSE,FALSE,0.2,0.05
1,values_added_0.2_0.1,Synthetic drug set 1 & Synthetic drug set 2,Synthetic drug set 1,Synthetic drug set 2,0.88889,2.41,0,0,TRUE,7.240519181,0.77778,2.04,0,0.00201,TRUE,5.501480043,2,6.370999612,1.229686367,2.225,0.261629509,1.45E-05,FALSE,0,TRUE,TRUE,0.2,0.1
