"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"LY2334737","Pearson.est","ribonucleotide reductase inhibitor",-0.25422,-0.714,0.828,1059,0.9,TRUE,FALSE,"antitumor agent, ribonucleotide reductase inhibitor"
"LY2784544","Pearson.est","JAK inhibitor",-0.31954,-0.941,0.496,1235,0.742,TRUE,FALSE,"JAK inhibitor"
"LY2801653","Pearson.est","MET inhibitor",-0.55938,-1.43,0.104,1317,0.571,TRUE,FALSE,"MET inhibitor"
"LY3023414","Pearson.est","PI3K inhibitor",-0.36686,-0.909,0.564,1205,1,TRUE,FALSE,"PI3K inhibitor, mTOR inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",0.33549,0.819,0.695,438,0.932,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",0.39846,0.984,0.467,591,0.988,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY364947","Pearson.est","TGF beta receptor inhibitor",0.326,0.796,0.723,193,0.977,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",-0.54967,-1.59,0.0641,1129,0.323,TRUE,FALSE,"glutamate receptor antagonist"
"MEK1.2.inhibitor","Pearson.est","MEK inhibitor",0.34473,0.841,0.656,473,0.903,TRUE,FALSE,"MEK inhibitor"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.27624,0.67,0.859,204,0.952,TRUE,FALSE,"VEGFR inhibitor"
"MK.0812","Pearson.est","CC chemokine receptor antagonist",0.29555,0.737,0.797,578,0.938,TRUE,FALSE,"CC chemokine receptor antagonist"
"MK.2461","Pearson.est","FGFR inhibitor",0.28855,0.709,0.797,217,0.951,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.2461","Pearson.est","VEGFR inhibitor",0.18788,0.466,0.989,85,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.8745","Pearson.est","Aurora kinase inhibitor",0.37224,0.926,0.565,575,0.808,TRUE,FALSE,"Aurora kinase inhibitor"
"ML133","Pearson.est","potassium channel blocker",-0.47001,-1.26,0.223,1141,1,TRUE,FALSE,"potassium channel blocker"
"MLN.8054","Pearson.est","Aurora kinase inhibitor",0.38969,0.981,0.499,513,1,TRUE,FALSE,"Aurora kinase inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",-0.44198,-1.3,0.165,1319,0.986,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MRS.1220","Pearson.est","adenosine receptor antagonist",0.34342,0.96,0.43,300,1,TRUE,FALSE,"adenosine receptor antagonist"
"NVP.BEZ235","Pearson.est","PI3K inhibitor",-0.37401,-0.944,0.51,1131,0.791,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"NVP.BVU972","Pearson.est","MET inhibitor",-0.40361,-1.16,0.278,1340,0.944,TRUE,FALSE,"MET inhibitor"
"NVP.TAE684","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.42544,-1.13,0.297,867,0.852,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"ONC201","Pearson.est","AKT inhibitor",0.36281,0.91,0.58,643,0.849,TRUE,FALSE,"AKT inhibitor, MAP kinase inhibitor"
"OSI.027","Pearson.est","mTOR inhibitor",-0.51442,-1.36,0.158,1055,0.586,TRUE,FALSE,"mTOR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",-0.30043,-0.777,0.714,1144,0.788,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"P276.00","Pearson.est","CDK inhibitor",0.21823,0.596,0.917,85,0.982,TRUE,FALSE,"CDK inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.24148,0.671,0.848,304,0.923,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",0.23453,0.62,0.903,330,1,TRUE,FALSE,"MEK inhibitor"
"PF.04136309","Pearson.est","CC chemokine receptor antagonist",-0.35898,-0.97,0.46,1057,0.719,TRUE,FALSE,"CC chemokine receptor antagonist"
"PF.04691502","Pearson.est","mTOR inhibitor",-0.38669,-1.01,0.425,912,0.998,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.04691502","Pearson.est","PI3K inhibitor",-0.2043,-0.521,0.967,1125,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.05212384","Pearson.est","mTOR inhibitor",0.2289,0.548,0.962,485,0.989,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.05212384","Pearson.est","PI3K inhibitor",0.31089,0.752,0.769,369,0.918,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.4981517","Pearson.est","cytochrome P450 inhibitor",0.38776,0.949,0.529,195,0.848,TRUE,FALSE,"cytochrome P450 inhibitor"
"PHA.793887","Pearson.est","CDK inhibitor",0.25308,0.63,0.902,182,0.901,TRUE,FALSE,"CDK inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",0.25497,0.67,0.872,472,0.973,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI.828","Pearson.est","PI3K inhibitor",0.21983,0.55,0.945,431,1,TRUE,FALSE,"PI3K inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",-0.52744,-1.62,0.0753,1307,0.567,TRUE,FALSE,"PARP inhibitor"
"PKI.179","Pearson.est","mTOR inhibitor",0.28637,0.694,0.83,419,0.974,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PKI.179","Pearson.est","PI3K inhibitor",0.3233,0.777,0.756,626,0.939,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PLX.4720","Pearson.est","RAF inhibitor",0.21742,0.538,0.952,488,0.979,TRUE,FALSE,"RAF inhibitor"
"PP.121","Pearson.est","protein tyrosine kinase inhibitor",0.31642,0.829,0.641,212,1,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"PP.2","Pearson.est","src inhibitor",-0.3465,-1.06,0.332,1131,0.95,TRUE,FALSE,"src inhibitor"
"PP242","Pearson.est","mTOR inhibitor",0.32578,0.808,0.726,341,0.909,TRUE,FALSE,"mTOR inhibitor"
"PPT","Pearson.est","estrogen receptor agonist",0.33467,0.808,0.725,336,0.96,TRUE,FALSE,"estrogen receptor agonist"
"PU.H71","Pearson.est","HSP inhibitor",0.3955,0.996,0.484,695,0.825,TRUE,FALSE,"HSP inhibitor"
"RAF265","Pearson.est","RAF inhibitor",0.37021,0.904,0.574,397,1,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RAF265","Pearson.est","VEGFR inhibitor",0.32497,0.784,0.706,409,1,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",0.35934,0.988,0.469,150,1,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",-0.24442,-0.601,0.934,948,0.992,TRUE,FALSE,"HDAC inhibitor"
"RS.16566","Pearson.est","serotonin receptor antagonist",-0.2732,-0.735,0.754,1180,1,TRUE,FALSE,"serotonin receptor antagonist"
"RS.17053","Pearson.est","adrenergic receptor antagonist",0.31076,0.847,0.608,293,0.838,TRUE,FALSE,"adrenergic receptor antagonist"
"RS.504393","Pearson.est","CC chemokine receptor antagonist",0.37673,0.947,0.542,652,0.901,TRUE,FALSE,"CC chemokine receptor antagonist"
"Ro.106.9920","Pearson.est","NFkB pathway inhibitor",-0.23145,-0.659,0.851,1251,0.953,TRUE,FALSE,"NFkB pathway inhibitor"
"Ro.9187","Pearson.est","HCV inhibitor",0.37336,0.931,0.578,302,0.895,TRUE,FALSE,"HCV inhibitor"
"S26948","Pearson.est","PPAR receptor agonist",-0.42578,-1.12,0.331,664,0.727,TRUE,FALSE,"PPAR receptor agonist"
"SAR131675","Pearson.est","VEGFR inhibitor",-0.23442,-0.696,0.861,1282,0.947,TRUE,FALSE,"VEGFR inhibitor"
"SB.218078","Pearson.est","CHK inhibitor",-0.80293,-2.31,0,1129,0.0462,TRUE,FALSE,"CHK inhibitor"
"SB.225002","Pearson.est","CC chemokine receptor antagonist",-0.28483,-0.78,0.723,1145,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"SB.228357","Pearson.est","serotonin receptor antagonist",0.30386,0.775,0.758,507,1,TRUE,FALSE,"serotonin receptor antagonist"
"SB.2343","Pearson.est","PI3K inhibitor",0.33982,0.914,0.526,156,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"SB.239063","Pearson.est","p38 MAPK inhibitor",0.3419,0.852,0.646,261,0.89,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.242235","Pearson.est","p38 MAPK inhibitor",0.31255,0.794,0.726,196,0.943,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.31551,0.771,0.773,753,0.927,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.525334","Pearson.est","TGF beta receptor inhibitor",-0.61356,-1.62,0.0536,1104,1,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.590885","Pearson.est","RAF inhibitor",0.36223,0.939,0.512,68,0.876,TRUE,FALSE,"RAF inhibitor"
"SCH.58261","Pearson.est","adenosine receptor antagonist",-0.31733,-0.818,0.664,1124,0.808,TRUE,FALSE,"adenosine receptor antagonist"
"SIB.1757","Pearson.est","glutamate receptor antagonist",-0.53932,-1.52,0.088,1058,0.326,TRUE,FALSE,"glutamate receptor antagonist"
"SKF.96365","Pearson.est","calcium channel blocker",0.30283,0.786,0.718,176,0.911,TRUE,FALSE,"calcium channel blocker"
"SN.38","Pearson.est","topoisomerase inhibitor",0.36323,0.913,0.575,636,0.836,TRUE,FALSE,"topoisomerase inhibitor"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.22284,-0.573,0.941,912,0.967,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",0.33411,0.881,0.598,371,0.817,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.632","Pearson.est","RAF inhibitor",0.36514,0.921,0.575,566,1,TRUE,FALSE,"RAF inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",0.25744,0.702,0.828,486,0.925,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",0.2331,0.575,0.931,351,0.959,TRUE,FALSE,"PI3K inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",-0.27073,-0.699,0.817,869,0.957,TRUE,FALSE,"JAK inhibitor"
"TG.101348","Pearson.est","FLT3 inhibitor",0.29924,0.747,0.768,316,0.884,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG.101348","Pearson.est","JAK inhibitor",0.37316,0.949,0.514,79,0.883,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG100.115","Pearson.est","PI3K inhibitor",0.37669,0.983,0.461,203,0.64,TRUE,FALSE,"PI3K inhibitor"
"TH.302","Pearson.est","DNA alkylating agent",0.34941,0.844,0.659,265,0.894,TRUE,FALSE,"DNA alkylating agent"
"TW.37","Pearson.est","BCL inhibitor",0.17413,0.437,0.995,364,1,TRUE,FALSE,"BCL inhibitor"
"U.0126","Pearson.est","MEK inhibitor",-0.43276,-1.21,0.226,1118,0.745,TRUE,FALSE,"MEK inhibitor"
"VER.49009","Pearson.est","HSP inhibitor",0.35387,0.909,0.559,629,0.822,TRUE,FALSE,"HSP inhibitor"
"WAY.600","Pearson.est","mTOR inhibitor",0.2967,0.799,0.681,52,0.996,TRUE,FALSE,"mTOR inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.14185,0.355,0.998,549,0.999,TRUE,FALSE,"EGFR inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",0.10763,0.259,1,711,1,TRUE,FALSE,"EGFR inhibitor"
"XL388","Pearson.est","mTOR inhibitor",-0.20497,-0.627,0.911,1206,0.996,TRUE,FALSE,"mTOR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",-0.2263,-0.64,0.881,1103,1,TRUE,FALSE,"PI3K inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",-0.41885,-1.15,0.269,1120,0.777,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZM.306416","Pearson.est","Abl kinase inhibitor",0.25437,0.63,0.906,377,1,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","src inhibitor",-0.27334,-0.792,0.733,366,0.926,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","VEGFR inhibitor",0.34124,0.84,0.689,274,0.938,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.447439","Pearson.est","Aurora kinase inhibitor",-0.51344,-1.36,0.156,949,0.49,TRUE,FALSE,"Aurora kinase inhibitor"
"ZSTK.474","Pearson.est","PI3K inhibitor",0.30934,0.804,0.689,204,0.798,TRUE,FALSE,"PI3K inhibitor"
"acetophenazine","Pearson.est","dopamine receptor antagonist",0.32933,0.843,0.657,267,0.853,TRUE,FALSE,"dopamine receptor antagonist"
"ajmaline","Pearson.est","sodium channel blocker",0.38591,0.966,0.522,391,0.77,TRUE,FALSE,"sodium channel blocker"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.36128,-0.992,0.444,1149,0.78,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"alfacalcidol","Pearson.est","vitamin D receptor agonist",-0.45579,-1.17,0.289,1110,0.938,TRUE,FALSE,"vitamin D receptor agonist"
"altretamine","Pearson.est","DNA synthesis inhibitor",0.36081,0.968,0.493,191,1,TRUE,FALSE,"DNA synthesis inhibitor"
"alvespimycin","Pearson.est","HSP inhibitor",-0.20719,-0.514,0.963,831,0.995,TRUE,FALSE,"HSP inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",-0.32592,-0.861,0.581,1170,0.864,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","CDK inhibitor",0.37674,0.955,0.502,448,0.717,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"amonafide","Pearson.est","topoisomerase inhibitor",0.1489,0.376,1,1150,0.999,TRUE,FALSE,"topoisomerase inhibitor"
"anagrelide","Pearson.est","phosphodiesterase inhibitor",-0.48193,-1.3,0.187,938,0.493,TRUE,FALSE,"phosphodiesterase inhibitor"
"apatinib","Pearson.est","RET tyrosine kinase inhibitor",-0.22678,-0.602,0.912,1155,0.941,TRUE,FALSE,"RET tyrosine kinase inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",0.38159,0.911,0.601,686,0.972,TRUE,FALSE,"MEK inhibitor"
"arcyriaflavin.a","Pearson.est","CDK inhibitor",-0.54814,-1.49,0.119,1086,0.455,TRUE,FALSE,"CDK inhibitor"
"artesunate","Pearson.est","DNA synthesis inhibitor",0.28438,0.695,0.828,551,1,TRUE,FALSE,"DNA synthesis inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",-0.31275,-0.828,0.661,1014,0.981,TRUE,FALSE,"cyclooxygenase inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",-0.26114,-0.793,0.674,1306,1,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",0.32125,0.792,0.712,313,0.894,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",0.25536,0.649,0.888,717,0.984,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",-0.46043,-1.19,0.258,1045,1,TRUE,FALSE,"adrenergic receptor antagonist"
"atiprimod","Pearson.est","JAK inhibitor",0.3442,0.864,0.62,621,0.898,TRUE,FALSE,"JAK inhibitor, STAT inhibitor"
"aurora.a.inhibitor.i","Pearson.est","Aurora kinase inhibitor",0.34939,0.883,0.611,611,0.945,TRUE,FALSE,"Aurora kinase inhibitor"
"avanafil","Pearson.est","phosphodiesterase inhibitor",0.29357,0.734,0.788,69,0.918,TRUE,FALSE,"phosphodiesterase inhibitor"
"axitinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.27202,0.662,0.86,140,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"axitinib","Pearson.est","VEGFR inhibitor",0.16352,0.398,0.999,544,0.998,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",0.31788,0.858,0.602,184,0.763,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.38053,0.962,0.51,463,0.875,TRUE,FALSE,"protein synthesis inhibitor"
"baricitinib","Pearson.est","JAK inhibitor",-0.30162,-0.916,0.537,588,0.787,TRUE,FALSE,"JAK inhibitor"
