"pair","moa_i","moa_j","ES_ij","NES_ij","p_ij","FDR_ij","sig_ij","score_ij","ES_ji","NES_ji","p_ji","FDR_ji","sig_ji","score_ji","N_sig","score_avg","score_sd","NES_avg","NES_sd","Fisher_p","self","percent_overlap","qc1_pass","qc_pass"
"benzodiazepine receptor agonist & EGFR inhibitor","benzodiazepine receptor agonist","EGFR inhibitor",-0.47865,-1.42,0.14,0.314,FALSE,-0.714359899736035,-0.41235,-1.14,0.305,0.743,FALSE,-0.147072752312944,0,-0.430716326024489,0.40113258882284,-1.28,0.197989898732233,0.177356856518521,FALSE,0,"TRUE",FALSE
"bromodomain inhibitor & EGFR inhibitor","bromodomain inhibitor","EGFR inhibitor",-0.33449,-1.06,0.396,0.589,FALSE,-0.243677787525672,-0.36275,-0.974,0.469,0.761,FALSE,-0.115531344305462,0,-0.179604565915567,0.0906132189859475,-1.017,0.0608111831820431,0.498389161329413,FALSE,0,"TRUE",FALSE
"calcium channel blocker & EGFR inhibitor","calcium channel blocker","EGFR inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"CC chemokine receptor antagonist & EGFR inhibitor","CC chemokine receptor antagonist","EGFR inhibitor",-0.3058,-0.937,0.527,0.749,FALSE,-0.1176105368156,-0.38124,-1.05,0.396,0.666,FALSE,-0.185352059371184,0,-0.151481298093392,0.0479004899669549,-0.9935,0.0799030662740799,0.535690617911366,FALSE,0,"FALSE",FALSE
"CDK inhibitor & EGFR inhibitor","CDK inhibitor","EGFR inhibitor",0.3755,1.08,0.371,0.511,FALSE,0.31490542785451,0.41755,1.18,0.302,0.53,FALSE,0.325354473871069,0,0.32012995086279,0.00738859129523891,1.13,0.0707106781186547,0.357288658556056,FALSE,0,"FALSE",FALSE
"CHK inhibitor & EGFR inhibitor","CHK inhibitor","EGFR inhibitor",0.71773,2.14,0.00461,0.0586,TRUE,2.63669910172129,0.81837,2.24,0,0.00845,TRUE,4.64384097195269,2,3.64027003683699,1.41926362724407,2.19,0.0707106781186548,6.06876982466936e-05,FALSE,0,"TRUE",TRUE
"cyclooxygenase inhibitor & EGFR inhibitor","cyclooxygenase inhibitor","EGFR inhibitor",-0.34267,-1.06,0.373,0.672,FALSE,-0.182988570562945,-0.34386,-0.973,0.48,0.723,FALSE,-0.137058436732422,0,-0.160023503647683,0.032477509092369,-1.0165,0.0615182899632297,0.487014946002292,FALSE,0,"TRUE",FALSE
"cytochrome P450 inhibitor & EGFR inhibitor","cytochrome P450 inhibitor","EGFR inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"DNA alkylating agent & EGFR inhibitor","DNA alkylating agent","EGFR inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"DNA inhibitor & EGFR inhibitor","DNA inhibitor","EGFR inhibitor",0.085003,0.249,1,1,FALSE,0,-0.33847,-0.942,0.501,0.738,FALSE,-0.124290907162695,0,-0.0621454535813474,0.0878869432945692,-0.3465,0.842164176393178,0.847265738126533,FALSE,0,"TRUE",FALSE
"DNA methyltransferase inhibitor & EGFR inhibitor","DNA methyltransferase inhibitor","EGFR inhibitor",0.14817,0.429,0.97,0.977,FALSE,0.00433523216464636,0.41657,1.18,0.274,0.53,FALSE,0.325354473871069,0,0.164844853017858,0.226994882701975,0.8045,0.531037192671097,0.617961458097337,FALSE,0,"TRUE",FALSE
"DNA polymerase inhibitor & EGFR inhibitor","DNA polymerase inhibitor","EGFR inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"DNA synthesis inhibitor & EGFR inhibitor","DNA synthesis inhibitor","EGFR inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"dopamine receptor antagonist & EGFR inhibitor","dopamine receptor antagonist","EGFR inhibitor",0.2727,0.827,0.635,0.813,FALSE,0.0743551187937056,-0.42899,-1.17,0.257,0.749,FALSE,-0.146856273291624,0,-0.0362505772489593,0.156420075419253,-0.1715,1.41209224202954,0.459036442138212,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & estrogen receptor agonist","EGFR inhibitor","estrogen receptor agonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & estrogen receptor antagonist","EGFR inhibitor","estrogen receptor antagonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & FGFR inhibitor","EGFR inhibitor","FGFR inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.958904109589,"FALSE",FALSE
"EGFR inhibitor & FLT3 inhibitor","EGFR inhibitor","FLT3 inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.76190476190476,"FALSE",FALSE
"EGFR inhibitor & glucocorticoid receptor agonist","EGFR inhibitor","glucocorticoid receptor agonist",-0.20635,-0.572,0.898,0.946,FALSE,-0.0137902699781746,-0.17821,-0.511,0.953,1,FALSE,0,0,-0.00689513498908728,0.00975119341596049,-0.5415,0.0431335136523794,0.989063022152021,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & glutamate receptor antagonist","EGFR inhibitor","glutamate receptor antagonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & glycogen synthase kinase inhibitor","EGFR inhibitor","glycogen synthase kinase inhibitor",-0.23284,-0.665,0.819,0.896,FALSE,-0.0317151735746867,0.44162,1.28,0.216,0.673,FALSE,0.22014071779331,0,0.0942127721093114,0.178089008668093,0.3075,1.37532268940783,0.483327921543209,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & growth factor receptor inhibitor","EGFR inhibitor","growth factor receptor inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & HCV inhibitor","EGFR inhibitor","HCV inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & HDAC inhibitor","EGFR inhibitor","HDAC inhibitor",0.28922,0.804,0.667,0.757,FALSE,0.0972069128819415,0.25344,0.679,0.818,0.847,FALSE,0.04896716438545,0,0.0730870386336958,0.0341106532846027,0.7415,0.0883883476483184,0.876165855672338,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & histamine receptor antagonist","EGFR inhibitor","histamine receptor antagonist",-0.73522,-2.06,0.00196,0.0297,TRUE,-3.14612171440654,-0.57578,-1.82,0.0269,0.277,FALSE,-1.0146868203027,1,-2.08040426735462,1.50715206727846,-1.94,0.169705627484771,0.000572078587915766,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & histone lysine methyltransferase inhibitor","EGFR inhibitor","histone lysine methyltransferase inhibitor",0.39687,1.11,0.313,0.563,FALSE,0.276935681715006,-0.19744,-0.589,0.902,0.887,FALSE,-0.0306729879191131,0,0.123131346897946,0.217512176250058,0.2605,1.20137442123594,0.639381672824182,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & HMGCR inhibitor","EGFR inhibitor","HMGCR inhibitor",0.23509,0.652,0.842,0.877,FALSE,0.0371642651253416,-0.1591,-0.5,0.963,0.948,FALSE,-0.0115958313309669,0,0.0127842168971873,0.0344785948555659,0.076,0.814587011926903,0.980861863711903,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & HSP inhibitor","EGFR inhibitor","HSP inhibitor",-0.30574,-0.853,0.628,0.778,FALSE,-0.0929944037677953,-0.13913,-0.427,0.973,0.979,FALSE,-0.00393579060006015,0,-0.0484650971839277,0.0629739492939751,-0.64,0.301227488785469,0.912035908786063,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & JAK inhibitor","EGFR inhibitor","JAK inhibitor",0.48445,1.33,0.167,0.481,FALSE,0.422747048422804,0.20231,0.593,0.89,0.887,FALSE,0.0308812934397862,0,0.226814170931295,0.277090932663278,0.9615,0.521137697734486,0.431962667885735,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & KIT inhibitor","EGFR inhibitor","KIT inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.4736842105263,"FALSE",FALSE
"EGFR inhibitor & MDM inhibitor","EGFR inhibitor","MDM inhibitor",-0.74562,-2.07,0.00593,0.0352,TRUE,-3.00865668660027,-0.64335,-1.92,0.0281,0.0983,TRUE,-1.9342972457623,2,-2.47147696618128,0.759686846048315,-1.995,0.106066017177982,0.00161629290430461,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & MEK inhibitor","EGFR inhibitor","MEK inhibitor",0.36062,1,0.424,0.703,FALSE,0.153044674980176,0.27225,0.785,0.704,0.927,FALSE,0.0258424086965698,0,0.0894435418383729,0.0899455850714349,0.8925,0.152027957955108,0.659377289857434,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & MET inhibitor","EGFR inhibitor","MET inhibitor",0.51026,1.45,0.142,0.402,FALSE,0.573872223027518,0.28073,0.832,0.618,0.913,FALSE,0.0328883130914633,0,0.303380268059491,0.382533391228597,1.141,0.436991990773286,0.3012834641852,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & microtubule inhibitor","EGFR inhibitor","microtubule inhibitor",0.29011,0.815,0.681,0.809,FALSE,0.075021954885998,-0.23824,-0.725,0.753,0.94,FALSE,-0.0194823061402185,0,0.0277698243728898,0.0668246038226613,0.045,1.08894444302728,0.855278739533656,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & mTOR inhibitor","EGFR inhibitor","mTOR inhibitor",-0.16995,-0.479,0.967,0.965,FALSE,-0.00741141690832337,-0.15363,-0.471,0.962,0.964,FALSE,-0.00749971703176671,0,-0.00745556697004504,6.24376160663981e-05,-0.475,0.00565685424949239,0.997509142609513,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & NFkB pathway inhibitor","EGFR inhibitor","NFkB pathway inhibitor",0.46571,1.31,0.195,0.428,FALSE,0.482808662592745,0.2832,0.835,0.637,0.96,FALSE,0.0148035204119604,0,0.248806091502353,0.330929609666207,1.0725,0.33587572106361,0.38329536102364,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & opioid receptor agonist","EGFR inhibitor","opioid receptor agonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & p38 MAPK inhibitor","EGFR inhibitor","p38 MAPK inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & PARP inhibitor","EGFR inhibitor","PARP inhibitor",-0.2999,-0.829,0.658,0.75,FALSE,-0.103574212648281,-0.17057,-0.54,0.932,0.924,FALSE,-0.0185371355411424,0,-0.0610556740947115,0.0601302938747408,-0.6845,0.204353859762912,0.913121510767273,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & PDGFR tyrosine kinase receptor inhibitor","EGFR inhibitor","PDGFR tyrosine kinase receptor inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18.9873417721519,"FALSE",FALSE
"EGFR inhibitor & phosphatase inhibitor","EGFR inhibitor","phosphatase inhibitor",0.34644,0.955,0.49,0.736,FALSE,0.127131687307689,0.43358,1.33,0.193,0.392,FALSE,0.540929530862792,0,0.33403060908524,0.292599261218184,1.1425,0.265165042944955,0.317605304465178,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & phosphodiesterase inhibitor","EGFR inhibitor","phosphodiesterase inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & PI3K inhibitor","EGFR inhibitor","PI3K inhibitor",0.15526,0.443,0.98,0.977,FALSE,0.00447670827258353,0.21893,0.625,0.863,0.915,FALSE,0.0241118162084698,0,0.0142942622405267,0.013884117970795,0.534,0.128693434175952,0.987438066496173,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & PLK inhibitor","EGFR inhibitor","PLK inhibitor",-0.3102,-0.855,0.637,0.81,FALSE,-0.0782453088587544,-0.25496,-0.752,0.731,0.895,FALSE,-0.0362290774424342,0,-0.0572371931505943,0.0297099621543833,-0.8035,0.0728319984622144,0.821553780684074,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & potassium channel blocker","EGFR inhibitor","potassium channel blocker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & PPAR receptor agonist","EGFR inhibitor","PPAR receptor agonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & progesterone receptor agonist","EGFR inhibitor","progesterone receptor agonist",-0.75153,-2.09,0,0.0448,TRUE,-2.81882895074388,-0.5235,-1.52,0.101,0.386,FALSE,-0.628387296898932,1,-1.72360812382141,1.54887614722724,-1.805,0.403050865276332,0.00102094193329388,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & proteasome inhibitor","EGFR inhibitor","proteasome inhibitor",-0.52111,-1.43,0.124,0.46,FALSE,-0.482256300695349,-0.39582,-1.15,0.311,0.623,FALSE,-0.236338746341955,0,-0.359297523518652,0.173889970296096,-1.29,0.197989898732233,0.164106636996062,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & protein synthesis inhibitor","EGFR inhibitor","protein synthesis inhibitor",0.29337,0.812,0.661,0.778,FALSE,0.0885245672443726,-0.246,-0.737,0.729,0.853,FALSE,-0.0508905640295355,0,0.0188170016074185,0.0985813847237932,0.0375,1.09530840405796,0.833673358430915,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & protein tyrosine kinase inhibitor","EGFR inhibitor","protein tyrosine kinase inhibitor",0.58147,1.62,0.0532,0.331,FALSE,0.777878650083336,0.4615,1.35,0.174,0.373,FALSE,0.578193077058272,0,0.678035863570804,0.141199022791144,1.485,0.190918830920368,0.0526008112758842,FALSE,2.56410256410256,"TRUE",FALSE
"EGFR inhibitor & RAF inhibitor","EGFR inhibitor","RAF inhibitor",-0.51677,-1.43,0.121,0.46,FALSE,-0.482256300695349,-0.26324,-0.843,0.647,0.709,FALSE,-0.125905223740675,0,-0.304080762218012,0.251978262997779,-1.1365,0.415071680556503,0.277713246250625,FALSE,3.75,"TRUE",FALSE
"EGFR inhibitor & RET tyrosine kinase inhibitor","EGFR inhibitor","RET tyrosine kinase inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.94444444444444,"FALSE",FALSE
"EGFR inhibitor & retinoid receptor agonist","EGFR inhibitor","retinoid receptor agonist",0.5735,1.61,0.0562,0.287,FALSE,0.872810146258272,0.37491,1.1,0.335,0.727,FALSE,0.152312148055058,0,0.512561147156665,0.509469020360826,1.355,0.360624458405139,0.0936165659699733,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & ribonucleotide reductase inhibitor","EGFR inhibitor","ribonucleotide reductase inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & serotonin receptor agonist","EGFR inhibitor","serotonin receptor agonist",-0.40828,-1.12,0.333,0.676,FALSE,-0.190459700545368,-0.38542,-1.21,0.242,0.672,FALSE,-0.208883179604871,0,-0.19967144007512,0.0130273669760234,-1.165,0.0636396103067892,0.283536227526482,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & serotonin receptor antagonist","EGFR inhibitor","serotonin receptor antagonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"EGFR inhibitor & sodium channel blocker","EGFR inhibitor","sodium channel blocker",-0.27312,-0.753,0.758,0.822,FALSE,-0.0641015213923421,-0.47392,-1.46,0.118,0.408,FALSE,-0.568436161888775,0,-0.316268841640559,0.356618444282308,-1.1065,0.499924494298889,0.305374566050453,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & src inhibitor","EGFR inhibitor","src inhibitor",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.5,"FALSE",FALSE
"EGFR inhibitor & sterol demethylase inhibitor","EGFR inhibitor","sterol demethylase inhibitor",-0.63097,-1.74,0.0274,0.149,TRUE,-1.43865589296264,-0.62678,-1.85,0.0247,0.182,TRUE,-1.36886793222761,2,-1.40376191259513,0.0493475402809213,-1.795,0.0777817459305203,0.00561603163558768,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & SYK inhibitor","EGFR inhibitor","SYK inhibitor",0.49087,1.37,0.135,0.471,FALSE,0.447961357233412,0.45591,1.38,0.152,0.581,FALSE,0.325436937301344,0,0.386699147267378,0.086637848194914,1.375,0.00707106781186532,0.100268009908105,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & TGF beta receptor inhibitor","EGFR inhibitor","TGF beta receptor inhibitor",0.60943,1.67,0.063,0.329,FALSE,0.806282850423543,0.51776,1.54,0.105,0.444,FALSE,0.543030226023485,0,0.674656538223514,0.186147715878436,1.605,0.0919238815542511,0.0398118184095617,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & thymidylate synthase inhibitor","EGFR inhibitor","thymidylate synthase inhibitor",-0.50044,-1.4,0.138,0.409,FALSE,-0.543587368789721,0.14983,0.447,0.968,0.997,FALSE,0.000583264234689894,0,-0.271502052277516,0.384786744734137,-0.4765,1.30602622485155,0.402491902950305,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & topoisomerase inhibitor","EGFR inhibitor","topoisomerase inhibitor",-0.32775,-0.93,0.524,0.721,FALSE,-0.132120203810931,-0.46472,-1.44,0.117,0.239,FALSE,-0.895107022634682,0,-0.513613613222806,0.539513153546226,-1.185,0.360624458405139,0.232470429510738,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & tubulin polymerization inhibitor","EGFR inhibitor","tubulin polymerization inhibitor",0.41476,1.16,0.302,0.524,FALSE,0.325575707098877,-0.13973,-0.417,0.99,0.984,FALSE,-0.00292104395413059,0,0.161327331572373,0.232282280267331,0.3715,1.11510739393119,0.659962053068821,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & tyrosine kinase inhibitor","EGFR inhibitor","tyrosine kinase inhibitor",0.56078,1.57,0.078,0.288,FALSE,0.848753794218008,0.58382,1.68,0.0407,0.195,TRUE,1.19274185291097,1,1.02074782356449,0.24323628894899,1.625,0.0777817459305201,0.0214367202738174,FALSE,7.95454545454545,"TRUE",FALSE
"EGFR inhibitor & VEGFR inhibitor","EGFR inhibitor","VEGFR inhibitor",0.7774,2.17,0,0.0136,TRUE,4.05022056883663,0.65115,1.9,0.0107,0.214,TRUE,1.27221383063654,2,2.66121719973658,1.96434740276321,2.035,0.190918830920368,0.000131939174594842,FALSE,49.2957746478873,"TRUE",TRUE
"EGFR inhibitor & vitamin D receptor agonist","EGFR inhibitor","vitamin D receptor agonist",-0.40003,-1.13,0.332,0.707,FALSE,-0.170156062409504,-0.23927,-0.694,0.787,0.886,FALSE,-0.0364809970103868,0,-0.103318529709945,0.0945225452192708,-0.912,0.308298556597335,0.611965625749269,FALSE,0,"TRUE",FALSE
"Abl kinase inhibitor & Abl kinase inhibitor","Abl kinase inhibitor","Abl kinase inhibitor",0.63458,1.84,0.0203,0.155,TRUE,1.48978967536666,0.63458,1.84,0.0203,0.155,TRUE,1.48978967536666,2,1.48978967536666,0,1.84,0,0.00362403022396867,TRUE,100,"TRUE",TRUE
"Abl kinase inhibitor & acetylcholine receptor agonist","Abl kinase inhibitor","acetylcholine receptor agonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"Abl kinase inhibitor & acetylcholine receptor antagonist","Abl kinase inhibitor","acetylcholine receptor antagonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"Abl kinase inhibitor & adenosine receptor antagonist","Abl kinase inhibitor","adenosine receptor antagonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"Abl kinase inhibitor & adrenergic receptor agonist","Abl kinase inhibitor","adrenergic receptor agonist",0.2282,0.651,0.854,0.863,FALSE,0.0416569719893986,-0.22034,-0.697,0.782,0.884,FALSE,-0.0373227712858881,0,0.00216710035175525,0.0558471120463278,-0.023,0.953179941039466,0.937446607949838,FALSE,0,"TRUE",FALSE
"Abl kinase inhibitor & adrenergic receptor antagonist","Abl kinase inhibitor","adrenergic receptor antagonist",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"FALSE",FALSE
"Abl kinase inhibitor & AKT inhibitor","Abl kinase inhibitor","AKT inhibitor",0.50058,1.48,0.0721,0.364,FALSE,0.649569952199397,0.52138,1.52,0.075,0.351,FALSE,0.691133182971947,0,0.670351567585672,0.0293896423272916,1.5,0.0282842712474619,0.0336344791237411,FALSE,0,"TRUE",FALSE
