"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"UH.232....","Pearson.est","dopamine receptor antagonist",0.32183,0.796,0.749,805,0.94,TRUE,FALSE,"dopamine receptor antagonist"
"ZK.93423","Pearson.est","benzodiazepine receptor agonist",-0.3753,-1.04,0.377,1060,0.598,TRUE,FALSE,"benzodiazepine receptor agonist"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",-0.49049,-1.26,0.221,1101,0.718,TRUE,FALSE,"CC chemokine receptor antagonist"
"ZM.306416","Pearson.est","Abl kinase inhibitor",0.24615,0.589,0.944,309,1,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"acetophenazine","Pearson.est","dopamine receptor antagonist",0.41812,0.992,0.481,301,0.907,TRUE,FALSE,"dopamine receptor antagonist"
"adaprev","Pearson.est","TGF beta receptor inhibitor",0.32956,0.77,0.765,614,0.944,TRUE,FALSE,"TGF beta receptor inhibitor"
"adefovir.dipivoxil","Pearson.est","DNA polymerase inhibitor",0.3641,0.871,0.664,372,1,TRUE,FALSE,"DNA polymerase inhibitor"
"ajmaline","Pearson.est","sodium channel blocker",0.40102,0.927,0.581,389,0.874,TRUE,FALSE,"sodium channel blocker"
"amfenac","Pearson.est","cyclooxygenase inhibitor",-0.3876,-0.979,0.448,1099,0.901,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","tyrosine kinase inhibitor",0.38171,0.894,0.636,289,1,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"anisomycin","Pearson.est","DNA synthesis inhibitor",0.30631,0.734,0.832,421,0.988,TRUE,FALSE,"DNA synthesis inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",0.30729,0.715,0.836,737,0.999,TRUE,FALSE,"MEK inhibitor"
"arcyriaflavin.a","Pearson.est","CDK inhibitor",0.19989,0.49,0.983,404,1,TRUE,FALSE,"CDK inhibitor"
"aripiprazole","Pearson.est","serotonin receptor antagonist",-0.23831,-0.691,0.813,615,1,TRUE,FALSE,"serotonin receptor agonist, serotonin receptor antagonist"
"artemisinin","Pearson.est","DNA synthesis inhibitor",0.37632,0.895,0.609,170,0.993,TRUE,FALSE,"DNA synthesis inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",0.25098,0.592,0.926,116,0.993,TRUE,FALSE,"cyclooxygenase inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",0.41774,0.995,0.458,127,0.906,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",0.20258,0.466,0.986,316,1,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",-0.27604,-0.682,0.854,939,1,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",-0.2164,-0.623,0.938,1200,0.991,TRUE,FALSE,"adrenergic receptor antagonist"
"aurora.a.inhibitor.i","Pearson.est","Aurora kinase inhibitor",-0.25393,-0.676,0.84,479,0.948,TRUE,FALSE,"Aurora kinase inhibitor"
"azalomycin.b","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.30416,-0.747,0.775,579,0.938,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azithromycin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.30796,-0.784,0.693,1053,0.937,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",0.31821,0.75,0.772,449,0.954,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.26787,0.631,0.915,629,0.976,TRUE,FALSE,"protein synthesis inhibitor"
"bendamustine","Pearson.est","DNA inhibitor",0.37923,0.915,0.597,838,0.88,TRUE,FALSE,"DNA inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",-0.59453,-1.48,0.0724,1087,0.545,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzethonium","Pearson.est","sodium channel blocker",0.31885,0.764,0.797,431,1,TRUE,FALSE,"sodium channel blocker"
"benzocaine","Pearson.est","sodium channel blocker",-0.27744,-0.715,0.815,1118,0.943,TRUE,FALSE,"sodium channel blocker"
"beta.lapachone","Pearson.est","topoisomerase inhibitor",-0.50103,-1.27,0.188,907,0.757,TRUE,FALSE,"topoisomerase inhibitor"
"bindarit","Pearson.est","NFkB pathway inhibitor",0.32191,0.776,0.719,386,0.912,TRUE,FALSE,"NFkB pathway inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",0.38494,0.917,0.579,828,1,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"bosutinib","Pearson.est","Abl kinase inhibitor",0.29251,0.727,0.842,875,1,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"brefeldin.a","Pearson.est","protein synthesis inhibitor",-0.42572,-1.16,0.246,1196,0.515,TRUE,FALSE,"protein synthesis inhibitor"
"buphenine","Pearson.est","adrenergic receptor agonist",0.233,0.548,0.969,401,0.989,TRUE,FALSE,"adrenergic receptor agonist"
"busulfan","Pearson.est","DNA inhibitor",0.38968,0.916,0.561,311,0.903,TRUE,FALSE,"DNA inhibitor"
"butamben","Pearson.est","sodium channel blocker",0.28756,0.695,0.824,146,0.987,TRUE,FALSE,"sodium channel blocker"
"cabozantinib","Pearson.est","RET tyrosine kinase inhibitor",0.32315,0.744,0.809,405,0.931,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"cabozantinib","Pearson.est","VEGFR inhibitor",0.36015,0.841,0.711,474,0.865,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",-0.63766,-1.67,0.0429,1154,0.536,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboxyamidotriazole","Pearson.est","calcium channel blocker",-0.23863,-0.672,0.858,320,0.967,TRUE,FALSE,"calcium channel blocker"
"carvedilol","Pearson.est","adrenergic receptor antagonist",-0.22372,-0.667,0.89,298,1,TRUE,FALSE,"adrenergic receptor antagonist"
"cebranopadol","Pearson.est","opioid receptor agonist",0.36193,0.907,0.607,351,1,TRUE,FALSE,"opioid receptor agonist"
"chlorambucil","Pearson.est","DNA inhibitor",0.33657,0.799,0.747,324,1,TRUE,FALSE,"DNA inhibitor"
"chloramphenicol.palmitate","Pearson.est","protein synthesis inhibitor",-0.28937,-0.729,0.788,947,1,TRUE,FALSE,"protein synthesis inhibitor"
"cibenzoline","Pearson.est","sodium channel blocker",0.25797,0.635,0.892,304,0.999,TRUE,FALSE,"sodium channel blocker"
"cilostamide","Pearson.est","phosphodiesterase inhibitor",-0.23157,-0.658,0.847,1235,0.936,TRUE,FALSE,"phosphodiesterase inhibitor"
"cinnarazine","Pearson.est","calcium channel blocker",0.29948,0.714,0.876,72,1,TRUE,FALSE,"calcium channel blocker"
"ciprofibrate","Pearson.est","PPAR receptor agonist",-0.24851,-0.688,0.805,334,0.911,TRUE,FALSE,"PPAR receptor agonist"
"cisplatin","Pearson.est","DNA synthesis inhibitor",-0.21714,-0.575,0.934,972,1,TRUE,FALSE,"DNA alkylating agent, DNA synthesis inhibitor"
"clindamycin.phosphate","Pearson.est","protein synthesis inhibitor",0.27984,0.654,0.89,401,1,TRUE,FALSE,"protein synthesis inhibitor"
"clofibrate","Pearson.est","PPAR receptor agonist",0.3237,0.747,0.792,429,0.994,TRUE,FALSE,"PPAR receptor agonist"
"clofoctol","Pearson.est","protein synthesis inhibitor",-0.3049,-0.728,0.806,990,1,TRUE,FALSE,"protein synthesis inhibitor"
"clomifene","Pearson.est","estrogen receptor antagonist",-0.6183,-1.78,0.0238,831,0.0963,TRUE,FALSE,"estrogen receptor antagonist"
"crizotinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.31458,0.759,0.805,558,0.945,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"curcumin","Pearson.est","cyclooxygenase inhibitor",0.30084,0.71,0.859,641,1,TRUE,FALSE,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor"
"cyclocytidine","Pearson.est","DNA synthesis inhibitor",0.3361,0.788,0.744,260,0.958,TRUE,FALSE,"DNA synthesis inhibitor, RNA synthesis inhibitor"
"cyclophosphamide","Pearson.est","DNA alkylating agent",0.35384,0.863,0.642,569,0.941,TRUE,FALSE,"DNA alkylating agent"
"cytochalasin.b","Pearson.est","microtubule inhibitor",0.38461,0.937,0.542,162,0.853,TRUE,FALSE,"microtubule inhibitor"
"dacarbazine","Pearson.est","DNA alkylating agent",0.40243,0.98,0.51,527,0.863,TRUE,FALSE,"DNA alkylating agent"
"danusertib","Pearson.est","growth factor receptor inhibitor",0.3583,0.863,0.668,602,1,TRUE,FALSE,"Aurora kinase inhibitor, growth factor receptor inhibitor"
"dienogest","Pearson.est","progesterone receptor agonist",-0.29566,-0.736,0.774,1179,0.894,TRUE,FALSE,"progesterone receptor agonist"
"dihydroergocristine","Pearson.est","adrenergic receptor antagonist",-0.3136,-0.866,0.581,1303,0.877,TRUE,FALSE,"adrenergic receptor antagonist, prolactin inhibitor"
"dovitinib","Pearson.est","EGFR inhibitor",-0.26937,-0.683,0.825,1203,0.874,TRUE,FALSE,"EGFR inhibitor, FGFR inhibitor, FLT3 inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"dronedarone","Pearson.est","adrenergic receptor antagonist",-0.2797,-0.818,0.699,1186,0.857,TRUE,FALSE,"adrenergic receptor antagonist"
"embelin","Pearson.est","HCV inhibitor",-0.84217,-2.38,0,1284,0.00901,TRUE,FALSE,"HCV inhibitor, XIAP inhibitor"
"emetine","Pearson.est","protein synthesis inhibitor",0.33976,0.783,0.764,294,0.967,TRUE,FALSE,"protein synthesis inhibitor"
"endo.IWR.1","Pearson.est","PARP inhibitor",0.40543,0.999,0.439,232,0.683,TRUE,FALSE,"PARP inhibitor"
"enocitabine","Pearson.est","DNA synthesis inhibitor",0.39123,0.975,0.465,285,1,TRUE,FALSE,"DNA synthesis inhibitor"
"enoximone","Pearson.est","phosphodiesterase inhibitor",0.30993,0.846,0.605,15,0.963,TRUE,FALSE,"phosphodiesterase inhibitor"
"epinastine","Pearson.est","histamine receptor antagonist",-0.3598,-0.953,0.486,1346,0.827,TRUE,FALSE,"histamine receptor antagonist"
"epinephrine","Pearson.est","adrenergic receptor agonist",0.28899,0.68,0.855,697,0.938,TRUE,FALSE,"adrenergic receptor agonist, neurotransmitter"
"equol","Pearson.est","estrogen receptor agonist",-0.60442,-1.59,0.0616,1041,0.839,TRUE,FALSE,"estrogen receptor agonist"
"erteberel","Pearson.est","estrogen receptor agonist",-0.29226,-0.842,0.585,1344,0.997,TRUE,FALSE,"estrogen receptor agonist"
"estradiol.cypionate","Pearson.est","estrogen receptor agonist",0.33099,0.798,0.703,607,0.891,TRUE,FALSE,"estrogen receptor agonist"
"estramustine","Pearson.est","DNA alkylating agent",0.38305,0.945,0.505,354,0.863,TRUE,FALSE,"DNA alkylating agent"
"estramustine.phosphate","Pearson.est","microtubule inhibitor",-0.58497,-1.6,0.0705,1103,0.408,TRUE,FALSE,"DNA synthesis inhibitor, microtubule inhibitor"
"estrone","Pearson.est","estrogen receptor agonist",-0.45793,-1.3,0.141,615,0.568,TRUE,FALSE,"estrogen receptor agonist, estrogenic hormone"
"evodiamine","Pearson.est","ATPase inhibitor",0.39176,0.907,0.618,665,0.913,TRUE,FALSE,"ATPase inhibitor, TRPV agonist"
"famciclovir","Pearson.est","DNA polymerase inhibitor",0.33613,0.86,0.59,225,0.819,TRUE,FALSE,"DNA polymerase inhibitor"
"fdcyd","Pearson.est","DNA methyltransferase inhibitor",-0.35417,-0.952,0.504,476,0.735,TRUE,FALSE,"DNA methyltransferase inhibitor"
"felbamate","Pearson.est","glutamate receptor antagonist",-0.40055,-0.983,0.474,992,1,TRUE,FALSE,"glutamate receptor antagonist"
"fendiline","Pearson.est","calcium channel blocker",0.25557,0.619,0.912,278,0.944,TRUE,FALSE,"calcium channel blocker"
"fenretinide","Pearson.est","retinoid receptor agonist",0.31869,0.858,0.614,922,0.661,TRUE,FALSE,"apoptosis stimulant, retinoid receptor agonist"
"fleroxacin","Pearson.est","topoisomerase inhibitor",-0.17303,-0.48,0.984,944,0.987,TRUE,FALSE,"topoisomerase inhibitor"
"florfenicol","Pearson.est","protein synthesis inhibitor",-0.37038,-0.948,0.509,926,0.792,TRUE,FALSE,"protein synthesis inhibitor"
"floxuridine","Pearson.est","DNA synthesis inhibitor",0.41496,0.95,0.538,372,0.822,TRUE,FALSE,"DNA synthesis inhibitor"
"fludarabine.phosphate","Pearson.est","ribonucleotide reductase inhibitor",0.40573,0.988,0.482,599,0.922,TRUE,FALSE,"ribonucleotide reductase inhibitor"
"foscarnet","Pearson.est","DNA polymerase inhibitor",0.34034,0.793,0.753,279,0.943,TRUE,FALSE,"DNA polymerase inhibitor"
"gilteritinib","Pearson.est","FLT3 inhibitor",0.26336,0.623,0.906,517,1,TRUE,FALSE,"FLT3 inhibitor"
"gossypol","Pearson.est","BCL inhibitor",-0.23529,-0.675,0.868,316,0.931,TRUE,FALSE,"BCL inhibitor, MCL1 inhibitor"
"guanidine","Pearson.est","HSP inhibitor",0.2557,0.594,0.941,665,1,TRUE,FALSE,"HSP inhibitor"
"ibutilide","Pearson.est","potassium channel blocker",0.37175,0.912,0.537,227,0.871,TRUE,FALSE,"potassium channel blocker"
"indiplon","Pearson.est","benzodiazepine receptor agonist",0.25737,0.594,0.933,382,0.951,TRUE,FALSE,"benzodiazepine receptor agonist"
"indisulam","Pearson.est","CDK inhibitor",0.26388,0.657,0.887,458,0.964,TRUE,FALSE,"CDK inhibitor"
"indoprofen","Pearson.est","cyclooxygenase inhibitor",0.24777,0.59,0.924,144,0.997,TRUE,FALSE,"cyclooxygenase inhibitor, prostanoid receptor antagonist"
"isoetharine","Pearson.est","adrenergic receptor agonist",0.40377,0.961,0.501,590,0.921,TRUE,FALSE,"adrenergic receptor agonist"
"isofloxythepin","Pearson.est","dopamine receptor antagonist",0.27462,0.679,0.853,234,0.991,TRUE,FALSE,"dopamine receptor antagonist"
