"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"AZD6482","Pearson.est","PI3K inhibitor",0.36908,0.978,0.494,592,0.945,TRUE,FALSE,"PI3K inhibitor"
"BAY.11.7082","Pearson.est","NFkB pathway inhibitor",-0.18735,-0.588,0.92,521,1,TRUE,FALSE,"NFkB pathway inhibitor"
"BF2.649","Pearson.est","histamine receptor antagonist",0.32208,0.767,0.771,676,1,TRUE,FALSE,"histamine receptor antagonist"
"BGT226","Pearson.est","PI3K inhibitor",0.35934,0.945,0.543,229,1,TRUE,FALSE,"PI3K inhibitor"
"BIBU.1361","Pearson.est","EGFR inhibitor",0.28597,0.732,0.789,411,0.996,TRUE,FALSE,"EGFR inhibitor"
"BIBX.1382","Pearson.est","EGFR inhibitor",0.1738,0.485,0.976,413,0.992,TRUE,FALSE,"EGFR inhibitor"
"BMS.265246","Pearson.est","CDK inhibitor",0.28402,0.749,0.791,649,0.981,TRUE,FALSE,"CDK inhibitor"
"BMS.387032","Pearson.est","CDK inhibitor",0.2091,0.58,0.942,836,0.964,TRUE,FALSE,"CDK inhibitor, cell cycle inhibitor, MCL1 inhibitor"
"BMS.599626","Pearson.est","EGFR inhibitor",0.19551,0.5,0.977,95,0.996,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"BMS.599626","Pearson.est","protein tyrosine kinase inhibitor",-0.34938,-0.997,0.397,421,0.815,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"BMS.690514","Pearson.est","VEGFR inhibitor",-0.21821,-0.598,0.925,895,1,TRUE,FALSE,"EGFR inhibitor, VEGFR inhibitor"
"BW.180C","Pearson.est","opioid receptor agonist",0.35868,0.924,0.524,144,0.879,TRUE,FALSE,"opioid receptor agonist"
"CCT128930","Pearson.est","AKT inhibitor",0.2697,0.743,0.802,444,0.941,TRUE,FALSE,"AKT inhibitor"
"CEP.33779","Pearson.est","JAK inhibitor",-0.28772,-0.832,0.656,1214,0.942,TRUE,FALSE,"JAK inhibitor"
"CGP.37849","Pearson.est","glutamate receptor antagonist",-0.30514,-0.867,0.606,1144,1,TRUE,FALSE,"glutamate receptor antagonist"
"CGP.52411","Pearson.est","EGFR inhibitor",0.26666,0.659,0.868,558,1,TRUE,FALSE,"EGFR inhibitor"
"CGS.20625","Pearson.est","benzodiazepine receptor agonist",0.29367,0.801,0.744,378,0.953,TRUE,FALSE,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist"
"CL.218872","Pearson.est","benzodiazepine receptor agonist",0.21441,0.606,0.919,700,0.926,TRUE,FALSE,"benzodiazepine receptor agonist"
"CNX.2006","Pearson.est","EGFR inhibitor",0.2975,0.773,0.743,294,0.94,TRUE,FALSE,"EGFR inhibitor"
"CP.673451","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.44497,-1.19,0.256,1175,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"CP.724714","Pearson.est","EGFR inhibitor",0.13566,0.405,0.99,568,0.992,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CP.724714","Pearson.est","protein tyrosine kinase inhibitor",0.23166,0.71,0.809,512,1,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CPP","Pearson.est","glutamate receptor antagonist",0.22257,0.549,0.965,304,0.974,TRUE,FALSE,"glutamate receptor antagonist"
"CR8..R.","Pearson.est","CDK inhibitor",0.26436,0.646,0.885,606,1,TRUE,FALSE,"CDK inhibitor"
"CYC116","Pearson.est","Aurora kinase inhibitor",0.17268,0.448,0.994,577,1,TRUE,FALSE,"Aurora kinase inhibitor"
"CYT.997","Pearson.est","tubulin polymerization inhibitor",0.37032,0.965,0.484,399,0.939,TRUE,FALSE,"tubulin polymerization inhibitor"
"D.64131","Pearson.est","microtubule inhibitor",0.28613,0.774,0.762,386,1,TRUE,FALSE,"microtubule inhibitor"
"DMH1","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.28059,0.731,0.755,460,0.96,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"E7449","Pearson.est","PARP inhibitor",-0.19891,-0.606,0.9,256,0.999,TRUE,FALSE,"PARP inhibitor"
"EMD.53998","Pearson.est","phosphodiesterase inhibitor",0.2623,0.74,0.792,711,0.944,TRUE,FALSE,"phosphodiesterase inhibitor"
"ENMD.2076","Pearson.est","Aurora kinase inhibitor",-0.30542,-0.937,0.488,1097,0.994,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"ENMD.2076","Pearson.est","FLT3 inhibitor",0.30138,0.791,0.707,180,0.951,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",-0.14173,-0.433,0.996,953,0.994,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",-0.42942,-1.08,0.378,906,0.925,TRUE,FALSE,"cyclooxygenase inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",0.2451,0.703,0.819,467,0.996,TRUE,FALSE,"cyclooxygenase inhibitor"
"GDC.0068","Pearson.est","AKT inhibitor",0.2229,0.652,0.876,592,1,TRUE,FALSE,"AKT inhibitor"
"GDC.0941","Pearson.est","PI3K inhibitor",0.29167,0.717,0.817,405,1,TRUE,FALSE,"PI3K inhibitor"
"GDC.0980","Pearson.est","PI3K inhibitor",0.26395,0.644,0.907,720,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"GSK2126458","Pearson.est","PI3K inhibitor",0.20956,0.595,0.926,602,0.986,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"GSK256066","Pearson.est","phosphodiesterase inhibitor",0.19783,0.531,0.969,44,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"GTP.14564","Pearson.est","FLT3 inhibitor",-0.18195,-0.576,0.92,368,1,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GTP.14564","Pearson.est","tyrosine kinase inhibitor",0.27749,0.751,0.764,467,0.965,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.22746,-0.612,0.893,833,1,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.583340","Pearson.est","EGFR inhibitor",0.23404,0.591,0.936,503,0.998,TRUE,FALSE,"EGFR inhibitor"
"GW.788388","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.4224,-1.2,0.238,875,0.646,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"HA14.1","Pearson.est","BCL inhibitor",-0.74256,-2.19,0,1177,0.101,TRUE,FALSE,"BCL inhibitor"
"I.BET151","Pearson.est","bromodomain inhibitor",0.37201,0.945,0.51,217,0.959,TRUE,FALSE,"bromodomain inhibitor"
"ICI.162846","Pearson.est","histamine receptor antagonist",0.24935,0.737,0.784,441,0.975,TRUE,FALSE,"histamine receptor antagonist"
"IEM1754","Pearson.est","glutamate receptor antagonist",0.36052,0.99,0.456,209,0.885,TRUE,FALSE,"glutamate receptor antagonist"
"IKK.2.inhibitor.V","Pearson.est","NFkB pathway inhibitor",-0.37343,-0.972,0.453,1077,0.854,TRUE,FALSE,"IKK inhibitor, NFkB pathway inhibitor"
"JNJ.16259685","Pearson.est","glutamate receptor antagonist",-0.2987,-0.824,0.651,1021,1,TRUE,FALSE,"glutamate receptor antagonist"
"JNJ.26481585","Pearson.est","HDAC inhibitor",0.25085,0.687,0.827,313,0.912,TRUE,FALSE,"HDAC inhibitor"
"JNJ.7706621","Pearson.est","CDK inhibitor",0.27953,0.786,0.754,739,0.88,TRUE,FALSE,"CDK inhibitor"
"KI.8751","Pearson.est","KIT inhibitor",0.32877,0.842,0.666,522,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.24747,0.623,0.888,539,0.937,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",0.25447,0.651,0.857,327,0.948,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Abl kinase inhibitor",0.20468,0.529,0.957,396,0.998,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","Aurora kinase inhibitor",0.35672,0.893,0.594,448,0.835,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.3787,0.969,0.52,411,0.842,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2478","Pearson.est","HSP inhibitor",-0.29754,-1,0.44,363,0.992,TRUE,FALSE,"HSP inhibitor"
"KX2.391","Pearson.est","src inhibitor",0.2092,0.543,0.948,104,1,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",0.32709,0.928,0.546,558,1,TRUE,FALSE,"retinoid receptor agonist"
"LGX818","Pearson.est","RAF inhibitor",0.35897,0.99,0.477,580,1,TRUE,FALSE,"RAF inhibitor"
"LY2109761","Pearson.est","TGF beta receptor inhibitor",-0.75417,-1.91,0.00843,1207,0.264,TRUE,FALSE,"TGF beta receptor inhibitor"
"LY2784544","Pearson.est","JAK inhibitor",0.38593,0.923,0.551,362,0.974,TRUE,FALSE,"JAK inhibitor"
"LY3023414","Pearson.est","PI3K inhibitor",0.3811,0.994,0.462,430,0.954,TRUE,FALSE,"PI3K inhibitor, mTOR inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",-0.40112,-1.15,0.25,1244,1,TRUE,FALSE,"glutamate receptor antagonist"
"M.344","Pearson.est","HDAC inhibitor",-0.26288,-0.661,0.876,902,1,TRUE,FALSE,"HDAC inhibitor"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.19905,0.535,0.965,713,0.976,TRUE,FALSE,"VEGFR inhibitor"
"MK.2461","Pearson.est","FGFR inhibitor",-0.38116,-1.24,0.235,1182,0.589,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.2461","Pearson.est","VEGFR inhibitor",0.14087,0.369,0.998,510,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.5108","Pearson.est","Aurora kinase inhibitor",0.2876,0.712,0.85,740,1,TRUE,FALSE,"Aurora kinase inhibitor"
"MLN.8054","Pearson.est","Aurora kinase inhibitor",0.26446,0.688,0.832,562,0.95,TRUE,FALSE,"Aurora kinase inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",-0.33696,-1.04,0.386,433,0.687,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MRS.1220","Pearson.est","adenosine receptor antagonist",0.23695,0.618,0.904,104,1,TRUE,FALSE,"adenosine receptor antagonist"
"NMS.873","Pearson.est","ATPase inhibitor",-0.64529,-1.95,0.01,1125,0.288,TRUE,FALSE,"ATPase inhibitor"
"NMS.E973","Pearson.est","HSP inhibitor",0.36357,0.963,0.514,240,0.875,TRUE,FALSE,"HSP inhibitor"
"NSC.3852","Pearson.est","HDAC inhibitor",0.14104,0.344,0.999,442,0.999,TRUE,FALSE,"HDAC inhibitor"
"NU6027","Pearson.est","CDK inhibitor",0.32116,0.848,0.655,401,1,TRUE,FALSE,"CDK inhibitor"
"NVP.AUY922","Pearson.est","HSP inhibitor",0.37781,0.926,0.563,268,0.924,TRUE,FALSE,"HSP inhibitor"
"NVP.BEZ235","Pearson.est","PI3K inhibitor",0.34564,0.956,0.511,604,0.955,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"NVP.TAE226","Pearson.est","protein tyrosine kinase inhibitor",0.34533,0.952,0.514,845,1,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"NVP.TAE684","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.32568,-0.965,0.473,1243,0.649,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"ONC201","Pearson.est","AKT inhibitor",-0.27768,-0.681,0.852,912,0.991,TRUE,FALSE,"AKT inhibitor, MAP kinase inhibitor"
"ONX.0914","Pearson.est","proteasome inhibitor",0.35118,0.958,0.521,783,0.984,TRUE,FALSE,"proteasome inhibitor"
"OSI.027","Pearson.est","mTOR inhibitor",0.3637,0.878,0.601,592,1,TRUE,FALSE,"mTOR inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",0.17411,0.457,0.987,718,1,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.23215,0.664,0.857,667,0.953,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.16206,0.457,0.981,856,0.986,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"P276.00","Pearson.est","CDK inhibitor",0.34496,0.923,0.58,408,1,TRUE,FALSE,"CDK inhibitor"
"PCI.24781","Pearson.est","HDAC inhibitor",0.28919,0.733,0.787,296,0.94,TRUE,FALSE,"HDAC inhibitor"
"PD.153035","Pearson.est","EGFR inhibitor",0.31392,0.857,0.649,382,0.957,TRUE,FALSE,"EGFR inhibitor"
"PD.168393","Pearson.est","EGFR inhibitor",-0.48896,-1.29,0.198,879,0.936,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","FGFR inhibitor",-0.46815,-1.32,0.142,1144,0.519,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.21381,0.516,0.97,278,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",-0.62703,-1.88,0.0252,1078,0.0783,TRUE,FALSE,"MEK inhibitor"
"PF.04691502","Pearson.est","mTOR inhibitor",0.15271,0.398,0.999,530,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PFI.1","Pearson.est","bromodomain inhibitor",-0.35492,-0.924,0.55,1091,0.902,TRUE,FALSE,"bromodomain inhibitor"
"PHA.793887","Pearson.est","CDK inhibitor",0.32048,0.923,0.541,608,0.903,TRUE,FALSE,"CDK inhibitor"
"PHA.848125","Pearson.est","CDK inhibitor",-0.33262,-0.904,0.542,1094,0.819,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PHA.848125","Pearson.est","growth factor receptor inhibitor",0.33591,0.818,0.692,371,0.925,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PI.103","Pearson.est","mTOR inhibitor",0.33463,0.919,0.556,614,0.906,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",0.3455,0.942,0.533,391,0.92,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI3K.IN.2","Pearson.est","PI3K inhibitor",-0.30035,-0.76,0.764,898,0.939,TRUE,FALSE,"PI3K inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",0.38475,0.95,0.52,385,1,TRUE,FALSE,"PARP inhibitor"
"PLX.4720","Pearson.est","RAF inhibitor",0.34314,0.942,0.541,442,0.957,TRUE,FALSE,"RAF inhibitor"
"PP.1","Pearson.est","src inhibitor",0.21406,0.542,0.957,581,1,TRUE,FALSE,"src inhibitor"
"PP.2","Pearson.est","src inhibitor",-0.36227,-1.03,0.381,1260,0.854,TRUE,FALSE,"src inhibitor"
"PP242","Pearson.est","mTOR inhibitor",0.30862,0.782,0.741,488,1,TRUE,FALSE,"mTOR inhibitor"
"PRT062070","Pearson.est","JAK inhibitor",0.32704,0.85,0.628,128,0.897,TRUE,FALSE,"JAK inhibitor, syk inhibitor"
"PSB.1115","Pearson.est","adenosine receptor antagonist",0.32308,0.955,0.511,347,0.882,TRUE,FALSE,"adenosine receptor antagonist"
"PU.H71","Pearson.est","HSP inhibitor",-0.64901,-1.52,0.0537,1062,0.616,TRUE,FALSE,"HSP inhibitor"
"R306465","Pearson.est","HDAC inhibitor",0.15656,0.477,0.99,706,0.993,TRUE,FALSE,"HDAC inhibitor"
"RAF265","Pearson.est","RAF inhibitor",0.3764,0.971,0.51,638,1,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RAF265","Pearson.est","VEGFR inhibitor",0.32922,0.859,0.647,262,0.949,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",-0.50155,-1.41,0.117,1127,0.802,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",-0.18706,-0.623,0.856,893,1,TRUE,FALSE,"HDAC inhibitor"
"RS.16566","Pearson.est","serotonin receptor antagonist",0.21673,0.546,0.952,557,0.987,TRUE,FALSE,"serotonin receptor antagonist"
"RS.504393","Pearson.est","CC chemokine receptor antagonist",-0.26805,-0.857,0.653,1292,0.996,TRUE,FALSE,"CC chemokine receptor antagonist"
"Ro.106.9920","Pearson.est","NFkB pathway inhibitor",0.24616,0.671,0.865,711,1,TRUE,FALSE,"NFkB pathway inhibitor"
"S26948","Pearson.est","PPAR receptor agonist",-0.26814,-0.695,0.849,689,1,TRUE,FALSE,"PPAR receptor agonist"
"SAR131675","Pearson.est","VEGFR inhibitor",-0.23692,-0.684,0.859,1234,1,TRUE,FALSE,"VEGFR inhibitor"
"SB.216641","Pearson.est","serotonin receptor antagonist",0.32005,0.813,0.696,484,0.912,TRUE,FALSE,"serotonin receptor antagonist"
"SB.218078","Pearson.est","CHK inhibitor",-0.83806,-2.45,0.0045,1098,0.0182,TRUE,FALSE,"CHK inhibitor"
"SB.225002","Pearson.est","CC chemokine receptor antagonist",-0.39563,-1.1,0.332,660,0.796,TRUE,FALSE,"CC chemokine receptor antagonist"
"SB.2343","Pearson.est","PI3K inhibitor",0.34521,0.947,0.51,444,0.919,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"SB.431542","Pearson.est","TGF beta receptor inhibitor",0.23994,0.667,0.864,277,0.997,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.52224,-1.45,0.103,751,0.57,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.525334","Pearson.est","TGF beta receptor inhibitor",-0.42002,-1.24,0.207,884,0.653,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.939","Pearson.est","HDAC inhibitor",0.29115,0.765,0.752,654,0.883,TRUE,FALSE,"HDAC inhibitor"
"SCH.58261","Pearson.est","adenosine receptor antagonist",0.29738,0.803,0.731,757,1,TRUE,FALSE,"adenosine receptor antagonist"
"SGI.1027","Pearson.est","DNA methyltransferase inhibitor",-0.37958,-1.13,0.29,1250,0.579,TRUE,FALSE,"DNA methyltransferase inhibitor"
"SKF.96365","Pearson.est","calcium channel blocker",0.33243,0.955,0.513,177,0.799,TRUE,FALSE,"calcium channel blocker"
"SNX.2112","Pearson.est","HSP inhibitor",0.30647,0.87,0.628,416,0.797,TRUE,FALSE,"HSP inhibitor"
"SNX.5422","Pearson.est","HSP inhibitor",0.34381,0.975,0.479,564,0.962,TRUE,FALSE,"HSP inhibitor"
"SR.33805","Pearson.est","calcium channel blocker",0.32082,0.831,0.659,55,1,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.17593,0.505,0.968,334,0.985,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",0.18076,0.516,0.96,783,0.996,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.285","Pearson.est","EGFR inhibitor",-0.3855,-1.19,0.241,1139,0.731,TRUE,FALSE,"EGFR inhibitor"
"TAS.103","Pearson.est","topoisomerase inhibitor",0.36115,0.941,0.545,376,0.946,TRUE,FALSE,"topoisomerase inhibitor"
"TG.02","Pearson.est","CDK inhibitor",0.34891,0.905,0.586,380,0.971,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.02","Pearson.est","FLT3 inhibitor",-0.22882,-0.681,0.868,1173,0.946,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.02","Pearson.est","JAK inhibitor",0.21504,0.557,0.955,471,1,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100572","Pearson.est","src inhibitor",-0.42628,-1.09,0.334,936,0.689,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",-0.27864,-0.707,0.815,967,0.943,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",0.26517,0.664,0.876,619,1,TRUE,FALSE,"JAK inhibitor"
"TG.101348","Pearson.est","FLT3 inhibitor",0.24257,0.629,0.908,176,1,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG100.115","Pearson.est","PI3K inhibitor",0.2747,0.747,0.781,349,1,TRUE,FALSE,"PI3K inhibitor"
"U.0126","Pearson.est","MEK inhibitor",-0.28939,-0.803,0.65,1066,1,TRUE,FALSE,"MEK inhibitor"
"UNBS.5162","Pearson.est","CC chemokine receptor antagonist",-0.22844,-0.771,0.742,1285,0.989,TRUE,FALSE,"CC chemokine receptor antagonist"
"VX.702","Pearson.est","p38 MAPK inhibitor",0.35319,0.917,0.58,2,1,TRUE,FALSE,"p38 MAPK inhibitor"
"WAY.600","Pearson.est","mTOR inhibitor",-0.38938,-1.01,0.446,804,0.894,TRUE,FALSE,"mTOR inhibitor"
"WYE.354","Pearson.est","mTOR inhibitor",0.30028,0.813,0.71,451,0.93,TRUE,FALSE,"mTOR inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.23984,0.655,0.877,605,0.984,TRUE,FALSE,"EGFR inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",0.16589,0.444,0.994,703,0.99,TRUE,FALSE,"EGFR inhibitor"
"WZ8040","Pearson.est","EGFR inhibitor",0.25111,0.624,0.906,601,0.981,TRUE,FALSE,"EGFR inhibitor"
"XL.647","Pearson.est","EGFR inhibitor",-0.20184,-0.611,0.887,398,1,TRUE,FALSE,"EGFR inhibitor, VEGFR inhibitor"
"XL.647","Pearson.est","VEGFR inhibitor",-0.18186,-0.557,0.934,446,1,TRUE,FALSE,"EGFR inhibitor, VEGFR inhibitor"
"XL388","Pearson.est","mTOR inhibitor",0.32587,0.894,0.593,548,0.926,TRUE,FALSE,"mTOR inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",0.32863,0.901,0.597,233,0.955,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZM.306416","Pearson.est","Abl kinase inhibitor",-0.20848,-0.573,0.98,1022,0.944,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","src inhibitor",-0.43227,-1.23,0.192,1053,0.688,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZSTK.474","Pearson.est","PI3K inhibitor",0.31353,0.764,0.763,176,1,TRUE,FALSE,"PI3K inhibitor"
"abemaciclib","Pearson.est","CDK inhibitor",0.33356,0.853,0.654,524,0.959,TRUE,FALSE,"CDK inhibitor"
"acetylsalicylsalicylic.acid","Pearson.est","cyclooxygenase inhibitor",0.29486,0.757,0.766,252,0.942,TRUE,FALSE,"cyclooxygenase inhibitor"
"adapalene","Pearson.est","retinoid receptor agonist",-0.32083,-0.849,0.597,1106,0.938,TRUE,FALSE,"retinoid receptor agonist"
"adaprev","Pearson.est","TGF beta receptor inhibitor",-0.48065,-1.47,0.0984,1157,0.719,TRUE,FALSE,"TGF beta receptor inhibitor"
"adefovir.dipivoxil","Pearson.est","DNA polymerase inhibitor",-0.34469,-0.927,0.532,1140,0.894,TRUE,FALSE,"DNA polymerase inhibitor"
