"pair","moa_i","moa_j","ES_ij","NES_ij","p_ij","FDR_ij","sig_ij","score_ij","ES_ji","NES_ji","p_ji","FDR_ji","sig_ji","score_ji","N_sig","score_avg","score_sd","NES_avg","NES_sd","Fisher_p","self","percent_overlap","qc1_pass","qc_pass"
"antioxidant & EGFR inhibitor","antioxidant","EGFR inhibitor",-0.31884,-1.16,0.275,0.778,FALSE,-0.126463667491961,-0.29197,-0.896,0.58,0.927,FALSE,-0.0294965582065306,0,-0.0779801128492457,0.0685661005277847,-1.028,0.186676190233248,0.452295961402779,FALSE,0,"FALSE",FALSE
"AP inhibitor & EGFR inhibitor","AP inhibitor","EGFR inhibitor",-0.23896,-0.835,0.593,0.907,FALSE,-0.0353979153048204,-0.35366,-1.08,0.36,1,FALSE,0,0,-0.0176989576524102,0.0250301059519056,-0.9575,0.173241161390704,0.5431384049822,FALSE,0,"FALSE",FALSE
"ATPase inhibitor & EGFR inhibitor","ATPase inhibitor","EGFR inhibitor",-0.16423,-0.537,0.935,0.926,FALSE,-0.0179299001518013,-0.27165,-0.841,0.635,0.902,FALSE,-0.037671301927227,0,-0.0278006010395141,0.0139592790655317,-0.689,0.21496046148071,0.90325701545785,FALSE,0,"TRUE",FALSE
"Aurora kinase inhibitor & EGFR inhibitor","Aurora kinase inhibitor","EGFR inhibitor",-0.19619,-0.689,0.796,0.798,FALSE,-0.0675200078593474,-0.18179,-0.565,0.915,1,FALSE,0,0,-0.0337600039296737,0.0477438554231135,-0.627,0.0876812408671319,0.959214535067028,FALSE,1.0752688172043,"TRUE",FALSE
"bacterial 50S ribosomal subunit inhibitor & EGFR inhibitor","bacterial 50S ribosomal subunit inhibitor","EGFR inhibitor",-0.40835,-1.42,0.138,0.633,FALSE,-0.282006731775356,-0.40308,-1.23,0.238,0.828,FALSE,-0.100822685754597,0,-0.191414708764977,0.128116467584094,-1.325,0.134350288425444,0.145038650724409,FALSE,0,"TRUE",FALSE
"bacterial DNA gyrase inhibitor & EGFR inhibitor","bacterial DNA gyrase inhibitor","EGFR inhibitor",-0.38947,-1.38,0.157,0.359,FALSE,-0.61396966096192,-0.4173,-1.28,0.21,0.844,FALSE,-0.0942816683191615,0,-0.354125664640541,0.367474903698919,-1.33,0.0707106781186547,0.145468823605993,FALSE,0,"FALSE",FALSE
"BCL inhibitor & EGFR inhibitor","BCL inhibitor","EGFR inhibitor",0.52559,1.86,0.0345,0.293,FALSE,0.991626226141356,0.53503,1.71,0.0573,0.272,FALSE,0.96688717410152,0,0.979256700121438,0.0174931514574952,1.785,0.106066017177982,0.0142852135187863,FALSE,0,"FALSE",FALSE
"Bcr.Abl kinase inhibitor & EGFR inhibitor","Bcr.Abl kinase inhibitor","EGFR inhibitor",0.59939,2.06,0.00992,0.219,TRUE,1.35868512342936,0.60548,2.01,0.0107,0.118,TRUE,1.86551716531469,2,1.61210114437202,0.358384373739742,2.035,0.0353553390593276,0.00107743737569207,FALSE,0,"FALSE",FALSE
"benzodiazepine receptor agonist & EGFR inhibitor","benzodiazepine receptor agonist","EGFR inhibitor",-0.25477,-0.939,0.5,0.896,FALSE,-0.0447827789272644,-0.28526,-0.884,0.549,0.915,FALSE,-0.0341037528452597,0,-0.0394432658862621,0.00755121175905354,-0.9115,0.0388908729652601,0.629374702949935,FALSE,0,"FALSE",FALSE
"bromodomain inhibitor & EGFR inhibitor","bromodomain inhibitor","EGFR inhibitor",-0.14446,-0.474,0.943,0.984,FALSE,-0.00332032334354412,-0.24784,-0.775,0.7,0.955,FALSE,-0.0154973870225966,0,-0.00940885518307036,0.00861048430239842,-0.6245,0.212839141137151,0.93428173698372,FALSE,0,"TRUE",FALSE
"calcium channel blocker & EGFR inhibitor","calcium channel blocker","EGFR inhibitor",0.11272,0.383,0.993,0.989,FALSE,0.00183982031828029,0.21871,0.695,0.812,0.907,FALSE,0.0294629354932338,0,0.015651377905757,0.0195324920577066,0.539,0.220617315730203,0.979899348667471,FALSE,0,"FALSE",FALSE
"CC chemokine receptor antagonist & EGFR inhibitor","CC chemokine receptor antagonist","EGFR inhibitor",-0.19028,-0.736,0.753,0.868,FALSE,-0.045249482270102,0.20939,0.685,0.815,0.894,FALSE,0.0333337996247964,0,-0.00595784132265278,0.0555667715157767,-0.0255,1.00479873606608,0.913336012739878,FALSE,0,"FALSE",FALSE
"CDK inhibitor & EGFR inhibitor","CDK inhibitor","EGFR inhibitor",-0.18146,-0.615,0.868,0.996,FALSE,-0.00107050686942528,-0.16118,-0.501,0.963,1,FALSE,0,0,-0.000535253434712641,0.000756962666677398,-0.558,0.0806101730552664,0.985729105948793,FALSE,0,"FALSE",FALSE
"CHK inhibitor & EGFR inhibitor","CHK inhibitor","EGFR inhibitor",0.14598,0.519,0.949,1,FALSE,0,-0.41623,-1.29,0.183,0.902,FALSE,-0.0577835665708952,0,-0.0288917832854476,0.0408591517634243,-0.3855,1.27915616716646,0.47769116053628,FALSE,0,"TRUE",FALSE
"cyclooxygenase inhibitor & EGFR inhibitor","cyclooxygenase inhibitor","EGFR inhibitor",-0.10007,-0.354,0.998,0.995,FALSE,-0.00077062941601319,-0.12343,-0.382,0.993,0.993,FALSE,-0.00116538707476439,0,-0.000968008245388791,0.0002791358174283,-0.368,0.0197989898732233,0.999959504421815,FALSE,0,"FALSE",FALSE
"cytochrome P450 inhibitor & EGFR inhibitor","cytochrome P450 inhibitor","EGFR inhibitor",-0.44034,-1.63,0.0606,0.58,FALSE,-0.385612370492412,-0.39963,-1.24,0.217,0.872,FALSE,-0.0737595586836167,0,-0.229685964588014,0.220513237962092,-1.435,0.275771644662753,0.0701079020578957,FALSE,0,"FALSE",FALSE
"DNA alkylating agent & EGFR inhibitor","DNA alkylating agent","EGFR inhibitor",-0.24302,-0.876,0.572,0.94,FALSE,-0.023540000246664,-0.15911,-0.501,0.962,1,FALSE,0,0,-0.011770000123332,0.0166452938035491,-0.6885,0.265165042944955,0.878968116033926,FALSE,0,"FALSE",FALSE
"DNA inhibitor & EGFR inhibitor","DNA inhibitor","EGFR inhibitor",-0.46195,-1.67,0.0618,0.317,FALSE,-0.833231032096355,-0.44241,-1.37,0.156,0.781,FALSE,-0.147068083588099,0,-0.490149557842227,0.485190473889144,-1.52,0.212132034355964,0.0543909948364095,FALSE,0,"FALSE",FALSE
"DNA methyltransferase inhibitor & EGFR inhibitor","DNA methyltransferase inhibitor","EGFR inhibitor",0.35353,1.21,0.247,0.733,FALSE,0.163224190684235,0.42234,1.35,0.156,0.315,FALSE,0.677280752384039,0,0.420252471534137,0.363492880691372,1.28,0.0989949493661167,0.164002449761191,FALSE,0,"FALSE",FALSE
"DNA polymerase inhibitor & EGFR inhibitor","DNA polymerase inhibitor","EGFR inhibitor",-0.38824,-1.4,0.134,0.633,FALSE,-0.278034805975703,-0.36675,-1.17,0.279,0.911,FALSE,-0.047363498941592,0,-0.162699152458647,0.163109245428984,-1.285,0.162634559672906,0.160253555283914,FALSE,0,"FALSE",FALSE
"DNA synthesis inhibitor & EGFR inhibitor","DNA synthesis inhibitor","EGFR inhibitor",0.16431,0.553,0.909,1,FALSE,0,0.21992,0.702,0.782,0.923,FALSE,0.0244284058798097,0,0.0122142029399049,0.0172734914511908,0.6275,0.105358910396796,0.95345463188753,FALSE,0,"FALSE",FALSE
"dopamine receptor antagonist & EGFR inhibitor","dopamine receptor antagonist","EGFR inhibitor",0.081007,0.268,1,0.999,FALSE,0.000116449155436741,0.16396,0.532,0.949,0.941,FALSE,0.0140503203366993,0,0.00708338474606804,0.00985273480045059,0.4,0.186676190233249,0.998676809873226,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & estrogen receptor agonist","EGFR inhibitor","estrogen receptor agonist",0.24037,0.785,0.688,0.832,FALSE,0.0627031888617817,-0.12488,-0.432,0.971,0.978,FALSE,-0.00417361473175618,0,0.0292647870650128,0.0472890413250715,0.1765,0.860548952704028,0.93753539113414,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & estrogen receptor antagonist","EGFR inhibitor","estrogen receptor antagonist",-0.47708,-1.51,0.0832,0.728,FALSE,-0.208181617237314,-0.2896,-1.06,0.355,0.6,FALSE,-0.235159674593338,0,-0.221670645915326,0.0190763672996841,-1.285,0.318198051533946,0.133566087144664,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & FGFR inhibitor","EGFR inhibitor","FGFR inhibitor",0.40513,1.26,0.243,0.393,FALSE,0.511065386526962,0.33259,1.09,0.355,0.926,FALSE,0.0363940245166916,0,0.273729705521827,0.335643338912517,1.175,0.120208152801713,0.297642831763919,FALSE,10.958904109589,"FALSE",FALSE
"EGFR inhibitor & FLT3 inhibitor","EGFR inhibitor","FLT3 inhibitor",0.30583,0.993,0.455,0.549,FALSE,0.258604661961059,0.33011,1.08,0.383,0.499,FALSE,0.326051410726739,0,0.292328036343899,0.0476920534211979,1.0365,0.0615182899632297,0.478737000280592,FALSE,4.76190476190476,"FALSE",FALSE
"EGFR inhibitor & glucocorticoid receptor agonist","EGFR inhibitor","glucocorticoid receptor agonist",-0.23074,-0.719,0.746,0.984,FALSE,-0.00503652422786545,-0.18692,-0.635,0.899,0.96,FALSE,-0.0112577670198741,0,-0.00814714562386976,0.00439908296563722,-0.677,0.05939696961967,0.938581562861389,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & glutamate receptor antagonist","EGFR inhibitor","glutamate receptor antagonist",-0.34191,-1.06,0.384,0.942,FALSE,-0.02750604303955,-0.43191,-1.57,0.1,0.649,FALSE,-0.29477582602342,0,-0.161140934531485,0.188988275954152,-1.315,0.360624458405139,0.163572396264517,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & glycogen synthase kinase inhibitor","EGFR inhibitor","glycogen synthase kinase inhibitor",0.21031,0.667,0.833,0.867,FALSE,0.0413412619833677,0.17536,0.59,0.894,1,FALSE,0,0,0.0206706309916839,0.0292326866912489,0.6285,0.0544472221513642,0.964218657964912,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & growth factor receptor inhibitor","EGFR inhibitor","growth factor receptor inhibitor",0.35302,1.13,0.32,0.456,FALSE,0.385369727789188,0.23407,0.781,0.698,0.911,FALSE,0.0316161475840884,0,0.208492937686638,0.250141555432045,0.9555,0.246780266634105,0.5581700418134,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & HCV inhibitor","EGFR inhibitor","HCV inhibitor",-0.66392,-2.08,0.00544,0.122,TRUE,-1.90037155219652,-0.47044,-1.6,0.0841,0.451,FALSE,-0.553317532995263,1,-1.22684454259589,0.952511031601805,-1.84,0.339411254969543,0.00397558391442849,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & HDAC inhibitor","EGFR inhibitor","HDAC inhibitor",-0.23725,-0.733,0.739,0.992,FALSE,-0.00255694431098705,-0.19272,-0.662,0.828,1,FALSE,0,0,-0.00127847215549352,0.00180803266141531,-0.6975,0.0502045814642448,0.912453033825933,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & histamine receptor antagonist","EGFR inhibitor","histamine receptor antagonist",-0.19101,-0.6,0.88,1,FALSE,0,-0.14241,-0.506,0.929,0.944,FALSE,-0.0126641708851771,0,-0.00633208544258856,0.00895492111101398,-0.553,0.0664680374315355,0.982233857395148,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & histone lysine methyltransferase inhibitor","EGFR inhibitor","histone lysine methyltransferase inhibitor",0.66669,2.18,0.00439,0.05,TRUE,2.83624539054748,0.3552,1.24,0.23,0.787,FALSE,0.12899133187476,1,1.48261836121112,1.91431770328228,1.71,0.664680374315355,0.00797471361156695,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & HMGCR inhibitor","EGFR inhibitor","HMGCR inhibitor",-0.66857,-2.1,0.00531,0.212,TRUE,-1.41469469204962,-0.52398,-1.87,0.0249,0.175,TRUE,-1.41551884895663,2,-1.41510677050313,0.000582766937706766,-1.985,0.162634559672906,0.00131307362149096,FALSE,0,"TRUE",TRUE
"EGFR inhibitor & HSP inhibitor","EGFR inhibitor","HSP inhibitor",0.38264,1.22,0.259,0.403,FALSE,0.481527843707846,0.30747,0.989,0.444,0.666,FALSE,0.174583987350572,0,0.328055915529209,0.217042082273778,1.1045,0.163341666454092,0.363716010959004,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & JAK inhibitor","EGFR inhibitor","JAK inhibitor",0.36046,1.15,0.284,0.449,FALSE,0.399916707846178,0.31816,1.03,0.423,0.616,FALSE,0.216731866470642,0,0.30832428715841,0.129531243547224,1.09,0.0848528137423856,0.374711426557395,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & KIT inhibitor","EGFR inhibitor","KIT inhibitor",0.44687,1.42,0.144,0.313,FALSE,0.716327040684043,0.48756,1.61,0.0674,0.398,FALSE,0.644188253961363,0,0.680257647322703,0.0510098252781775,1.515,0.134350288425444,0.0546915630251058,FALSE,14.4736842105263,"FALSE",FALSE
"EGFR inhibitor & MDM inhibitor","EGFR inhibitor","MDM inhibitor",-0.2971,-0.91,0.521,0.934,FALSE,-0.026984342630615,-0.22873,-0.853,0.596,0.87,FALSE,-0.0515900775163184,0,-0.0392872100734667,0.0173988819937593,-0.8815,0.0403050865276332,0.673670625477282,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & MEK inhibitor","EGFR inhibitor","MEK inhibitor",-0.31179,-0.96,0.471,1,FALSE,0,-0.32754,-1.16,0.288,0.545,FALSE,-0.305780057359095,0,-0.152890028679547,0.216219152110227,-1.06,0.141421356237309,0.406630922220118,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & MET inhibitor","EGFR inhibitor","MET inhibitor",0.50576,1.65,0.0482,0.218,TRUE,1.0915467855524,0.30831,1.06,0.366,0.748,FALSE,0.133664306263671,1,0.612605545908036,0.677325196684844,1.355,0.417193000900063,0.0888678661316963,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & microtubule inhibitor","EGFR inhibitor","microtubule inhibitor",-0.16231,-0.513,0.946,1,FALSE,0,-0.10858,-0.408,0.984,0.985,FALSE,-0.00267801795697442,0,-0.00133900897848721,0.00189364465751595,-0.4605,0.0742462120245875,0.9975530441973,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & mTOR inhibitor","EGFR inhibitor","mTOR inhibitor",0.41231,1.35,0.176,0.315,FALSE,0.677280752384039,0.49161,1.53,0.105,0.391,FALSE,0.623969561184324,0,0.650625156784182,0.0376967048104514,1.44,0.127279220613579,0.0922349036119637,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & NFkB pathway inhibitor","EGFR inhibitor","NFkB pathway inhibitor",-0.28747,-0.877,0.572,0.897,FALSE,-0.0414010274503312,-0.30355,-1.05,0.367,0.651,FALSE,-0.195739962003398,0,-0.118570494726865,0.109134107223581,-0.9635,0.122329473145273,0.537617404152672,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & opioid receptor agonist","EGFR inhibitor","opioid receptor agonist",0.32356,1.01,0.428,0.543,FALSE,0.267852172115265,0.13838,0.473,0.97,0.981,FALSE,0.00394055950928436,0,0.135896365812274,0.186613690907566,0.7415,0.379716341497176,0.780123540323837,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & p38 MAPK inhibitor","EGFR inhibitor","p38 MAPK inhibitor",-0.33595,-1.07,0.383,0.973,FALSE,-0.0127192609128635,-0.15479,-0.567,0.899,0.972,FALSE,-0.00699322778680232,0,-0.00985624434983289,0.00404891685273664,-0.8185,0.355674710936833,0.711425214836708,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & PARP inhibitor","EGFR inhibitor","PARP inhibitor",-0.4756,-1.47,0.108,0.715,FALSE,-0.214170118552411,-0.42203,-1.5,0.124,0.53,FALSE,-0.413586195598816,0,-0.313878157075614,0.141008460357132,-1.485,0.0212132034355964,0.0711530052720274,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & PDGFR tyrosine kinase receptor inhibitor","EGFR inhibitor","PDGFR tyrosine kinase receptor inhibitor",0.5069,1.62,0.0559,0.207,FALSE,1.10812804035979,0.60818,2.03,0.00833,0.171,TRUE,1.55701789590393,1,1.33257296813186,0.317413060861107,1.825,0.289913780286484,0.00403812930307627,FALSE,18.9873417721519,"FALSE",FALSE
"EGFR inhibitor & phosphatase inhibitor","EGFR inhibitor","phosphatase inhibitor",0.32711,1.1,0.352,0.477,FALSE,0.353629783055875,0.35841,1.21,0.265,0.707,FALSE,0.182202509305752,0,0.267916146180813,0.121217387749035,1.155,0.0777817459305201,0.314554110619122,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & phosphodiesterase inhibitor","EGFR inhibitor","phosphodiesterase inhibitor",-0.44221,-1.38,0.149,0.852,FALSE,-0.0959933592219539,-0.5361,-1.77,0.0467,0.315,FALSE,-0.887990319792407,0,-0.49199183950718,0.560026421498502,-1.575,0.275771644662754,0.0415258825137655,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & PI3K inhibitor","EGFR inhibitor","PI3K inhibitor",0.45892,1.45,0.122,0.322,FALSE,0.713608986041045,0.52831,1.74,0.0476,0.257,FALSE,1.02671636540355,0,0.870162675722296,0.221400351186774,1.595,0.205060966544099,0.0357064794901775,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & PLK inhibitor","EGFR inhibitor","PLK inhibitor",0.18703,0.612,0.874,0.902,FALSE,0.0274135990243317,0.099538,0.334,0.994,0.997,FALSE,0.00043581712390699,0,0.0139247080741193,0.019076172523162,0.473,0.19657568516986,0.990983866755672,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & potassium channel blocker","EGFR inhibitor","potassium channel blocker",-0.29241,-0.916,0.531,0.999,FALSE,-0.000398012785000206,-0.24838,-0.878,0.546,0.89,FALSE,-0.0444355741657666,0,-0.0224167934753834,0.0311392582792587,-0.897,0.0268700576850888,0.648891951095942,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & PPAR receptor agonist","EGFR inhibitor","PPAR receptor agonist",0.21882,0.682,0.794,0.873,FALSE,0.0402282857928015,-0.20347,-0.736,0.733,0.929,FALSE,-0.0235404345006796,0,0.0083439256460609,0.0450912945471087,-0.027,1.00267741572252,0.897028854354133,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & progesterone receptor agonist","EGFR inhibitor","progesterone receptor agonist",-0.61289,-1.92,0.016,0.232,TRUE,-1.21826306900947,-0.62635,-2.18,0.00404,0.091,TRUE,-2.26928976474002,2,-1.74377641687474,0.743188103759157,-2.05,0.183847763108503,0.000688201210572093,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & proteasome inhibitor","EGFR inhibitor","proteasome inhibitor",0.32145,1.04,0.392,0.519,FALSE,0.296225947837604,0.19224,0.639,0.828,0.901,FALSE,0.0289308585643788,0,0.162578403200991,0.189006170202961,0.8395,0.283549819255806,0.689800458352233,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & protein synthesis inhibitor","EGFR inhibitor","protein synthesis inhibitor",-0.31136,-0.98,0.457,1,FALSE,0,-0.33878,-1.23,0.232,0.628,FALSE,-0.248509638203249,0,-0.124254819101624,0.175722850363733,-1.105,0.176776695296637,0.343951376467888,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & protein tyrosine kinase inhibitor","EGFR inhibitor","protein tyrosine kinase inhibitor",-0.20774,-0.642,0.83,1,FALSE,0,-0.22433,-0.839,0.617,0.996,FALSE,-0.00146041506251677,0,-0.000730207531258383,0.00103266939405258,-0.7405,0.13930003589375,0.854822120375,FALSE,2.56410256410256,"FALSE",FALSE
"EGFR inhibitor & RAF inhibitor","EGFR inhibitor","RAF inhibitor",0.34202,1.07,0.368,0.498,FALSE,0.323964603247102,0.30714,1.03,0.425,0.618,FALSE,0.21528187065852,0,0.269623236952811,0.0768502972112709,1.05,0.0282842712474619,0.446574933716213,FALSE,3.75,"TRUE",FALSE
"EGFR inhibitor & RET tyrosine kinase inhibitor","EGFR inhibitor","RET tyrosine kinase inhibitor",0.72411,2.32,0.00225,0.0682,TRUE,2.70562025079697,0.58206,1.99,0.00508,0.239,TRUE,1.23698817711321,2,1.97130421395509,1.03847969836985,2.155,0.233345237791561,0.000141495045586201,FALSE,6.94444444444444,"TRUE",TRUE
"EGFR inhibitor & retinoid receptor agonist","EGFR inhibitor","retinoid receptor agonist",0.52376,1.68,0.0474,0.213,TRUE,1.12832226622292,0.48562,1.74,0.0546,0.188,FALSE,1.2629653422812,1,1.19564380425206,0.0952070321206233,1.71,0.0424264068711929,0.0180046175817519,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & ribonucleotide reductase inhibitor","EGFR inhibitor","ribonucleotide reductase inhibitor",-0.33765,-1.07,0.351,0.973,FALSE,-0.0127192609128635,-0.35701,-1.31,0.194,0.562,FALSE,-0.32784542660453,0,-0.170282343758697,0.222827848689893,-1.19,0.169705627484771,0.251053465350076,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & serotonin receptor agonist","EGFR inhibitor","serotonin receptor agonist",-0.58675,-1.79,0.037,0.271,FALSE,-1.01498496933481,-0.47495,-1.85,0.0302,0.314,FALSE,-0.930680151064552,0,-0.972832560199683,0.0596125086856014,-1.82,0.0424264068711929,0.00871208925557749,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & serotonin receptor antagonist","EGFR inhibitor","serotonin receptor antagonist",-0.29378,-0.942,0.494,1,FALSE,0,-0.4229,-1.6,0.0695,0.326,FALSE,-0.778851839891298,0,-0.389425919945649,0.550731417526756,-1.271,0.465276262020748,0.150091800678963,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & sodium channel blocker","EGFR inhibitor","sodium channel blocker",0.39292,1.25,0.228,0.386,FALSE,0.516765869160306,0.36553,1.22,0.243,0.754,FALSE,0.149606958038876,0,0.333186413599591,0.259620555827033,1.235,0.0212132034355964,0.215693505520021,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & src inhibitor","EGFR inhibitor","src inhibitor",0.51564,1.64,0.0768,0.209,FALSE,1.11496009077787,0.59289,2.03,0.0116,0.26,FALSE,1.18760410361924,0,1.15128209719856,0.0513670740927339,1.835,0.275771644662753,0.00714779823425284,FALSE,2.5,"FALSE",FALSE
"EGFR inhibitor & sterol demethylase inhibitor","EGFR inhibitor","sterol demethylase inhibitor",-0.29974,-0.931,0.528,1,FALSE,0,-0.16088,-0.597,0.868,0.948,FALSE,-0.0138454226091745,0,-0.00692271130458723,0.0097901922153408,-0.764,0.236173664916307,0.815883119953847,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & SYK inhibitor","EGFR inhibitor","SYK inhibitor",-0.25697,-0.804,0.659,0.936,FALSE,-0.0230942176145634,0.15536,0.538,0.923,0.994,FALSE,0.00140612519424544,0,-0.010844046210159,0.0173243585415038,-0.133,0.948937300352347,0.910656705238783,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & TGF beta receptor inhibitor","EGFR inhibitor","TGF beta receptor inhibitor",0.53537,1.69,0.0658,0.255,FALSE,1.00294709506662,0.41181,1.41,0.158,0.439,FALSE,0.504125026458609,0,0.753536060762612,0.352720467318223,1.55,0.197989898732233,0.057869436476231,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & thymidylate synthase inhibitor","EGFR inhibitor","thymidylate synthase inhibitor",0.38193,1.21,0.277,0.397,FALSE,0.485463486816631,0.31958,1.08,0.341,0.839,FALSE,0.0823370823050037,0,0.283900284560817,0.285053414305523,1.145,0.0919238815542511,0.317338736034925,FALSE,0,"FALSE",FALSE
"EGFR inhibitor & topoisomerase inhibitor","EGFR inhibitor","topoisomerase inhibitor",-0.29918,-0.913,0.53,0.965,FALSE,-0.0141265629171174,-0.25183,-0.902,0.558,0.835,FALSE,-0.0706387991137909,0,-0.0423826810154542,0.0399601854346837,-0.9075,0.00777817459305203,0.656032526961742,FALSE,0,"TRUE",FALSE
"EGFR inhibitor & tubulin polymerization inhibitor","EGFR inhibitor","tubulin polymerization inhibitor",-0.15038,-0.465,0.977,0.995,FALSE,-0.00101226745323766,-0.10096,-0.354,0.99,0.996,FALSE,-0.00061619419801065,0,-0.000814230825624157,0.000280066084617652,-0.4095,0.0784888527117068,0.999457100382134,FALSE,0,"TRUE",FALSE
