"moa","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"p38 MAPK inhibitor","NES","p38 MAPK inhibitor",-0.26389,-0.956,0.455,994,1
"PARP inhibitor","NES","PARP inhibitor",0.67214,2.26,0.00614,211,0.059
"PDGFR tyrosine kinase receptor inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.26014,0.877,0.59,424,0.973
"phosphatase inhibitor","NES","phosphatase inhibitor",-0.1834,-0.634,0.847,806,0.966
"phosphodiesterase inhibitor","NES","phosphodiesterase inhibitor",0.37129,1.3,0.184,448,0.546
"PI3K inhibitor","NES","PI3K inhibitor",0.50983,1.7,0.0482,345,0.29
"PLK inhibitor","NES","PLK inhibitor",0.962,3.18,0,58,0
"potassium channel blocker","NES","potassium channel blocker",0.32417,1.08,0.37,221,0.77
"PPAR receptor agonist","NES","PPAR receptor agonist",0.46769,1.61,0.0665,323,0.385
"progesterone receptor agonist","NES","progesterone receptor agonist",0.49127,1.67,0.0685,360,0.239
"proteasome inhibitor","NES","proteasome inhibitor",0.9135,3.07,0,124,0
"protein synthesis inhibitor","NES","protein synthesis inhibitor",0.50683,1.63,0.0564,330,0.391
"protein tyrosine kinase inhibitor","NES","protein tyrosine kinase inhibitor",0.44466,1.48,0.111,488,0.523
"RAF inhibitor","NES","RAF inhibitor",0.36796,1.24,0.216,350,0.553
"RET tyrosine kinase inhibitor","NES","RET tyrosine kinase inhibitor",-0.4172,-1.43,0.123,988,0.589
"retinoid receptor agonist","NES","retinoid receptor agonist",0.30747,1.08,0.349,35,0.932
"ribonucleotide reductase inhibitor","NES","ribonucleotide reductase inhibitor",-0.28651,-1.04,0.388,1341,0.686
"serotonin receptor antagonist","NES","serotonin receptor antagonist",0.24802,0.825,0.629,677,0.949
"sodium channel blocker","NES","sodium channel blocker",0.42108,1.39,0.138,488,0.643
"src inhibitor","NES","src inhibitor",0.22649,0.754,0.718,306,0.879
"sterol demethylase inhibitor","NES","sterol demethylase inhibitor",0.35864,1.18,0.271,636,0.669
"TGF beta receptor inhibitor","NES","TGF beta receptor inhibitor",0.70142,2.34,0.00203,258,0.0723
"thymidylate synthase inhibitor","NES","thymidylate synthase inhibitor",0.41013,1.4,0.152,492,0.847
"topoisomerase inhibitor","NES","topoisomerase inhibitor",0.74659,2.36,0.00283,177,0.0203
"tubulin polymerization inhibitor","NES","tubulin polymerization inhibitor",0.81893,2.58,0,133,0.00456
"tyrosine kinase inhibitor","NES","tyrosine kinase inhibitor",0.34427,1.14,0.312,607,0.613
"VEGFR inhibitor","NES","VEGFR inhibitor",0.38965,1.31,0.196,206,0.505
"vitamin D receptor agonist","NES","vitamin D receptor agonist",0.93209,3.1,0,98,0
