"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"FERb.033","Pearson.est","EGFR inhibitor",-0.19739,-0.538,0.944,1177,0.965,TRUE,FALSE,"EGFR inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",0.31611,0.773,0.737,314,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"GDC.0879","Pearson.est","RAF inhibitor",0.32101,0.771,0.77,281,0.955,TRUE,FALSE,"RAF inhibitor"
"GDC.0941","Pearson.est","PI3K inhibitor",0.27672,0.658,0.887,582,0.96,TRUE,FALSE,"PI3K inhibitor"
"GSK256066","Pearson.est","phosphodiesterase inhibitor",-0.29436,-0.873,0.6,1103,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"GTP.14564","Pearson.est","FLT3 inhibitor",0.2936,0.691,0.859,278,1,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GTP.14564","Pearson.est","tyrosine kinase inhibitor",0.22426,0.541,0.96,756,1,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.60489,-1.8,0.0223,1227,0.233,TRUE,FALSE,"growth factor receptor inhibitor"
"HA14.1","Pearson.est","BCL inhibitor",-0.39387,-0.968,0.473,1115,0.786,TRUE,FALSE,"BCL inhibitor"
"IEM1754","Pearson.est","glutamate receptor antagonist",-0.30288,-0.813,0.658,1113,0.889,TRUE,FALSE,"glutamate receptor antagonist"
"JNJ.16259685","Pearson.est","glutamate receptor antagonist",0.39561,0.959,0.523,18,0.807,TRUE,FALSE,"glutamate receptor antagonist"
"KI.8751","Pearson.est","KIT inhibitor",0.26079,0.62,0.888,565,0.952,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.34633,0.827,0.688,420,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",0.29428,0.696,0.852,426,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Abl kinase inhibitor",-0.4552,-1.18,0.272,1228,1,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.30143,0.797,0.688,508,0.878,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KX2.391","Pearson.est","src inhibitor",0.26518,0.643,0.879,237,0.982,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",-0.78835,-2.29,0.00397,1207,0.0452,TRUE,FALSE,"retinoid receptor agonist"
"LY2090314","Pearson.est","glycogen synthase kinase inhibitor",0.36479,0.93,0.534,214,0.938,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"LY2784544","Pearson.est","JAK inhibitor",0.35715,0.911,0.561,154,0.924,TRUE,FALSE,"JAK inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",0.37293,0.905,0.594,546,0.907,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",0.28903,0.71,0.809,352,0.963,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY364947","Pearson.est","p38 MAPK inhibitor",-0.4458,-1.07,0.36,1060,0.866,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY364947","Pearson.est","TGF beta receptor inhibitor",-0.60865,-1.46,0.0833,1118,0.476,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",-0.52031,-1.35,0.14,1153,0.862,TRUE,FALSE,"glutamate receptor antagonist"
"MEK162","Pearson.est","MEK inhibitor",0.3742,0.989,0.415,274,0.784,TRUE,FALSE,"MEK inhibitor"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.31174,0.735,0.792,493,0.888,TRUE,FALSE,"VEGFR inhibitor"
"MK.2461","Pearson.est","FGFR inhibitor",-0.36928,-1.01,0.389,1088,0.789,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.2461","Pearson.est","VEGFR inhibitor",0.23063,0.57,0.946,124,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",-0.30441,-0.837,0.673,407,0.868,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MTPG","Pearson.est","glutamate receptor antagonist",0.21367,0.514,0.975,204,0.988,TRUE,FALSE,"glutamate receptor antagonist"
"NMS.873","Pearson.est","ATPase inhibitor",0.29233,0.742,0.778,454,0.916,TRUE,FALSE,"ATPase inhibitor"
"NSC.3852","Pearson.est","HDAC inhibitor",-0.35633,-0.991,0.463,1037,1,TRUE,FALSE,"HDAC inhibitor"
"NU6027","Pearson.est","CDK inhibitor",0.39222,0.966,0.511,95,0.87,TRUE,FALSE,"CDK inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",0.19238,0.462,0.994,353,1,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.4073,0.973,0.507,658,0.891,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.2254,0.533,0.964,658,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"PD.0325901","Pearson.est","MEK inhibitor",0.34594,0.832,0.676,170,0.903,TRUE,FALSE,"MEK inhibitor"
"PD.184352","Pearson.est","MEK inhibitor",0.34274,0.855,0.6,455,1,TRUE,FALSE,"MEK inhibitor"
"PD.198306","Pearson.est","MEK inhibitor",-0.38367,-0.962,0.502,992,0.71,TRUE,FALSE,"MAP kinase inhibitor, MEK inhibitor"
"PD.318088","Pearson.est","MEK inhibitor",0.3304,0.784,0.76,657,0.963,TRUE,FALSE,"MEK inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",0.2125,0.51,0.984,743,1,TRUE,FALSE,"MEK inhibitor"
"PF.05212384","Pearson.est","mTOR inhibitor",0.40548,0.978,0.489,566,0.934,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.05212384","Pearson.est","PI3K inhibitor",0.35155,0.846,0.678,616,0.97,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.4981517","Pearson.est","cytochrome P450 inhibitor",-0.2925,-0.793,0.685,1312,0.993,TRUE,FALSE,"cytochrome P450 inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",0.40597,0.984,0.491,532,0.762,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PLX.4720","Pearson.est","RAF inhibitor",0.31559,0.782,0.74,506,0.923,TRUE,FALSE,"RAF inhibitor"
"PP.2","Pearson.est","src inhibitor",0.27156,0.674,0.875,767,0.977,TRUE,FALSE,"src inhibitor"
"PPT","Pearson.est","estrogen receptor agonist",-0.70751,-1.97,0.00375,1204,0.141,TRUE,FALSE,"estrogen receptor agonist"
"PSB.1115","Pearson.est","adenosine receptor antagonist",-0.49654,-1.37,0.123,1034,0.591,TRUE,FALSE,"adenosine receptor antagonist"
"PU.H71","Pearson.est","HSP inhibitor",0.30096,0.781,0.711,263,0.791,TRUE,FALSE,"HSP inhibitor"
"RAF265","Pearson.est","RAF inhibitor",0.31675,0.778,0.728,475,0.825,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RAF265","Pearson.est","VEGFR inhibitor",0.34101,0.849,0.646,284,0.785,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",-0.34028,-0.92,0.517,457,1,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RITA","Pearson.est","MDM inhibitor",-0.39538,-1.11,0.295,531,0.608,TRUE,FALSE,"MDM inhibitor"
"RS.16566","Pearson.est","serotonin receptor antagonist",0.37419,0.893,0.599,505,1,TRUE,FALSE,"serotonin receptor antagonist"
"RS.17053","Pearson.est","adrenergic receptor antagonist",-0.44454,-1.2,0.246,1323,1,TRUE,FALSE,"adrenergic receptor antagonist"
"SB.200646","Pearson.est","serotonin receptor antagonist",0.31487,0.783,0.723,517,0.904,TRUE,FALSE,"serotonin receptor antagonist"
"SB.216641","Pearson.est","serotonin receptor antagonist",-0.58776,-1.52,0.0656,1095,0.598,TRUE,FALSE,"serotonin receptor antagonist"
"SB.228357","Pearson.est","serotonin receptor antagonist",0.31375,0.78,0.748,357,1,TRUE,FALSE,"serotonin receptor antagonist"
"SB.239063","Pearson.est","p38 MAPK inhibitor",-0.36803,-0.997,0.439,1259,0.809,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.242235","Pearson.est","p38 MAPK inhibitor",-0.3136,-0.843,0.623,1308,0.877,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.590885","Pearson.est","RAF inhibitor",0.34034,0.827,0.709,529,0.89,TRUE,FALSE,"RAF inhibitor"
"SCH.58261","Pearson.est","adenosine receptor antagonist",-0.32119,-0.916,0.589,1233,0.862,TRUE,FALSE,"adenosine receptor antagonist"
"SIB.1757","Pearson.est","glutamate receptor antagonist",-0.38562,-1.01,0.412,941,0.662,TRUE,FALSE,"glutamate receptor antagonist"
"SKF.96365","Pearson.est","calcium channel blocker",-0.35944,-0.928,0.509,986,0.834,TRUE,FALSE,"calcium channel blocker"
"SNX.2112","Pearson.est","HSP inhibitor",0.30924,0.791,0.706,295,0.876,TRUE,FALSE,"HSP inhibitor"
"SNX.5422","Pearson.est","HSP inhibitor",0.22472,0.521,0.975,552,0.989,TRUE,FALSE,"HSP inhibitor"
"SR.33805","Pearson.est","calcium channel blocker",-0.39592,-1.15,0.244,1268,0.811,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.20321,-0.563,0.958,1086,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",0.20147,0.502,0.971,418,0.998,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.632","Pearson.est","RAF inhibitor",-0.30731,-0.827,0.631,1340,1,TRUE,FALSE,"RAF inhibitor"
"TAK.733","Pearson.est","MEK inhibitor",0.3838,0.938,0.543,394,0.956,TRUE,FALSE,"MEK inhibitor"
"TG.02","Pearson.est","FLT3 inhibitor",-0.27143,-0.718,0.799,1197,0.891,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.02","Pearson.est","JAK inhibitor",-0.23024,-0.629,0.891,1238,0.945,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100572","Pearson.est","src inhibitor",-0.34223,-0.847,0.634,894,1,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",-0.38233,-0.962,0.501,814,1,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",0.23948,0.559,0.953,357,1,TRUE,FALSE,"PI3K inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",0.35153,0.844,0.656,516,0.952,TRUE,FALSE,"JAK inhibitor"
"TG100.115","Pearson.est","PI3K inhibitor",-0.27782,-0.768,0.726,891,1,TRUE,FALSE,"PI3K inhibitor"
"TH.302","Pearson.est","DNA alkylating agent",-0.28302,-0.774,0.733,1205,0.818,TRUE,FALSE,"DNA alkylating agent"
"U.0126","Pearson.est","MEK inhibitor",0.27616,0.67,0.871,638,1,TRUE,FALSE,"MEK inhibitor"
"UH.232....","Pearson.est","dopamine receptor antagonist",0.36924,0.901,0.608,217,0.979,TRUE,FALSE,"dopamine receptor antagonist"
"VER.49009","Pearson.est","HSP inhibitor",0.30113,0.706,0.837,669,0.997,TRUE,FALSE,"HSP inhibitor"
"WHI.P154","Pearson.est","JAK inhibitor",-0.28893,-0.73,0.779,965,0.9,TRUE,FALSE,"JAK inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",0.21659,0.52,0.97,665,0.971,TRUE,FALSE,"EGFR inhibitor"
"XL388","Pearson.est","mTOR inhibitor",0.33279,0.872,0.597,264,0.836,TRUE,FALSE,"mTOR inhibitor"
"XL888","Pearson.est","HSP inhibitor",0.35002,0.866,0.63,507,1,TRUE,FALSE,"HSP inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",0.335,0.822,0.689,252,0.924,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZK.93423","Pearson.est","benzodiazepine receptor agonist",0.23955,0.572,0.937,548,0.993,TRUE,FALSE,"benzodiazepine receptor agonist"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",0.3852,0.91,0.568,363,0.934,TRUE,FALSE,"CC chemokine receptor antagonist"
"ZM.306416","Pearson.est","Abl kinase inhibitor",-0.45236,-1.21,0.194,1096,0.694,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","src inhibitor",-0.34552,-0.926,0.532,463,0.992,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","VEGFR inhibitor",0.25218,0.6,0.932,514,1,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"acetylsalicylsalicylic.acid","Pearson.est","cyclooxygenase inhibitor",-0.22321,-0.637,0.917,1078,0.942,TRUE,FALSE,"cyclooxygenase inhibitor"
"adapalene","Pearson.est","retinoid receptor agonist",0.38251,0.981,0.461,106,0.829,TRUE,FALSE,"retinoid receptor agonist"
"adefovir.dipivoxil","Pearson.est","DNA polymerase inhibitor",0.25694,0.675,0.855,485,0.984,TRUE,FALSE,"DNA polymerase inhibitor"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.37039,0.953,0.488,384,0.723,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",-0.25412,-0.781,0.721,1115,1,TRUE,FALSE,"DNA synthesis inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",-0.63806,-1.55,0.0649,1139,0.446,TRUE,FALSE,"cyclooxygenase inhibitor"
"amisulpride","Pearson.est","dopamine receptor antagonist",0.31563,0.852,0.6,423,0.806,TRUE,FALSE,"dopamine receptor antagonist"
"anisomycin","Pearson.est","DNA synthesis inhibitor",0.24899,0.583,0.95,146,0.986,TRUE,FALSE,"DNA synthesis inhibitor"
"apatinib","Pearson.est","RET tyrosine kinase inhibitor",-0.52428,-1.47,0.128,1295,1,TRUE,FALSE,"RET tyrosine kinase inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",0.30602,0.756,0.739,353,0.891,TRUE,FALSE,"cyclooxygenase inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",-0.22504,-0.589,0.929,1210,1,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",-0.2259,-0.618,0.909,1188,0.991,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",0.26682,0.662,0.86,308,0.995,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",-0.39136,-0.964,0.499,1123,0.962,TRUE,FALSE,"adrenergic receptor antagonist"
"aurora.a.inhibitor.i","Pearson.est","Aurora kinase inhibitor",0.37925,0.939,0.536,231,0.961,TRUE,FALSE,"Aurora kinase inhibitor"
"avanafil","Pearson.est","phosphodiesterase inhibitor",0.35913,0.977,0.427,248,0.682,TRUE,FALSE,"phosphodiesterase inhibitor"
"axitinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.23874,0.63,0.902,161,0.933,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"axitinib","Pearson.est","VEGFR inhibitor",0.34056,0.903,0.535,286,0.704,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"azalomycin.b","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.34159,0.814,0.738,108,0.874,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azithromycin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.30218,0.812,0.659,67,1,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",0.31771,0.807,0.703,101,1,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.30093,0.736,0.787,44,0.893,TRUE,FALSE,"protein synthesis inhibitor"
"baricitinib","Pearson.est","JAK inhibitor",-0.28342,-0.763,0.723,1109,0.896,TRUE,FALSE,"JAK inhibitor"
"beclomethasone.dipropionate","Pearson.est","glucocorticoid receptor agonist",0.37133,0.864,0.633,394,0.866,TRUE,FALSE,"glucocorticoid receptor agonist"
"bendamustine","Pearson.est","DNA inhibitor",-0.16379,-0.505,0.982,218,0.981,TRUE,FALSE,"DNA inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",0.38955,0.993,0.468,296,0.711,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzethonium","Pearson.est","sodium channel blocker",-0.33074,-0.994,0.424,1177,0.885,TRUE,FALSE,"sodium channel blocker"
"beta.lapachone","Pearson.est","topoisomerase inhibitor",-0.25552,-0.634,0.869,1132,0.924,TRUE,FALSE,"topoisomerase inhibitor"
"betulinic.acid","Pearson.est","NFkB pathway inhibitor",-0.34294,-1.07,0.335,1164,0.693,TRUE,FALSE,"apoptosis stimulant, NFkB pathway inhibitor"
"bindarit","Pearson.est","NFkB pathway inhibitor",-0.51703,-1.35,0.162,1290,0.539,TRUE,FALSE,"NFkB pathway inhibitor"
"blebbistatin....","Pearson.est","ATPase inhibitor",-0.25967,-0.808,0.692,1297,0.933,TRUE,FALSE,"ATPase inhibitor"
"bosutinib","Pearson.est","src inhibitor",-0.25149,-0.671,0.834,337,0.909,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"buphenine","Pearson.est","adrenergic receptor agonist",0.3063,0.734,0.816,828,1,TRUE,FALSE,"adrenergic receptor agonist"
"busulfan","Pearson.est","DNA inhibitor",0.29689,0.751,0.737,192,0.916,TRUE,FALSE,"DNA inhibitor"
"cabozantinib","Pearson.est","RET tyrosine kinase inhibitor",-0.49984,-1.41,0.117,1071,0.506,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"cabozantinib","Pearson.est","VEGFR inhibitor",0.25331,0.625,0.904,442,0.996,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",-0.47158,-1.33,0.143,1240,0.682,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"capecitabine","Pearson.est","thymidylate synthase inhibitor",-0.22819,-0.626,0.916,306,1,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboplatin","Pearson.est","DNA inhibitor",0.32164,0.824,0.658,46,0.85,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carboxyamidotriazole","Pearson.est","calcium channel blocker",0.21855,0.539,0.97,496,0.975,TRUE,FALSE,"calcium channel blocker"
"carmustine","Pearson.est","DNA inhibitor",-0.28245,-0.757,0.768,1291,0.943,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carvedilol","Pearson.est","adrenergic receptor antagonist",-0.39508,-1.01,0.429,1091,0.684,TRUE,FALSE,"adrenergic receptor antagonist"
"cediranib","Pearson.est","KIT inhibitor",0.34643,0.879,0.599,207,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cediranib","Pearson.est","VEGFR inhibitor",0.24953,0.621,0.889,250,0.947,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cephalomannine","Pearson.est","DNA polymerase inhibitor",-0.64279,-1.85,0.0418,1263,0.277,TRUE,FALSE,"DNA polymerase inhibitor"
"chlorambucil","Pearson.est","DNA inhibitor",0.25919,0.682,0.852,308,0.958,TRUE,FALSE,"DNA inhibitor"
"chloramphenicol.palmitate","Pearson.est","protein synthesis inhibitor",0.34988,0.894,0.541,399,0.877,TRUE,FALSE,"protein synthesis inhibitor"
"cidofovir","Pearson.est","DNA polymerase inhibitor",-0.42305,-1.11,0.337,1053,0.766,TRUE,FALSE,"DNA polymerase inhibitor"
"cimetidine","Pearson.est","histamine receptor antagonist",0.34786,0.88,0.609,85,0.843,TRUE,FALSE,"histamine receptor antagonist"
"cinnarazine","Pearson.est","calcium channel blocker",-0.21123,-0.601,0.948,1156,0.938,TRUE,FALSE,"calcium channel blocker"
"ciprofibrate","Pearson.est","PPAR receptor agonist",0.30304,0.796,0.692,103,0.965,TRUE,FALSE,"PPAR receptor agonist"
"cisplatin","Pearson.est","DNA alkylating agent",-0.35069,-0.878,0.573,1037,1,TRUE,FALSE,"DNA alkylating agent, DNA synthesis inhibitor"
"cisplatin","Pearson.est","DNA synthesis inhibitor",0.34485,0.795,0.715,104,1,TRUE,FALSE,"DNA alkylating agent, DNA synthesis inhibitor"
"cladribine","Pearson.est","ribonucleotide reductase inhibitor",-0.67511,-1.72,0.0288,1042,0.275,TRUE,FALSE,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor"
"clenbuterol","Pearson.est","adrenergic receptor agonist",-0.23418,-0.626,0.894,871,0.976,TRUE,FALSE,"adrenergic receptor agonist"
"clofibrate","Pearson.est","PPAR receptor agonist",-0.33477,-0.859,0.595,985,1,TRUE,FALSE,"PPAR receptor agonist"
"clofoctol","Pearson.est","protein synthesis inhibitor",-0.52627,-1.23,0.214,1024,0.751,TRUE,FALSE,"protein synthesis inhibitor"
"cobicistat","Pearson.est","cytochrome P450 inhibitor",0.31611,0.78,0.752,501,0.91,TRUE,FALSE,"cytochrome P450 inhibitor"
"cobimetinib","Pearson.est","MEK inhibitor",0.32856,0.809,0.714,617,0.908,TRUE,FALSE,"MEK inhibitor"
