"moa","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"PI3K inhibitor","NES","PI3K inhibitor",0.60868,1.93,0.0187,266,0.134
"PLK inhibitor","NES","PLK inhibitor",0.94631,3.27,0,79,0
"potassium channel blocker","NES","potassium channel blocker",-0.53608,-1.87,0.00671,1082,0.296
"PPAR receptor agonist","NES","PPAR receptor agonist",-0.27429,-0.941,0.52,367,0.79
"progesterone receptor agonist","NES","progesterone receptor agonist",0.7444,2.51,0,31,0.00858
"proteasome inhibitor","NES","proteasome inhibitor",0.8291,2.75,0,237,0.00445
"protein synthesis inhibitor","NES","protein synthesis inhibitor",0.33959,1.14,0.338,611,0.669
"protein tyrosine kinase inhibitor","NES","protein tyrosine kinase inhibitor",-0.547,-1.96,0.0144,1251,0.14
"RAF inhibitor","NES","RAF inhibitor",0.66615,2.22,0.00165,170,0.163
"RET tyrosine kinase inhibitor","NES","RET tyrosine kinase inhibitor",0.46609,1.6,0.0693,231,0.919
"retinoid receptor agonist","NES","retinoid receptor agonist",0.81033,2.85,0,179,0.00109
"ribonucleotide reductase inhibitor","NES","ribonucleotide reductase inhibitor",-0.32772,-1.17,0.267,1160,0.63
"serotonin receptor antagonist","NES","serotonin receptor antagonist",0.41421,1.36,0.164,487,0.917
"sodium channel blocker","NES","sodium channel blocker",0.35763,1.22,0.258,447,1
"src inhibitor","NES","src inhibitor",0.32799,1.1,0.352,288,0.781
"sterol demethylase inhibitor","NES","sterol demethylase inhibitor",0.33637,1.17,0.276,187,0.722
"TGF beta receptor inhibitor","NES","TGF beta receptor inhibitor",-0.56303,-1.91,0.0284,909,0.329
"thymidylate synthase inhibitor","NES","thymidylate synthase inhibitor",-0.35257,-1.22,0.256,1214,0.648
"topoisomerase inhibitor","NES","topoisomerase inhibitor",0.70624,2.26,0,314,0.0345
"tubulin polymerization inhibitor","NES","tubulin polymerization inhibitor",0.79925,2.53,0,154,0.0017
"tyrosine kinase inhibitor","NES","tyrosine kinase inhibitor",0.18602,0.605,0.858,302,0.943
"VEGFR inhibitor","NES","VEGFR inhibitor",0.34982,1.18,0.274,392,0.645
"vitamin D receptor agonist","NES","vitamin D receptor agonist",0.68152,2.33,0,338,0.0911
