"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"CP.724714","Pearson.est","protein tyrosine kinase inhibitor",-0.4606,-1.13,0.315,1086,0.791,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CPP","Pearson.est","glutamate receptor antagonist",-0.49961,-1.35,0.165,1085,0.85,TRUE,FALSE,"glutamate receptor antagonist"
"CR8..R.","Pearson.est","CDK inhibitor",0.13265,0.33,1,681,1,TRUE,FALSE,"CDK inhibitor"
"CUDC.101","Pearson.est","EGFR inhibitor",-0.44304,-1.18,0.262,819,0.543,TRUE,FALSE,"EGFR inhibitor"
"CUDC.907","Pearson.est","PI3K inhibitor",-0.26231,-0.624,0.88,856,0.97,TRUE,FALSE,"PI3K inhibitor"
"CYC116","Pearson.est","Aurora kinase inhibitor",0.37713,0.924,0.54,61,0.873,TRUE,FALSE,"Aurora kinase inhibitor"
"D.4476","Pearson.est","TGF beta receptor inhibitor",-0.39439,-1.06,0.368,1320,0.759,TRUE,FALSE,"TGF beta receptor inhibitor"
"DMH1","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.40639,-1.17,0.268,1130,0.742,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"EMD.53998","Pearson.est","phosphodiesterase inhibitor",-0.3176,-0.944,0.497,424,0.747,TRUE,FALSE,"phosphodiesterase inhibitor"
"ENMD.2076","Pearson.est","FLT3 inhibitor",0.36342,0.919,0.522,358,0.736,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",0.38192,0.97,0.503,370,0.705,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"FERb.033","Pearson.est","EGFR inhibitor",0.26317,0.682,0.823,203,1,TRUE,FALSE,"EGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",0.25618,0.617,0.924,414,0.961,TRUE,FALSE,"cyclooxygenase inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",0.2306,0.564,0.94,472,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"GDC.0879","Pearson.est","RAF inhibitor",-0.31233,-0.895,0.551,1080,0.996,TRUE,FALSE,"RAF inhibitor"
"GSK.3.inhibitor.IX","Pearson.est","glycogen synthase kinase inhibitor",0.36195,0.858,0.657,140,0.986,TRUE,FALSE,"glycogen synthase kinase inhibitor, lipoxygenase inhibitor"
"GSK256066","Pearson.est","phosphodiesterase inhibitor",0.29577,0.755,0.727,540,0.921,TRUE,FALSE,"phosphodiesterase inhibitor"
"GTP.14564","Pearson.est","FLT3 inhibitor",-0.28512,-0.797,0.687,1253,0.848,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GTP.14564","Pearson.est","tyrosine kinase inhibitor",-0.22288,-0.649,0.884,1154,0.97,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.37878,-1.01,0.442,1079,0.786,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.501516","Pearson.est","PPAR receptor agonist",-0.32,-0.881,0.571,1330,0.933,TRUE,FALSE,"PPAR receptor agonist"
"HA14.1","Pearson.est","BCL inhibitor",-0.30802,-0.798,0.663,1017,1,TRUE,FALSE,"BCL inhibitor"
"ICI.162846","Pearson.est","histamine receptor antagonist",0.29649,0.797,0.678,197,0.873,TRUE,FALSE,"histamine receptor antagonist"
"IKK.2.inhibitor.V","Pearson.est","NFkB pathway inhibitor",0.36608,0.911,0.585,102,0.884,TRUE,FALSE,"IKK inhibitor, NFkB pathway inhibitor"
"JNJ.16259685","Pearson.est","glutamate receptor antagonist",0.31593,0.766,0.749,8,0.91,TRUE,FALSE,"glutamate receptor antagonist"
"KI.8751","Pearson.est","VEGFR inhibitor",0.25959,0.629,0.911,395,0.948,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Aurora kinase inhibitor",-0.31139,-0.839,0.646,1239,0.983,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.31229,0.739,0.793,553,0.882,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KX2.391","Pearson.est","src inhibitor",-0.36296,-1.08,0.277,486,0.555,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",0.30602,0.764,0.741,17,0.91,TRUE,FALSE,"retinoid receptor agonist"
"LGX818","Pearson.est","RAF inhibitor",0.31371,0.738,0.799,11,0.909,TRUE,FALSE,"RAF inhibitor"
"LY2109761","Pearson.est","TGF beta receptor inhibitor",-0.33169,-0.814,0.711,859,1,TRUE,FALSE,"TGF beta receptor inhibitor"
"LY2334737","Pearson.est","ribonucleotide reductase inhibitor",-0.41429,-1.04,0.41,1141,0.817,TRUE,FALSE,"antitumor agent, ribonucleotide reductase inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",0.17045,0.469,0.98,1122,1,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",0.15557,0.433,0.997,260,0.994,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY364947","Pearson.est","p38 MAPK inhibitor",-0.34868,-0.913,0.563,1056,0.797,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY364947","Pearson.est","TGF beta receptor inhibitor",0.35432,0.888,0.585,434,0.916,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",-0.41906,-1.03,0.41,1287,0.81,TRUE,FALSE,"glutamate receptor antagonist"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.2139,0.569,0.935,262,0.99,TRUE,FALSE,"VEGFR inhibitor"
"MK.2461","Pearson.est","FGFR inhibitor",-0.28102,-0.807,0.663,376,0.955,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.2461","Pearson.est","VEGFR inhibitor",0.31962,0.782,0.736,260,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.8745","Pearson.est","Aurora kinase inhibitor",0.34123,0.857,0.66,454,0.96,TRUE,FALSE,"Aurora kinase inhibitor"
"ML133","Pearson.est","potassium channel blocker",0.35397,0.841,0.664,336,0.881,TRUE,FALSE,"potassium channel blocker"
"MTPG","Pearson.est","glutamate receptor antagonist",-0.1979,-0.513,0.975,264,0.997,TRUE,FALSE,"glutamate receptor antagonist"
"NSC.3852","Pearson.est","HDAC inhibitor",-0.33792,-0.917,0.517,1277,0.83,TRUE,FALSE,"HDAC inhibitor"
"NVP.BVU972","Pearson.est","MET inhibitor",-0.7008,-2.02,0.00709,977,0.0916,TRUE,FALSE,"MET inhibitor"
"NVP.TAE226","Pearson.est","protein tyrosine kinase inhibitor",0.36546,0.926,0.54,411,0.734,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.21202,0.515,0.98,206,0.974,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"PD.153035","Pearson.est","EGFR inhibitor",-0.21035,-0.564,0.952,1178,0.961,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","FGFR inhibitor",0.3151,0.737,0.82,620,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.24214,0.578,0.941,620,0.99,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",-0.34525,-1.01,0.446,1111,0.815,TRUE,FALSE,"MEK inhibitor"
"PHA.848125","Pearson.est","growth factor receptor inhibitor",0.30146,0.722,0.799,296,0.899,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PIK.75","Pearson.est","PI3K inhibitor",0.40896,0.94,0.556,511,0.798,TRUE,FALSE,"DNA protein kinase inhibitor, PI3K inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",-0.26995,-0.707,0.839,1186,0.878,TRUE,FALSE,"PARP inhibitor"
"PP.1","Pearson.est","src inhibitor",-0.33272,-0.915,0.548,1113,0.857,TRUE,FALSE,"src inhibitor"
"PP.121","Pearson.est","protein tyrosine kinase inhibitor",-0.19801,-0.56,0.955,1110,1,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"PRT062070","Pearson.est","JAK inhibitor",0.27228,0.731,0.782,303,0.896,TRUE,FALSE,"JAK inhibitor, syk inhibitor"
"PSB.1115","Pearson.est","adenosine receptor antagonist",0.39915,0.976,0.484,29,0.936,TRUE,FALSE,"adenosine receptor antagonist"
"PSI.7976","Pearson.est","HCV inhibitor",0.3846,0.973,0.467,250,0.951,TRUE,FALSE,"HCV inhibitor"
"R547","Pearson.est","CDK inhibitor",0.33559,0.859,0.634,158,0.805,TRUE,FALSE,"CDK inhibitor"
"RAF265","Pearson.est","RAF inhibitor",0.34575,0.797,0.738,492,1,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",-0.62338,-1.74,0.0375,862,0.184,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",-0.28495,-0.799,0.694,1211,0.837,TRUE,FALSE,"HDAC inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",-0.30593,-0.841,0.647,924,0.761,TRUE,FALSE,"HDAC inhibitor"
"SAR131675","Pearson.est","VEGFR inhibitor",-0.22877,-0.633,0.898,1133,1,TRUE,FALSE,"VEGFR inhibitor"
"SB.200646","Pearson.est","serotonin receptor antagonist",0.24896,0.609,0.906,263,1,TRUE,FALSE,"serotonin receptor antagonist"
"SB.218078","Pearson.est","CHK inhibitor",0.28561,0.784,0.729,964,0.89,TRUE,FALSE,"CHK inhibitor"
"SB.228357","Pearson.est","serotonin receptor antagonist",-0.33482,-0.881,0.588,967,0.75,TRUE,FALSE,"serotonin receptor antagonist"
"SB.242235","Pearson.est","p38 MAPK inhibitor",0.3191,0.846,0.625,87,0.866,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.431542","Pearson.est","TGF beta receptor inhibitor",-0.46218,-1.2,0.251,1111,0.747,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.27008,0.671,0.883,707,0.983,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.525334","Pearson.est","TGF beta receptor inhibitor",-0.40814,-1.1,0.333,1303,1,TRUE,FALSE,"TGF beta receptor inhibitor"
"SGI.1027","Pearson.est","DNA methyltransferase inhibitor",-0.45266,-1.12,0.338,869,0.857,TRUE,FALSE,"DNA methyltransferase inhibitor"
"SKF.96365","Pearson.est","calcium channel blocker",-0.55124,-1.44,0.112,1267,0.883,TRUE,FALSE,"calcium channel blocker"
"SNX.2112","Pearson.est","HSP inhibitor",0.40634,0.996,0.478,125,0.829,TRUE,FALSE,"HSP inhibitor"
"SNX.5422","Pearson.est","HSP inhibitor",0.37102,0.921,0.531,320,0.924,TRUE,FALSE,"HSP inhibitor"
"SR.33805","Pearson.est","calcium channel blocker",0.36622,0.922,0.516,401,0.945,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","VEGFR inhibitor",0.40076,0.979,0.511,244,0.707,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.715","Pearson.est","p38 MAPK inhibitor",0.39733,0.967,0.516,279,0.789,TRUE,FALSE,"p38 MAPK inhibitor"
"TG.100572","Pearson.est","src inhibitor",0.36228,0.825,0.673,10,1,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",-0.21189,-0.588,0.947,1081,1,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",0.3268,0.926,0.514,286,0.929,TRUE,FALSE,"PI3K inhibitor"
"TH.302","Pearson.est","DNA alkylating agent",-0.3167,-0.847,0.626,1151,0.852,TRUE,FALSE,"DNA alkylating agent"
"TW.37","Pearson.est","BCL inhibitor",0.33652,0.783,0.75,596,0.877,TRUE,FALSE,"BCL inhibitor"
"TWS.119","Pearson.est","glycogen synthase kinase inhibitor",0.31665,0.778,0.742,259,0.917,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"U.0126","Pearson.est","MEK inhibitor",-0.52693,-1.53,0.0788,1140,0.347,TRUE,FALSE,"MEK inhibitor"
"UH.232....","Pearson.est","dopamine receptor antagonist",0.2595,0.652,0.868,1,1,TRUE,FALSE,"dopamine receptor antagonist"
"UNBS.5162","Pearson.est","CC chemokine receptor antagonist",0.31879,0.771,0.747,538,0.94,TRUE,FALSE,"CC chemokine receptor antagonist"
"WHI.P154","Pearson.est","JAK inhibitor",0.25086,0.635,0.891,2,0.919,TRUE,FALSE,"JAK inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",-0.48759,-1.27,0.202,1051,0.556,TRUE,FALSE,"EGFR inhibitor"
"XL.647","Pearson.est","VEGFR inhibitor",0.25213,0.684,0.827,38,0.937,TRUE,FALSE,"EGFR inhibitor, VEGFR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",0.29711,0.735,0.742,317,0.895,TRUE,FALSE,"PI3K inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",-0.43062,-1.13,0.32,1273,0.652,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZK.93423","Pearson.est","benzodiazepine receptor agonist",-0.19113,-0.504,0.971,1013,0.979,TRUE,FALSE,"benzodiazepine receptor agonist"
"ZM.306416","Pearson.est","VEGFR inhibitor",0.31901,0.865,0.591,185,0.746,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"acetophenazine","Pearson.est","dopamine receptor antagonist",0.32639,0.851,0.635,251,0.844,TRUE,FALSE,"dopamine receptor antagonist"
"acetylsalicylsalicylic.acid","Pearson.est","cyclooxygenase inhibitor",-0.56734,-1.38,0.122,1022,0.994,TRUE,FALSE,"cyclooxygenase inhibitor"
"adaprev","Pearson.est","TGF beta receptor inhibitor",-0.4759,-1.31,0.163,1132,0.508,TRUE,FALSE,"TGF beta receptor inhibitor"
"adefovir.dipivoxil","Pearson.est","DNA polymerase inhibitor",-0.49183,-1.25,0.213,1073,0.68,TRUE,FALSE,"DNA polymerase inhibitor"
"ajmaline","Pearson.est","sodium channel blocker",0.37193,0.939,0.528,390,0.955,TRUE,FALSE,"sodium channel blocker"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.29542,0.763,0.732,616,0.921,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",-0.20674,-0.585,0.896,822,0.986,TRUE,FALSE,"DNA synthesis inhibitor"
"alvocidib","Pearson.est","CDK inhibitor",0.2648,0.649,0.876,660,1,TRUE,FALSE,"CDK inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",-0.29483,-0.741,0.781,1147,0.982,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","tyrosine kinase inhibitor",0.28522,0.703,0.831,274,0.937,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"amisulpride","Pearson.est","dopamine receptor antagonist",0.35894,0.885,0.619,555,0.968,TRUE,FALSE,"dopamine receptor antagonist"
"anisomycin","Pearson.est","DNA synthesis inhibitor",-0.33032,-0.931,0.508,1328,0.77,TRUE,FALSE,"DNA synthesis inhibitor"
"apatinib","Pearson.est","RET tyrosine kinase inhibitor",-0.23587,-0.648,0.883,1027,0.905,TRUE,FALSE,"RET tyrosine kinase inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",-0.6482,-1.88,0.0255,1191,0.147,TRUE,FALSE,"MEK inhibitor"
"artemisinin","Pearson.est","DNA synthesis inhibitor",-0.41659,-1.09,0.334,1211,0.645,TRUE,FALSE,"DNA synthesis inhibitor"
"artesunate","Pearson.est","DNA synthesis inhibitor",0.32631,0.805,0.715,254,0.971,TRUE,FALSE,"DNA synthesis inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",-0.36005,-0.94,0.52,1110,0.753,TRUE,FALSE,"cyclooxygenase inhibitor"
"atenolol....","Pearson.est","adrenergic receptor antagonist",0.39308,0.917,0.585,132,0.996,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",-0.31995,-0.787,0.711,1004,0.946,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",0.35941,0.893,0.591,452,0.723,TRUE,FALSE,"adrenergic receptor antagonist"
"atiprimod","Pearson.est","JAK inhibitor",0.34512,0.884,0.599,338,0.955,TRUE,FALSE,"JAK inhibitor, STAT inhibitor"
"avanafil","Pearson.est","phosphodiesterase inhibitor",0.37335,0.928,0.546,194,0.913,TRUE,FALSE,"phosphodiesterase inhibitor"
"azalomycin.b","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.22985,-0.607,0.903,308,1,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azithromycin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.42492,-1.07,0.343,1201,0.835,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",-0.26019,-0.647,0.887,879,1,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.33733,0.874,0.611,193,0.919,TRUE,FALSE,"protein synthesis inhibitor"
"baricitinib","Pearson.est","JAK inhibitor",-0.23338,-0.588,0.941,1160,0.961,TRUE,FALSE,"JAK inhibitor"
"bendamustine","Pearson.est","DNA inhibitor",0.3644,0.941,0.501,192,0.704,TRUE,FALSE,"DNA inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",-0.45985,-1.25,0.204,1026,0.599,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzocaine","Pearson.est","sodium channel blocker",0.36975,0.949,0.506,135,0.814,TRUE,FALSE,"sodium channel blocker"
"beta.lapachone","Pearson.est","topoisomerase inhibitor",-0.34317,-0.911,0.498,866,0.979,TRUE,FALSE,"topoisomerase inhibitor"
"betulinic.acid","Pearson.est","NFkB pathway inhibitor",-0.38991,-1.04,0.389,979,0.834,TRUE,FALSE,"apoptosis stimulant, NFkB pathway inhibitor"
"bindarit","Pearson.est","NFkB pathway inhibitor",0.22982,0.614,0.897,123,0.98,TRUE,FALSE,"NFkB pathway inhibitor"
"blebbistatin....","Pearson.est","ATPase inhibitor",0.21985,0.54,0.964,403,0.991,TRUE,FALSE,"ATPase inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",-0.50494,-1.31,0.183,1063,0.596,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"bosutinib","Pearson.est","Abl kinase inhibitor",-0.32053,-0.873,0.592,1161,0.845,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"bosutinib","Pearson.est","src inhibitor",0.33143,0.852,0.638,511,0.863,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"buphenine","Pearson.est","adrenergic receptor agonist",0.40488,0.972,0.486,399,0.78,TRUE,FALSE,"adrenergic receptor agonist"
"busulfan","Pearson.est","DNA inhibitor",0.33097,0.783,0.727,288,1,TRUE,FALSE,"DNA inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",-0.30222,-0.768,0.744,1195,0.954,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"capecitabine","Pearson.est","thymidylate synthase inhibitor",-0.57547,-1.44,0.0944,1134,0.53,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboplatin","Pearson.est","DNA alkylating agent",0.28088,0.696,0.837,334,1,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carmustine","Pearson.est","DNA alkylating agent",0.34578,0.879,0.595,293,0.9,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carmustine","Pearson.est","DNA inhibitor",0.36875,0.924,0.523,454,1,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carvedilol","Pearson.est","adrenergic receptor antagonist",-0.35422,-0.924,0.503,1110,0.799,TRUE,FALSE,"adrenergic receptor antagonist"
"cediranib","Pearson.est","KIT inhibitor",0.3267,0.824,0.67,330,0.906,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cediranib","Pearson.est","VEGFR inhibitor",0.24184,0.616,0.895,330,0.977,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cephalomannine","Pearson.est","DNA polymerase inhibitor",-0.48667,-1.28,0.165,1094,0.828,TRUE,FALSE,"DNA polymerase inhibitor"
"chlorambucil","Pearson.est","DNA inhibitor",-0.27416,-0.793,0.737,1276,0.879,TRUE,FALSE,"DNA inhibitor"
"chloramphenicol.palmitate","Pearson.est","protein synthesis inhibitor",-0.34391,-0.885,0.586,924,1,TRUE,FALSE,"protein synthesis inhibitor"
"cibenzoline","Pearson.est","sodium channel blocker",0.40792,0.994,0.465,247,0.865,TRUE,FALSE,"sodium channel blocker"
"cidofovir","Pearson.est","DNA polymerase inhibitor",-0.35094,-0.884,0.595,1086,1,TRUE,FALSE,"DNA polymerase inhibitor"
"cinnarazine","Pearson.est","calcium channel blocker",-0.42461,-1.15,0.296,1011,0.995,TRUE,FALSE,"calcium channel blocker"
"cladribine","Pearson.est","ribonucleotide reductase inhibitor",-0.53207,-1.38,0.121,1148,0.471,TRUE,FALSE,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor"
"clebopride","Pearson.est","dopamine receptor antagonist",-0.27721,-0.763,0.735,1236,0.955,TRUE,FALSE,"dopamine receptor antagonist"
"clofarabine","Pearson.est","ribonucleotide reductase inhibitor",0.40738,0.958,0.534,13,0.797,TRUE,FALSE,"ribonucleotide reductase inhibitor"
"clofibrate","Pearson.est","PPAR receptor agonist",-0.38495,-1.05,0.381,1283,0.82,TRUE,FALSE,"PPAR receptor agonist"
