"moa","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"glutamate receptor antagonist","NES","glutamate receptor antagonist",0.45313,1.51,0.115,434,0.687
"glycogen synthase kinase inhibitor","NES","glycogen synthase kinase inhibitor",0.79135,2.7,0,117,0.00168
"growth factor receptor inhibitor","NES","growth factor receptor inhibitor",0.35007,1.16,0.295,429,0.571
"HCV inhibitor","NES","HCV inhibitor",0.4928,1.7,0.057,498,0.791
"HDAC inhibitor","NES","HDAC inhibitor",0.67504,2.17,0.00197,154,0.147
"histamine receptor antagonist","NES","histamine receptor antagonist",0.27321,0.943,0.491,144,0.882
"HMGCR inhibitor","NES","HMGCR inhibitor",0.84679,2.8,0,211,0.00105
"HSP inhibitor","NES","HSP inhibitor",0.51461,1.72,0.0392,534,0.491
"JAK inhibitor","NES","JAK inhibitor",0.16427,0.534,0.941,555,1
"KIT inhibitor","NES","KIT inhibitor",-0.57878,-2.06,0.0135,1152,0.32
"MDM inhibitor","NES","MDM inhibitor",0.83383,2.84,0,228,0.000929
"MEK inhibitor","NES","MEK inhibitor",0.50038,1.66,0.0536,130,0.521
"MET inhibitor","NES","MET inhibitor",0.36005,1.25,0.239,593,0.893
"microtubule inhibitor","NES","microtubule inhibitor",0.61422,2.01,0.00464,297,0.166
"mTOR inhibitor","NES","mTOR inhibitor",0.61991,1.95,0.0093,281,0.337
"NFkB pathway inhibitor","NES","NFkB pathway inhibitor",0.25721,0.884,0.563,124,0.851
"opioid receptor agonist","NES","opioid receptor agonist",0.79522,2.66,0,280,0.00573
"p38 MAPK inhibitor","NES","p38 MAPK inhibitor",0.34526,1.17,0.289,431,0.768
"PARP inhibitor","NES","PARP inhibitor",-0.26095,-0.924,0.52,1279,0.679
"PDGFR tyrosine kinase receptor inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",-0.1837,-0.626,0.836,923,0.925
"phosphatase inhibitor","NES","phosphatase inhibitor",-0.34045,-1.16,0.291,1234,0.71
"phosphodiesterase inhibitor","NES","phosphodiesterase inhibitor",0.245,0.847,0.617,392,0.915
"PI3K inhibitor","NES","PI3K inhibitor",0.38417,1.31,0.195,346,0.691
"PLK inhibitor","NES","PLK inhibitor",0.7614,2.55,0,229,0.011
"potassium channel blocker","NES","potassium channel blocker",0.2239,0.77,0.727,725,0.819
"PPAR receptor agonist","NES","PPAR receptor agonist",0.57788,1.99,0.0279,388,0.13
"progesterone receptor agonist","NES","progesterone receptor agonist",-0.36508,-1.36,0.163,1111,0.489
"proteasome inhibitor","NES","proteasome inhibitor",-0.40777,-1.45,0.116,1125,0.431
"protein synthesis inhibitor","NES","protein synthesis inhibitor",0.44502,1.47,0.116,272,0.497
"protein tyrosine kinase inhibitor","NES","protein tyrosine kinase inhibitor",0.52356,1.71,0.0674,645,0.374
"RAF inhibitor","NES","RAF inhibitor",0.4183,1.36,0.157,453,0.795
"RET tyrosine kinase inhibitor","NES","RET tyrosine kinase inhibitor",-0.3654,-1.29,0.198,817,0.677
"retinoid receptor agonist","NES","retinoid receptor agonist",0.54899,1.91,0.0229,52,0.172
"ribonucleotide reductase inhibitor","NES","ribonucleotide reductase inhibitor",0.6019,1.98,0.0161,382,0.0872
"serotonin receptor antagonist","NES","serotonin receptor antagonist",0.29467,0.986,0.465,455,0.874
"sodium channel blocker","NES","sodium channel blocker",0.48489,1.68,0.051,427,0.328
"src inhibitor","NES","src inhibitor",0.36237,1.21,0.251,137,0.586
"sterol demethylase inhibitor","NES","sterol demethylase inhibitor",-0.2538,-0.891,0.549,849,0.722
"TGF beta receptor inhibitor","NES","TGF beta receptor inhibitor",0.58392,2,0.0111,407,0.224
"thymidylate synthase inhibitor","NES","thymidylate synthase inhibitor",-0.3135,-1.13,0.329,1051,1
"topoisomerase inhibitor","NES","topoisomerase inhibitor",0.73483,2.33,0,195,0.0171
"tubulin polymerization inhibitor","NES","tubulin polymerization inhibitor",0.81715,2.6,0,268,0.00544
"tyrosine kinase inhibitor","NES","tyrosine kinase inhibitor",0.21035,0.723,0.755,501,0.858
"VEGFR inhibitor","NES","VEGFR inhibitor",0.26049,0.875,0.573,266,0.823
"vitamin D receptor agonist","NES","vitamin D receptor agonist",0.87519,2.9,0,174,0.001
