"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"LY303511","Pearson.est","mTOR inhibitor",0.31621,0.809,0.696,351,0.982,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",0.35015,0.896,0.576,469,0.934,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",0.39855,0.94,0.546,292,1,TRUE,FALSE,"glutamate receptor antagonist"
"MEK1.2.inhibitor","Pearson.est","MEK inhibitor",0.31793,0.758,0.782,705,1,TRUE,FALSE,"MEK inhibitor"
"MGCD.265","Pearson.est","VEGFR inhibitor",-0.30189,-0.729,0.775,1009,1,TRUE,FALSE,"VEGFR inhibitor"
"MK.2461","Pearson.est","VEGFR inhibitor",0.337,0.81,0.755,569,0.99,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"ML133","Pearson.est","potassium channel blocker",-0.39288,-1.13,0.283,1326,0.576,TRUE,FALSE,"potassium channel blocker"
"MTPG","Pearson.est","glutamate receptor antagonist",0.27842,0.7,0.814,286,0.944,TRUE,FALSE,"glutamate receptor antagonist"
"NMS.873","Pearson.est","ATPase inhibitor",0.40033,0.986,0.49,294,0.8,TRUE,FALSE,"ATPase inhibitor"
"NSC.3852","Pearson.est","HDAC inhibitor",-0.21434,-0.595,0.957,284,1,TRUE,FALSE,"HDAC inhibitor"
"NU6027","Pearson.est","CDK inhibitor",-0.18859,-0.472,0.981,975,0.986,TRUE,FALSE,"CDK inhibitor"
"NVP.TAE226","Pearson.est","protein tyrosine kinase inhibitor",-0.30328,-0.884,0.571,407,1,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"NVP.TAE684","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.26727,0.656,0.89,662,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"ONC201","Pearson.est","AKT inhibitor",0.31432,0.792,0.733,538,0.943,TRUE,FALSE,"AKT inhibitor, MAP kinase inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.27165,0.66,0.906,606,0.989,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.24015,0.59,0.942,446,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"PD.173074","Pearson.est","FGFR inhibitor",0.40378,0.971,0.504,324,0.96,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.35128,0.848,0.676,354,0.954,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PF.04136309","Pearson.est","CC chemokine receptor antagonist",0.39962,0.984,0.48,474,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"PF.4981517","Pearson.est","cytochrome P450 inhibitor",-0.26582,-0.802,0.698,357,0.95,TRUE,FALSE,"cytochrome P450 inhibitor"
"PHA.793887","Pearson.est","CDK inhibitor",0.33723,0.838,0.69,427,1,TRUE,FALSE,"CDK inhibitor"
"PP.121","Pearson.est","protein tyrosine kinase inhibitor",0.27672,0.713,0.79,69,0.885,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"PP.2","Pearson.est","src inhibitor",0.33678,0.797,0.755,420,0.995,TRUE,FALSE,"src inhibitor"
"PSI.7976","Pearson.est","HCV inhibitor",0.37743,0.931,0.523,146,0.766,TRUE,FALSE,"HCV inhibitor"
"R547","Pearson.est","CDK inhibitor",0.31314,0.75,0.793,543,1,TRUE,FALSE,"CDK inhibitor"
"RAF265","Pearson.est","VEGFR inhibitor",0.33252,0.816,0.725,553,0.939,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",0.39355,0.95,0.542,763,0.979,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",0.37882,0.933,0.558,521,1,TRUE,FALSE,"HDAC inhibitor"
"RITA","Pearson.est","MDM inhibitor",-0.68327,-1.79,0.0185,1284,0.441,TRUE,FALSE,"MDM inhibitor"
"RS.17053","Pearson.est","adrenergic receptor antagonist",0.37477,0.922,0.549,496,0.723,TRUE,FALSE,"adrenergic receptor antagonist"
"Ro.106.9920","Pearson.est","NFkB pathway inhibitor",-0.19061,-0.558,0.937,1334,1,TRUE,FALSE,"NFkB pathway inhibitor"
"SAR131675","Pearson.est","VEGFR inhibitor",0.24097,0.587,0.949,700,1,TRUE,FALSE,"VEGFR inhibitor"
"SB.200646","Pearson.est","serotonin receptor antagonist",0.37845,0.885,0.639,310,0.94,TRUE,FALSE,"serotonin receptor antagonist"
"SB.216641","Pearson.est","serotonin receptor antagonist",0.26262,0.628,0.906,568,1,TRUE,FALSE,"serotonin receptor antagonist"
"SB.228357","Pearson.est","serotonin receptor antagonist",-0.38639,-0.977,0.493,726,0.811,TRUE,FALSE,"serotonin receptor antagonist"
"SB.239063","Pearson.est","p38 MAPK inhibitor",-0.72909,-1.99,0.0101,1126,0.276,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.25224,0.605,0.917,307,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SIB.1757","Pearson.est","glutamate receptor antagonist",0.35241,0.94,0.479,255,0.836,TRUE,FALSE,"glutamate receptor antagonist"
"SKF.96365","Pearson.est","calcium channel blocker",0.38936,0.989,0.461,323,0.832,TRUE,FALSE,"calcium channel blocker"
"SR.33805","Pearson.est","calcium channel blocker",-0.43027,-1.07,0.377,1202,0.825,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","VEGFR inhibitor",0.36056,0.894,0.588,431,0.873,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","src inhibitor",-0.41168,-1.03,0.423,1162,0.738,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",-0.34963,-0.871,0.599,1140,0.828,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",0.34953,0.833,0.715,575,1,TRUE,FALSE,"PI3K inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",0.39402,0.95,0.524,565,0.795,TRUE,FALSE,"JAK inhibitor"
"TG.101348","Pearson.est","FLT3 inhibitor",0.38096,0.851,0.67,424,0.963,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG.101348","Pearson.est","JAK inhibitor",0.36319,0.801,0.757,528,0.95,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG100.115","Pearson.est","PI3K inhibitor",-0.51675,-1.43,0.107,1083,0.46,TRUE,FALSE,"PI3K inhibitor"
"TH.302","Pearson.est","DNA alkylating agent",0.36895,0.904,0.592,257,0.854,TRUE,FALSE,"DNA alkylating agent"
"VER.49009","Pearson.est","HSP inhibitor",0.22139,0.561,0.95,535,1,TRUE,FALSE,"HSP inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.26237,0.636,0.893,316,0.969,TRUE,FALSE,"EGFR inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",0.32809,0.811,0.736,795,0.896,TRUE,FALSE,"EGFR inhibitor"
"XL.647","Pearson.est","VEGFR inhibitor",0.18698,0.46,0.986,84,1,TRUE,FALSE,"EGFR inhibitor, VEGFR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",0.42105,0.982,0.499,517,0.824,TRUE,FALSE,"PI3K inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",0.32281,0.761,0.798,413,0.988,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",-0.34604,-0.965,0.493,1304,0.636,TRUE,FALSE,"CC chemokine receptor antagonist"
"ZM.306416","Pearson.est","VEGFR inhibitor",0.31197,0.801,0.682,381,0.903,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"adapalene","Pearson.est","retinoid receptor agonist",-0.49878,-1.28,0.205,1348,0.557,TRUE,FALSE,"retinoid receptor agonist"
"adarotene","Pearson.est","retinoid receptor agonist",-0.44704,-1.18,0.279,1023,0.819,TRUE,FALSE,"retinoid receptor agonist"
"ajmaline","Pearson.est","sodium channel blocker",0.28877,0.705,0.823,150,1,TRUE,FALSE,"sodium channel blocker"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.24242,0.685,0.834,63,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",-0.39344,-1.01,0.448,977,0.844,TRUE,FALSE,"DNA synthesis inhibitor"
"alvespimycin","Pearson.est","HSP inhibitor",0.41257,0.997,0.499,621,0.806,TRUE,FALSE,"HSP inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",0.17079,0.407,0.992,637,0.996,TRUE,FALSE,"cyclooxygenase inhibitor"
"amisulpride","Pearson.est","dopamine receptor antagonist",-0.22131,-0.634,0.896,295,0.997,TRUE,FALSE,"dopamine receptor antagonist"
"anisomycin","Pearson.est","DNA synthesis inhibitor",0.32164,0.805,0.759,449,0.898,TRUE,FALSE,"DNA synthesis inhibitor"
"artemisinin","Pearson.est","DNA synthesis inhibitor",-0.46034,-1.16,0.289,1247,0.947,TRUE,FALSE,"DNA synthesis inhibitor"
"artesunate","Pearson.est","DNA synthesis inhibitor",0.39388,0.987,0.455,150,0.793,TRUE,FALSE,"DNA synthesis inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",-0.27306,-0.779,0.7,1303,0.875,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",0.17126,0.405,0.999,678,0.997,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",-0.24105,-0.583,0.948,729,0.986,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",0.36172,0.864,0.662,20,1,TRUE,FALSE,"adrenergic receptor antagonist"
"avanafil","Pearson.est","phosphodiesterase inhibitor",-0.47418,-1.18,0.256,878,0.607,TRUE,FALSE,"phosphodiesterase inhibitor"
"azithromycin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.61866,-1.51,0.0836,988,0.514,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",0.31853,0.782,0.749,209,0.897,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.20409,0.504,0.98,868,0.995,TRUE,FALSE,"protein synthesis inhibitor"
"bendamustine","Pearson.est","DNA inhibitor",0.37368,0.916,0.54,81,0.824,TRUE,FALSE,"DNA inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",0.25835,0.683,0.828,187,0.861,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzethonium","Pearson.est","sodium channel blocker",-0.33677,-0.939,0.489,1289,0.831,TRUE,FALSE,"sodium channel blocker"
"betulinic.acid","Pearson.est","NFkB pathway inhibitor",-0.34824,-0.867,0.572,1236,0.726,TRUE,FALSE,"apoptosis stimulant, NFkB pathway inhibitor"
"bexarotene","Pearson.est","retinoid receptor agonist",0.28345,0.716,0.797,41,0.978,TRUE,FALSE,"retinoid receptor agonist"
"bindarit","Pearson.est","NFkB pathway inhibitor",-0.50272,-1.26,0.23,1152,0.654,TRUE,FALSE,"NFkB pathway inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",-0.37762,-1.12,0.289,1193,0.481,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"brefeldin.a","Pearson.est","protein synthesis inhibitor",-0.53448,-1.29,0.18,1084,0.916,TRUE,FALSE,"protein synthesis inhibitor"
"buparlisib","Pearson.est","PI3K inhibitor",0.37394,0.947,0.548,622,0.861,TRUE,FALSE,"PI3K inhibitor"
"buphenine","Pearson.est","adrenergic receptor agonist",0.29615,0.72,0.796,633,1,TRUE,FALSE,"adrenergic receptor agonist"
"busulfan","Pearson.est","DNA inhibitor",0.35072,0.834,0.686,115,1,TRUE,FALSE,"DNA inhibitor"
"butamben","Pearson.est","sodium channel blocker",0.36393,0.862,0.692,188,0.924,TRUE,FALSE,"sodium channel blocker"
"cabozantinib","Pearson.est","RET tyrosine kinase inhibitor",0.37369,0.975,0.477,330,0.789,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"cabozantinib","Pearson.est","VEGFR inhibitor",-0.22516,-0.548,0.951,1070,0.978,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",-0.44919,-1.17,0.277,1013,0.708,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"capecitabine","Pearson.est","thymidylate synthase inhibitor",-0.39565,-0.996,0.472,1003,0.867,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboplatin","Pearson.est","DNA alkylating agent",0.33137,0.821,0.716,464,0.883,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carboplatin","Pearson.est","DNA inhibitor",0.31721,0.785,0.747,746,0.905,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carboxyamidotriazole","Pearson.est","calcium channel blocker",0.26183,0.655,0.874,389,0.903,TRUE,FALSE,"calcium channel blocker"
"carmustine","Pearson.est","DNA alkylating agent",-0.37269,-1.1,0.321,1339,0.753,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carmustine","Pearson.est","DNA inhibitor",0.39045,0.964,0.517,510,1,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carvedilol","Pearson.est","adrenergic receptor antagonist",0.28843,0.704,0.826,352,0.985,TRUE,FALSE,"adrenergic receptor antagonist"
"cediranib","Pearson.est","KIT inhibitor",0.28946,0.668,0.878,284,0.957,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cediranib","Pearson.est","VEGFR inhibitor",0.30809,0.723,0.821,439,0.931,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"chloramphenicol.palmitate","Pearson.est","protein synthesis inhibitor",0.40612,0.957,0.522,252,0.834,TRUE,FALSE,"protein synthesis inhibitor"
"chlorogenic.acid","Pearson.est","antioxidant",-0.69598,-1.82,0.0173,952,0.314,TRUE,FALSE,"antioxidant"
"chloropyramine","Pearson.est","histamine receptor antagonist",-0.40228,-1.06,0.393,786,0.717,TRUE,FALSE,"histamine receptor antagonist"
"cibenzoline","Pearson.est","sodium channel blocker",-0.30042,-0.783,0.699,1122,0.931,TRUE,FALSE,"sodium channel blocker"
"cidofovir","Pearson.est","DNA polymerase inhibitor",-0.52071,-1.34,0.149,901,0.66,TRUE,FALSE,"DNA polymerase inhibitor"
"cilostamide","Pearson.est","phosphodiesterase inhibitor",-0.27313,-0.817,0.654,366,0.756,TRUE,FALSE,"phosphodiesterase inhibitor"
"cinnarazine","Pearson.est","calcium channel blocker",-0.33606,-0.975,0.446,1160,0.949,TRUE,FALSE,"calcium channel blocker"
"ciprofibrate","Pearson.est","PPAR receptor agonist",0.26462,0.62,0.932,786,1,TRUE,FALSE,"PPAR receptor agonist"
"cisplatin","Pearson.est","DNA alkylating agent",0.37451,0.898,0.61,500,0.877,TRUE,FALSE,"DNA alkylating agent, DNA synthesis inhibitor"
"cisplatin","Pearson.est","DNA synthesis inhibitor",-0.29,-0.828,0.688,1228,0.9,TRUE,FALSE,"DNA alkylating agent, DNA synthesis inhibitor"
"cladribine","Pearson.est","ribonucleotide reductase inhibitor",-0.40009,-1.05,0.383,1045,0.905,TRUE,FALSE,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor"
"clebopride","Pearson.est","dopamine receptor antagonist",0.38754,0.955,0.536,127,1,TRUE,FALSE,"dopamine receptor antagonist"
"clenbuterol","Pearson.est","adrenergic receptor agonist",-0.26271,-0.681,0.849,1057,1,TRUE,FALSE,"adrenergic receptor agonist"
"clindamycin.phosphate","Pearson.est","protein synthesis inhibitor",0.21207,0.53,0.964,557,0.984,TRUE,FALSE,"protein synthesis inhibitor"
"clofoctol","Pearson.est","protein synthesis inhibitor",0.31465,0.775,0.734,418,0.932,TRUE,FALSE,"protein synthesis inhibitor"
"clotrimazole","Pearson.est","cytochrome P450 inhibitor",-0.39985,-1.09,0.321,537,0.804,TRUE,FALSE,"cytochrome P450 inhibitor, imidazoline receptor ligand"
"cobicistat","Pearson.est","cytochrome P450 inhibitor",0.37579,0.907,0.609,808,0.918,TRUE,FALSE,"cytochrome P450 inhibitor"
"crenolanib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.32486,0.759,0.785,419,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"crizotinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.18076,0.442,0.989,141,0.992,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"curcumin","Pearson.est","cyclooxygenase inhibitor",0.28097,0.692,0.86,228,0.979,TRUE,FALSE,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor"
"curcumin","Pearson.est","NFkB pathway inhibitor",0.34741,0.863,0.655,234,1,TRUE,FALSE,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor"
"cyclocytidine","Pearson.est","DNA synthesis inhibitor",0.26242,0.642,0.895,107,1,TRUE,FALSE,"DNA synthesis inhibitor, RNA synthesis inhibitor"
"cycloheximide","Pearson.est","protein synthesis inhibitor",0.36507,0.888,0.65,180,1,TRUE,FALSE,"protein synthesis inhibitor"
"cyclophosphamide","Pearson.est","DNA alkylating agent",0.27826,0.676,0.883,612,0.982,TRUE,FALSE,"DNA alkylating agent"
"cyproheptadine","Pearson.est","histamine receptor antagonist",-0.34874,-0.963,0.448,1249,0.926,TRUE,FALSE,"histamine receptor antagonist"
"cytochalasin.b","Pearson.est","microtubule inhibitor",0.40193,0.975,0.506,719,0.917,TRUE,FALSE,"microtubule inhibitor"
"dacarbazine","Pearson.est","DNA alkylating agent",-0.48314,-1.29,0.172,1246,0.799,TRUE,FALSE,"DNA alkylating agent"
"danazol","Pearson.est","estrogen receptor antagonist",-0.32887,-1.02,0.402,442,0.895,TRUE,FALSE,"estrogen receptor antagonist, progesterone receptor agonist"
"danazol","Pearson.est","progesterone receptor agonist",0.3435,0.863,0.665,540,1,TRUE,FALSE,"estrogen receptor antagonist, progesterone receptor agonist"
"dasatinib","Pearson.est","KIT inhibitor",-0.41569,-1.17,0.254,1108,0.57,TRUE,FALSE,"Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, tyrosine kinase inhibitor"
"dasatinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.3538,-0.968,0.445,1078,0.836,TRUE,FALSE,"Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, tyrosine kinase inhibitor"
"dasatinib","Pearson.est","tyrosine kinase inhibitor",0.36939,0.869,0.658,211,0.879,TRUE,FALSE,"Bcr-Abl kinase inhibitor, ephrin inhibitor, KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, src inhibitor, tyrosine kinase inhibitor"
"dianhydrogalactitol","Pearson.est","DNA alkylating agent",-0.31277,-0.791,0.704,977,0.972,TRUE,FALSE,"DNA alkylating agent"
