"moa","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"sodium channel blocker","NES","sodium channel blocker",-0.37474,-1.35,0.177,946,1
"src inhibitor","NES","src inhibitor",0.54487,1.79,0.0281,206,0.277
"sterol demethylase inhibitor","NES","sterol demethylase inhibitor",0.60417,1.98,0.018,538,0.201
"TGF beta receptor inhibitor","NES","TGF beta receptor inhibitor",0.6571,2.21,0.00381,308,0.0898
"thymidylate synthase inhibitor","NES","thymidylate synthase inhibitor",-0.19455,-0.721,0.754,570,0.811
"topoisomerase inhibitor","NES","topoisomerase inhibitor",0.70943,2.26,0.0029,139,0.0318
"tubulin polymerization inhibitor","NES","tubulin polymerization inhibitor",0.76891,2.43,0,184,0.00761
"tyrosine kinase inhibitor","NES","tyrosine kinase inhibitor",0.40419,1.35,0.166,339,0.853
"VEGFR inhibitor","NES","VEGFR inhibitor",0.33748,1.12,0.323,512,0.605
"vitamin D receptor agonist","NES","vitamin D receptor agonist",0.93969,3.26,0,88,0
