"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"CP.724714","Pearson.est","protein tyrosine kinase inhibitor",-0.50057,-1.36,0.148,1048,0.711,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CPP","Pearson.est","glutamate receptor antagonist",-0.35756,-0.928,0.553,1130,0.897,TRUE,FALSE,"glutamate receptor antagonist"
"CR8..R.","Pearson.est","CDK inhibitor",-0.26993,-0.734,0.797,1160,0.963,TRUE,FALSE,"CDK inhibitor"
"CUDC.907","Pearson.est","PI3K inhibitor",0.34021,0.82,0.71,353,1,TRUE,FALSE,"PI3K inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",0.28382,0.709,0.814,476,1,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"EVP4593","Pearson.est","NFkB pathway inhibitor",0.30275,0.766,0.75,544,0.909,TRUE,FALSE,"NFkB pathway inhibitor"
"FERb.033","Pearson.est","EGFR inhibitor",-0.18182,-0.47,0.991,1086,0.986,TRUE,FALSE,"EGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",0.28219,0.72,0.8,239,0.952,TRUE,FALSE,"cyclooxygenase inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",0.1713,0.444,0.991,138,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"GDC.0879","Pearson.est","RAF inhibitor",-0.27445,-0.742,0.748,1099,0.937,TRUE,FALSE,"RAF inhibitor"
"GTP.14564","Pearson.est","tyrosine kinase inhibitor",0.23737,0.62,0.893,742,0.933,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.41212,-1.17,0.25,551,0.749,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.501516","Pearson.est","PPAR receptor agonist",-0.29832,-0.779,0.707,994,0.886,TRUE,FALSE,"PPAR receptor agonist"
"HA14.1","Pearson.est","BCL inhibitor",0.39124,0.998,0.448,315,0.755,TRUE,FALSE,"BCL inhibitor"
"ICI.162846","Pearson.est","histamine receptor antagonist",-0.20983,-0.584,0.925,1263,0.984,TRUE,FALSE,"histamine receptor antagonist"
"IEM1754","Pearson.est","glutamate receptor antagonist",-0.48793,-1.32,0.168,1246,0.646,TRUE,FALSE,"glutamate receptor antagonist"
"IKK.2.inhibitor.V","Pearson.est","NFkB pathway inhibitor",0.28015,0.803,0.701,206,0.98,TRUE,FALSE,"IKK inhibitor, NFkB pathway inhibitor"
"JNJ.7706621","Pearson.est","CDK inhibitor",0.302,0.772,0.751,216,0.91,TRUE,FALSE,"CDK inhibitor"
"KI.8751","Pearson.est","KIT inhibitor",-0.40471,-1.15,0.279,1277,0.546,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.31291,-0.869,0.581,1277,0.748,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",-0.44965,-1.21,0.252,1028,0.51,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Abl kinase inhibitor",-0.38373,-1.1,0.332,1139,0.585,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.23342,0.599,0.92,457,0.957,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KX2.391","Pearson.est","src inhibitor",-0.36335,-0.977,0.462,1211,0.797,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",-0.24652,-0.639,0.874,902,0.993,TRUE,FALSE,"retinoid receptor agonist"
"LGX818","Pearson.est","RAF inhibitor",0.32658,0.87,0.621,474,1,TRUE,FALSE,"RAF inhibitor"
"LY2784544","Pearson.est","JAK inhibitor",0.33203,0.839,0.645,498,0.857,TRUE,FALSE,"JAK inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",-0.13727,-0.394,0.997,870,1,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",-0.11487,-0.308,1,1017,1,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",-0.66811,-1.74,0.0269,1149,1,TRUE,FALSE,"glutamate receptor antagonist"
"M.344","Pearson.est","HDAC inhibitor",-0.26192,-0.707,0.834,1004,0.907,TRUE,FALSE,"HDAC inhibitor"
"MEK1.2.inhibitor","Pearson.est","MEK inhibitor",0.26155,0.676,0.853,511,0.889,TRUE,FALSE,"MEK inhibitor"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.15546,0.425,0.993,376,0.995,TRUE,FALSE,"VEGFR inhibitor"
"MK.0812","Pearson.est","CC chemokine receptor antagonist",-0.24907,-0.661,0.846,333,0.95,TRUE,FALSE,"CC chemokine receptor antagonist"
"MK.2461","Pearson.est","FGFR inhibitor",0.35399,0.948,0.497,426,0.935,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"ML133","Pearson.est","potassium channel blocker",-0.46439,-1.28,0.2,1026,0.544,TRUE,FALSE,"potassium channel blocker"
"MLN.8054","Pearson.est","Aurora kinase inhibitor",0.25883,0.703,0.785,536,0.917,TRUE,FALSE,"Aurora kinase inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",0.26238,0.739,0.757,67,0.911,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MTPG","Pearson.est","glutamate receptor antagonist",-0.38998,-1.02,0.4,1228,0.753,TRUE,FALSE,"glutamate receptor antagonist"
"NSC.3852","Pearson.est","HDAC inhibitor",0.38509,0.975,0.491,197,0.965,TRUE,FALSE,"HDAC inhibitor"
"NU6027","Pearson.est","CDK inhibitor",-0.2851,-0.745,0.751,898,0.9,TRUE,FALSE,"CDK inhibitor"
"ONC201","Pearson.est","AKT inhibitor",-0.19822,-0.516,0.966,1052,0.967,TRUE,FALSE,"AKT inhibitor, MAP kinase inhibitor"
"OSI.027","Pearson.est","mTOR inhibitor",0.31356,0.835,0.653,323,0.922,TRUE,FALSE,"mTOR inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",0.4054,0.997,0.456,335,0.814,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.30029,0.81,0.679,381,0.894,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.32293,0.859,0.607,381,0.834,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"PD.153035","Pearson.est","EGFR inhibitor",0.34778,0.847,0.652,516,1,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.33142,0.831,0.617,339,0.973,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",0.13185,0.354,1,49,0.999,TRUE,FALSE,"MEK inhibitor"
"PF.05212384","Pearson.est","mTOR inhibitor",-0.30173,-0.762,0.736,839,0.882,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.05212384","Pearson.est","PI3K inhibitor",-0.24823,-0.639,0.881,1026,0.919,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PHA.793887","Pearson.est","CDK inhibitor",-0.23849,-0.603,0.907,846,0.976,TRUE,FALSE,"CDK inhibitor"
"PHA.848125","Pearson.est","CDK inhibitor",0.31838,0.791,0.713,247,0.899,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PHA.848125","Pearson.est","growth factor receptor inhibitor",0.39111,0.981,0.456,125,0.732,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",0.38324,0.978,0.467,251,0.685,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PIK.75","Pearson.est","PI3K inhibitor",0.25997,0.666,0.883,244,0.943,TRUE,FALSE,"DNA protein kinase inhibitor, PI3K inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",-0.53589,-1.46,0.112,1031,0.432,TRUE,FALSE,"PARP inhibitor"
"PP.2","Pearson.est","src inhibitor",-0.60425,-1.66,0.054,1150,0.17,TRUE,FALSE,"src inhibitor"
"PPT","Pearson.est","estrogen receptor agonist",-0.60198,-1.64,0.0506,960,0.505,TRUE,FALSE,"estrogen receptor agonist"
"PRT062070","Pearson.est","JAK inhibitor",-0.38304,-1.01,0.423,850,0.719,TRUE,FALSE,"JAK inhibitor, syk inhibitor"
"PSB.1115","Pearson.est","adenosine receptor antagonist",-0.44224,-1.08,0.363,1024,0.805,TRUE,FALSE,"adenosine receptor antagonist"
"R547","Pearson.est","CDK inhibitor",0.35712,0.903,0.57,368,0.865,TRUE,FALSE,"CDK inhibitor"
"RAF265","Pearson.est","RAF inhibitor",0.37368,0.971,0.474,175,0.728,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",-0.49362,-1.28,0.176,1279,0.6,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",0.34233,0.894,0.573,330,0.775,TRUE,FALSE,"HDAC inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",-0.19813,-0.531,0.963,701,0.98,TRUE,FALSE,"HDAC inhibitor"
"RITA","Pearson.est","MDM inhibitor",-0.31489,-0.86,0.626,1266,0.891,TRUE,FALSE,"MDM inhibitor"
"RS.17053","Pearson.est","adrenergic receptor antagonist",0.25539,0.656,0.865,278,0.89,TRUE,FALSE,"adrenergic receptor antagonist"
"RS.504393","Pearson.est","CC chemokine receptor antagonist",-0.43081,-1.19,0.268,1276,0.728,TRUE,FALSE,"CC chemokine receptor antagonist"
"RU.58841","Pearson.est","androgen receptor antagonist",0.35809,0.926,0.547,489,0.844,TRUE,FALSE,"androgen receptor antagonist"
"S26948","Pearson.est","PPAR receptor agonist",-0.26215,-0.718,0.788,1005,0.896,TRUE,FALSE,"PPAR receptor agonist"
"SAR131675","Pearson.est","VEGFR inhibitor",-0.23182,-0.591,0.927,899,0.97,TRUE,FALSE,"VEGFR inhibitor"
"SB.225002","Pearson.est","CC chemokine receptor antagonist",0.33158,0.816,0.648,87,0.818,TRUE,FALSE,"CC chemokine receptor antagonist"
"SB.239063","Pearson.est","p38 MAPK inhibitor",-0.62054,-1.65,0.0558,1147,0.425,TRUE,FALSE,"p38 MAPK inhibitor"
"SB.431542","Pearson.est","TGF beta receptor inhibitor",-0.54634,-1.48,0.126,960,0.397,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.3172,-0.921,0.513,1333,0.9,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.525334","Pearson.est","TGF beta receptor inhibitor",-0.54249,-1.44,0.125,990,0.413,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.590885","Pearson.est","RAF inhibitor",-0.39239,-1.07,0.361,936,0.797,TRUE,FALSE,"RAF inhibitor"
"SB.939","Pearson.est","HDAC inhibitor",0.38253,0.946,0.505,80,0.794,TRUE,FALSE,"HDAC inhibitor"
"SGI.1027","Pearson.est","DNA methyltransferase inhibitor",-0.52881,-1.45,0.0943,1129,0.664,TRUE,FALSE,"DNA methyltransferase inhibitor"
"SIB.1757","Pearson.est","glutamate receptor antagonist",0.34785,0.908,0.574,110,0.831,TRUE,FALSE,"glutamate receptor antagonist"
"SR.33805","Pearson.est","calcium channel blocker",-0.31093,-0.824,0.634,1328,0.757,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.32489,0.828,0.643,257,0.894,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",0.37036,0.958,0.491,288,0.862,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.632","Pearson.est","RAF inhibitor",-0.18393,-0.493,0.979,245,0.979,TRUE,FALSE,"RAF inhibitor"
"TAK.715","Pearson.est","p38 MAPK inhibitor",-0.24987,-0.678,0.858,1239,1,TRUE,FALSE,"p38 MAPK inhibitor"
"TG.02","Pearson.est","FLT3 inhibitor",0.36106,0.928,0.547,625,0.834,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100572","Pearson.est","src inhibitor",-0.40434,-1.07,0.364,906,0.737,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",0.35731,0.932,0.527,180,0.674,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",0.38284,0.996,0.435,85,0.697,TRUE,FALSE,"JAK inhibitor"
"TG.101348","Pearson.est","JAK inhibitor",0.33275,0.873,0.584,429,0.73,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TW.37","Pearson.est","BCL inhibitor",-0.3009,-0.824,0.635,402,0.785,TRUE,FALSE,"BCL inhibitor"
"U.0126","Pearson.est","MEK inhibitor",0.27543,0.68,0.837,664,1,TRUE,FALSE,"MEK inhibitor"
"WHI.P154","Pearson.est","JAK inhibitor",-0.28931,-0.788,0.686,1075,0.825,TRUE,FALSE,"JAK inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.33667,0.898,0.545,416,0.91,TRUE,FALSE,"EGFR inhibitor"
"XL.647","Pearson.est","EGFR inhibitor",0.29312,0.771,0.703,466,0.93,TRUE,FALSE,"EGFR inhibitor, VEGFR inhibitor"
"XL388","Pearson.est","mTOR inhibitor",0.20662,0.514,0.971,588,0.99,TRUE,FALSE,"mTOR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",0.29633,0.724,0.819,407,0.953,TRUE,FALSE,"PI3K inhibitor"
"ZK.93423","Pearson.est","benzodiazepine receptor agonist",-0.40238,-1.13,0.303,1021,0.69,TRUE,FALSE,"benzodiazepine receptor agonist"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",0.36558,0.931,0.533,318,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"ZM.306416","Pearson.est","Abl kinase inhibitor",-0.32329,-0.898,0.525,1247,0.723,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","src inhibitor",-0.50581,-1.4,0.139,1046,0.602,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","VEGFR inhibitor",0.13418,0.33,0.999,208,1,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.447439","Pearson.est","Aurora kinase inhibitor",-0.15115,-0.402,0.998,1067,1,TRUE,FALSE,"Aurora kinase inhibitor"
"ajmaline","Pearson.est","sodium channel blocker",0.22375,0.572,0.94,33,0.936,TRUE,FALSE,"sodium channel blocker"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.57894,-1.53,0.0728,1134,0.393,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",0.2466,0.666,0.851,332,0.884,TRUE,FALSE,"DNA synthesis inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",-0.25698,-0.728,0.803,1160,0.968,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","CDK inhibitor",0.35969,0.886,0.595,623,0.955,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"aminopurvalanol.a","Pearson.est","tyrosine kinase inhibitor",-0.22404,-0.651,0.889,1148,0.943,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"amisulpride","Pearson.est","dopamine receptor antagonist",0.28692,0.732,0.785,210,1,TRUE,FALSE,"dopamine receptor antagonist"
"amonafide","Pearson.est","topoisomerase inhibitor",0.2678,0.733,0.752,385,0.876,TRUE,FALSE,"topoisomerase inhibitor"
"anguidine","Pearson.est","protein synthesis inhibitor",0.35944,0.94,0.531,69,0.914,TRUE,FALSE,"protein synthesis inhibitor"
"anisomycin","Pearson.est","DNA synthesis inhibitor",-0.34554,-0.955,0.479,1081,0.697,TRUE,FALSE,"DNA synthesis inhibitor"
"apatinib","Pearson.est","RET tyrosine kinase inhibitor",-0.47982,-1.3,0.2,642,0.532,TRUE,FALSE,"RET tyrosine kinase inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",-0.29609,-0.771,0.713,958,1,TRUE,FALSE,"MEK inhibitor"
"arcyriaflavin.a","Pearson.est","CDK inhibitor",0.32007,0.815,0.663,522,1,TRUE,FALSE,"CDK inhibitor"
"artemisinin","Pearson.est","DNA synthesis inhibitor",-0.44879,-1.17,0.269,1139,1,TRUE,FALSE,"DNA synthesis inhibitor"
"artesunate","Pearson.est","DNA synthesis inhibitor",-0.38595,-1.04,0.395,1173,0.878,TRUE,FALSE,"DNA synthesis inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",0.22472,0.566,0.924,206,0.961,TRUE,FALSE,"cyclooxygenase inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",-0.24221,-0.653,0.865,1235,0.946,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",-0.31997,-0.824,0.653,821,0.898,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",-0.35563,-0.964,0.497,967,0.949,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",-0.31528,-0.837,0.626,1144,0.782,TRUE,FALSE,"adrenergic receptor antagonist"
"atiprimod","Pearson.est","JAK inhibitor",0.2584,0.637,0.895,566,1,TRUE,FALSE,"JAK inhibitor, STAT inhibitor"
"axitinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.23702,0.632,0.881,285,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"axitinib","Pearson.est","VEGFR inhibitor",0.14804,0.403,0.995,187,0.997,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"azacitidine","Pearson.est","DNA methyltransferase inhibitor",0.3517,0.98,0.488,69,0.825,TRUE,FALSE,"DNA methyltransferase inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",-0.19517,-0.532,0.954,838,0.957,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.30278,0.824,0.629,448,0.975,TRUE,FALSE,"protein synthesis inhibitor"
"baricitinib","Pearson.est","JAK inhibitor",-0.34415,-0.933,0.491,924,0.731,TRUE,FALSE,"JAK inhibitor"
"beclomethasone.dipropionate","Pearson.est","glucocorticoid receptor agonist",-0.11569,-0.313,1,876,1,TRUE,FALSE,"glucocorticoid receptor agonist"
"belinostat","Pearson.est","HDAC inhibitor",0.36876,0.949,0.479,473,0.765,TRUE,FALSE,"HDAC inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",-0.28015,-0.714,0.811,1320,1,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzethonium","Pearson.est","sodium channel blocker",-0.26232,-0.754,0.743,921,0.827,TRUE,FALSE,"sodium channel blocker"
"benzocaine","Pearson.est","sodium channel blocker",-0.28408,-0.753,0.755,1220,0.838,TRUE,FALSE,"sodium channel blocker"
"betulinic.acid","Pearson.est","NFkB pathway inhibitor",0.26449,0.663,0.85,513,0.974,TRUE,FALSE,"apoptosis stimulant, NFkB pathway inhibitor"
"bexarotene","Pearson.est","retinoid receptor agonist",0.33776,0.905,0.569,12,0.872,TRUE,FALSE,"retinoid receptor agonist"
"bindarit","Pearson.est","NFkB pathway inhibitor",-0.28132,-0.769,0.74,1013,0.824,TRUE,FALSE,"NFkB pathway inhibitor"
"blebbistatin....","Pearson.est","ATPase inhibitor",-0.41599,-1.14,0.273,1275,0.585,TRUE,FALSE,"ATPase inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",0.15489,0.41,1,245,1,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"bosutinib","Pearson.est","Abl kinase inhibitor",0.36572,0.942,0.512,100,0.913,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"brefeldin.a","Pearson.est","protein synthesis inhibitor",0.17285,0.43,0.992,631,1,TRUE,FALSE,"protein synthesis inhibitor"
"brigatinib","Pearson.est","EGFR inhibitor",-0.41219,-1.09,0.325,1022,0.712,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor, EGFR inhibitor"
"brigatinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.24615,0.619,0.91,450,0.969,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor, EGFR inhibitor"
"buparlisib","Pearson.est","PI3K inhibitor",0.2262,0.569,0.95,281,1,TRUE,FALSE,"PI3K inhibitor"
"buphenine","Pearson.est","adrenergic receptor agonist",0.31434,0.814,0.676,441,0.975,TRUE,FALSE,"adrenergic receptor agonist"
"busulfan","Pearson.est","DNA inhibitor",-0.32692,-0.904,0.53,1074,0.7,TRUE,FALSE,"DNA inhibitor"
"butamben","Pearson.est","sodium channel blocker",0.30249,0.78,0.735,274,0.942,TRUE,FALSE,"sodium channel blocker"
"cabozantinib","Pearson.est","VEGFR inhibitor",-0.19737,-0.487,0.975,891,1,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"canertinib","Pearson.est","EGFR inhibitor",-0.213,-0.515,0.973,1023,0.971,TRUE,FALSE,"EGFR inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",-0.26355,-0.665,0.874,1070,0.927,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"capecitabine","Pearson.est","thymidylate synthase inhibitor",0.28117,0.725,0.762,139,0.902,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
