"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"CH5132799","Pearson.est","PI3K inhibitor",0.24933,0.692,0.812,374,0.922,TRUE,FALSE,"PI3K inhibitor"
"CHIR.98014","Pearson.est","glycogen synthase kinase inhibitor",0.30707,0.875,0.589,200,0.923,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"CHIR.99021","Pearson.est","glycogen synthase kinase inhibitor",0.24317,0.702,0.821,422,0.932,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"CL.218872","Pearson.est","benzodiazepine receptor agonist",0.35587,0.961,0.494,95,0.77,TRUE,FALSE,"benzodiazepine receptor agonist"
"CMPD.1","Pearson.est","p38 MAPK inhibitor",0.33193,0.903,0.549,530,0.911,TRUE,FALSE,"p38 MAPK inhibitor"
"CNX.2006","Pearson.est","EGFR inhibitor",-0.26165,-0.722,0.824,938,1,TRUE,FALSE,"EGFR inhibitor"
"CP.724714","Pearson.est","EGFR inhibitor",-0.39924,-1.15,0.271,1004,0.633,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CP.724714","Pearson.est","protein tyrosine kinase inhibitor",0.36088,0.978,0.482,103,0.946,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CPP","Pearson.est","glutamate receptor antagonist",-0.37298,-1.04,0.392,1093,0.791,TRUE,FALSE,"glutamate receptor antagonist"
"CUDC.907","Pearson.est","PI3K inhibitor",0.21189,0.556,0.959,168,1,TRUE,FALSE,"PI3K inhibitor"
"DMH1","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.39735,-1.14,0.276,1005,0.63,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"E7449","Pearson.est","PARP inhibitor",-0.46433,-1.21,0.256,1009,1,TRUE,FALSE,"PARP inhibitor"
"ENMD.2076","Pearson.est","FLT3 inhibitor",0.13827,0.387,0.995,457,0.997,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",0.18116,0.502,0.964,240,1,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"EVP4593","Pearson.est","NFkB pathway inhibitor",-0.3959,-1.14,0.267,938,0.652,TRUE,FALSE,"NFkB pathway inhibitor"
"FERb.033","Pearson.est","EGFR inhibitor",-0.41601,-1.15,0.276,1092,0.609,TRUE,FALSE,"EGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",-0.25672,-0.702,0.788,1261,0.917,TRUE,FALSE,"cyclooxygenase inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",-0.14161,-0.397,1,178,0.998,TRUE,FALSE,"cyclooxygenase inhibitor"
"GDC.0879","Pearson.est","RAF inhibitor",-0.27029,-0.722,0.799,1097,0.898,TRUE,FALSE,"RAF inhibitor"
"GDC.0941","Pearson.est","PI3K inhibitor",0.13138,0.349,1,560,0.999,TRUE,FALSE,"PI3K inhibitor"
"GDC.0980","Pearson.est","mTOR inhibitor",-0.2136,-0.58,0.928,692,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"GDC.0980","Pearson.est","PI3K inhibitor",-0.17112,-0.462,0.995,1175,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"GSK.3.inhibitor.IX","Pearson.est","glycogen synthase kinase inhibitor",0.23983,0.638,0.891,266,1,TRUE,FALSE,"glycogen synthase kinase inhibitor, lipoxygenase inhibitor"
"GSK2110183","Pearson.est","AKT inhibitor",0.39064,0.996,0.426,400,0.915,TRUE,FALSE,"AKT inhibitor"
"GSK2126458","Pearson.est","mTOR inhibitor",0.19048,0.519,0.973,200,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"GSK2126458","Pearson.est","PI3K inhibitor",-0.3195,-0.873,0.554,946,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"GSK256066","Pearson.est","phosphodiesterase inhibitor",0.31345,0.868,0.596,237,0.85,TRUE,FALSE,"phosphodiesterase inhibitor"
"GTP.14564","Pearson.est","FLT3 inhibitor",0.21992,0.628,0.897,374,0.946,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GTP.14564","Pearson.est","tyrosine kinase inhibitor",-0.35534,-0.951,0.475,975,0.752,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.46582,-1.29,0.167,1035,0.912,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.501516","Pearson.est","PPAR receptor agonist",-0.39557,-1.17,0.232,1182,0.808,TRUE,FALSE,"PPAR receptor agonist"
"GW.583340","Pearson.est","EGFR inhibitor",0.19654,0.552,0.971,416,0.975,TRUE,FALSE,"EGFR inhibitor"
"GW.788388","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.23929,-0.66,0.856,955,0.857,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"GW.843682X","Pearson.est","PLK inhibitor",-0.26857,-0.72,0.786,1020,0.912,TRUE,FALSE,"PLK inhibitor"
"HA14.1","Pearson.est","BCL inhibitor",-0.4227,-1.18,0.238,1083,0.642,TRUE,FALSE,"BCL inhibitor"
"ICI.162846","Pearson.est","histamine receptor antagonist",-0.41075,-1.06,0.366,1083,0.789,TRUE,FALSE,"histamine receptor antagonist"
"IKK.2.inhibitor.V","Pearson.est","NFkB pathway inhibitor",-0.45227,-1.23,0.231,1046,0.56,TRUE,FALSE,"IKK inhibitor, NFkB pathway inhibitor"
"JNJ.16259685","Pearson.est","glutamate receptor antagonist",0.33542,0.977,0.477,647,0.737,TRUE,FALSE,"glutamate receptor antagonist"
"JNJ.7706621","Pearson.est","CDK inhibitor",0.36746,0.959,0.506,313,0.963,TRUE,FALSE,"CDK inhibitor"
"KI.8751","Pearson.est","KIT inhibitor",0.23083,0.621,0.918,305,0.956,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.31414,0.845,0.61,368,0.894,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",0.34398,0.962,0.486,413,0.882,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Aurora kinase inhibitor",-0.26198,-0.688,0.824,931,0.941,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.3658,0.959,0.493,401,0.772,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2478","Pearson.est","HSP inhibitor",0.25609,0.663,0.857,459,0.945,TRUE,FALSE,"HSP inhibitor"
"KX2.391","Pearson.est","src inhibitor",0.27697,0.75,0.767,289,0.947,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",-0.69084,-1.82,0.0098,1067,0.158,TRUE,FALSE,"retinoid receptor agonist"
"LGX818","Pearson.est","RAF inhibitor",-0.28214,-0.822,0.663,1024,0.976,TRUE,FALSE,"RAF inhibitor"
"LY2090314","Pearson.est","glycogen synthase kinase inhibitor",0.26678,0.676,0.859,96,0.924,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"LY2334737","Pearson.est","ribonucleotide reductase inhibitor",-0.25328,-0.723,0.793,1124,0.967,TRUE,FALSE,"antitumor agent, ribonucleotide reductase inhibitor"
"LY2784544","Pearson.est","JAK inhibitor",0.22189,0.578,0.947,473,0.956,TRUE,FALSE,"JAK inhibitor"
"LY2801653","Pearson.est","MET inhibitor",-0.33367,-0.869,0.623,1042,0.891,TRUE,FALSE,"MET inhibitor"
"LY3023414","Pearson.est","mTOR inhibitor",0.23663,0.628,0.885,353,0.888,TRUE,FALSE,"PI3K inhibitor, mTOR inhibitor"
"LY3023414","Pearson.est","PI3K inhibitor",0.30059,0.776,0.718,69,0.937,TRUE,FALSE,"PI3K inhibitor, mTOR inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",-0.16081,-0.439,0.992,1202,0.994,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",-0.21319,-0.575,0.944,915,1,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY364947","Pearson.est","TGF beta receptor inhibitor",-0.34149,-0.921,0.509,1114,0.751,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",-0.49935,-1.37,0.153,1111,0.394,TRUE,FALSE,"glutamate receptor antagonist"
"M.344","Pearson.est","HDAC inhibitor",0.31576,0.823,0.663,556,0.851,TRUE,FALSE,"HDAC inhibitor"
"MEK162","Pearson.est","MEK inhibitor",-0.18809,-0.496,0.97,1081,1,TRUE,FALSE,"MEK inhibitor"
"ML133","Pearson.est","potassium channel blocker",-0.40837,-1.1,0.329,1067,0.69,TRUE,FALSE,"potassium channel blocker"
"MLN0128","Pearson.est","mTOR inhibitor",-0.27981,-0.767,0.707,1041,0.886,TRUE,FALSE,"mTOR inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",0.36537,0.989,0.453,349,0.782,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MRS.1220","Pearson.est","adenosine receptor antagonist",-0.32259,-0.864,0.607,919,0.941,TRUE,FALSE,"adenosine receptor antagonist"
"MTPG","Pearson.est","glutamate receptor antagonist",-0.20791,-0.586,0.943,268,0.928,TRUE,FALSE,"glutamate receptor antagonist"
"NMS.E973","Pearson.est","HSP inhibitor",0.36329,0.966,0.488,634,0.9,TRUE,FALSE,"HSP inhibitor"
"NVP.BEZ235","Pearson.est","mTOR inhibitor",0.3535,0.932,0.515,569,0.737,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"NVP.BEZ235","Pearson.est","PI3K inhibitor",0.37289,0.995,0.453,387,0.813,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"NVP.BVU972","Pearson.est","MET inhibitor",-0.5693,-1.48,0.098,784,0.884,TRUE,FALSE,"MET inhibitor"
"NVP.TAE226","Pearson.est","protein tyrosine kinase inhibitor",-0.30337,-0.864,0.567,1273,0.737,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"ONX.0914","Pearson.est","proteasome inhibitor",-0.32726,-0.88,0.582,1129,0.827,TRUE,FALSE,"proteasome inhibitor"
"OSI.027","Pearson.est","mTOR inhibitor",-0.20059,-0.516,0.96,961,0.973,TRUE,FALSE,"mTOR inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",-0.32587,-0.888,0.578,1226,0.929,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",-0.63509,-1.89,0.0136,852,0.435,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",-0.40567,-1.19,0.277,895,0.568,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OTX015","Pearson.est","bromodomain inhibitor",-0.37951,-1.11,0.327,463,0.714,TRUE,FALSE,"bromodomain inhibitor"
"PD.0325901","Pearson.est","MEK inhibitor",0.31386,0.866,0.59,377,0.899,TRUE,FALSE,"MEK inhibitor"
"PD.153035","Pearson.est","EGFR inhibitor",-0.3736,-1.07,0.339,1038,0.666,TRUE,FALSE,"EGFR inhibitor"
"PD.168393","Pearson.est","EGFR inhibitor",-0.35642,-0.986,0.449,998,0.68,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.33146,0.886,0.56,252,0.774,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.184352","Pearson.est","MEK inhibitor",0.2589,0.673,0.835,500,0.877,TRUE,FALSE,"MEK inhibitor"
"PD.198306","Pearson.est","MEK inhibitor",-0.27269,-0.778,0.705,1038,0.786,TRUE,FALSE,"MAP kinase inhibitor, MEK inhibitor"
"PD.318088","Pearson.est","MEK inhibitor",0.15389,0.465,0.989,244,0.988,TRUE,FALSE,"MEK inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",-0.49996,-1.33,0.166,841,0.843,TRUE,FALSE,"MEK inhibitor"
"PF.04691502","Pearson.est","mTOR inhibitor",-0.15409,-0.426,0.995,1141,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.04691502","Pearson.est","PI3K inhibitor",0.34535,0.895,0.563,309,0.842,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.05212384","Pearson.est","mTOR inhibitor",-0.18857,-0.525,0.977,1164,0.969,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.05212384","Pearson.est","PI3K inhibitor",-0.26329,-0.738,0.788,1143,0.997,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PF.477736","Pearson.est","CHK inhibitor",-0.61626,-1.71,0.0313,1175,0.319,TRUE,FALSE,"CHK inhibitor"
"PF.4981517","Pearson.est","cytochrome P450 inhibitor",-0.38718,-1.06,0.367,1158,0.819,TRUE,FALSE,"cytochrome P450 inhibitor"
"PHA.680632","Pearson.est","Aurora kinase inhibitor",0.30695,0.817,0.674,386,0.837,TRUE,FALSE,"Aurora kinase inhibitor"
"PHA.848125","Pearson.est","CDK inhibitor",-0.37848,-1,0.439,922,0.833,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PHA.848125","Pearson.est","growth factor receptor inhibitor",-0.4733,-1.29,0.189,1057,0.763,TRUE,FALSE,"CDK inhibitor, growth factor receptor inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",0.3702,0.977,0.47,446,0.86,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI.828","Pearson.est","PI3K inhibitor",0.31166,0.809,0.671,321,0.939,TRUE,FALSE,"PI3K inhibitor"
"PI3K.IN.2","Pearson.est","PI3K inhibitor",-0.31211,-0.827,0.658,739,0.819,TRUE,FALSE,"PI3K inhibitor"
"PIK.75","Pearson.est","PI3K inhibitor",0.14376,0.373,0.997,490,0.998,TRUE,FALSE,"DNA protein kinase inhibitor, PI3K inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",-0.5224,-1.38,0.156,1275,0.533,TRUE,FALSE,"PARP inhibitor"
"PKI.179","Pearson.est","PI3K inhibitor",0.21398,0.558,0.93,432,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PLX.4720","Pearson.est","RAF inhibitor",0.28349,0.722,0.769,322,1,TRUE,FALSE,"RAF inhibitor"
"PP.1","Pearson.est","src inhibitor",0.26866,0.666,0.857,244,0.939,TRUE,FALSE,"src inhibitor"
"PP.121","Pearson.est","protein tyrosine kinase inhibitor",-0.4356,-1.13,0.31,892,0.918,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"PP.2","Pearson.est","src inhibitor",-0.46784,-1.26,0.209,743,0.958,TRUE,FALSE,"src inhibitor"
"PRT062070","Pearson.est","JAK inhibitor",0.3444,0.935,0.504,183,0.873,TRUE,FALSE,"JAK inhibitor, syk inhibitor"
"PSB.1115","Pearson.est","adenosine receptor antagonist",-0.50239,-1.41,0.127,1163,0.527,TRUE,FALSE,"adenosine receptor antagonist"
"PSI.7976","Pearson.est","HCV inhibitor",-0.51468,-1.46,0.0986,958,0.68,TRUE,FALSE,"HCV inhibitor"
"R306465","Pearson.est","HDAC inhibitor",0.31747,0.9,0.553,337,0.77,TRUE,FALSE,"HDAC inhibitor"
"R547","Pearson.est","CDK inhibitor",0.22394,0.609,0.909,293,0.905,TRUE,FALSE,"CDK inhibitor"
"RAF265","Pearson.est","VEGFR inhibitor",-0.52492,-1.57,0.0597,995,0.416,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",0.30935,0.803,0.664,482,1,TRUE,FALSE,"HDAC inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",-0.42661,-1.15,0.288,922,0.817,TRUE,FALSE,"HDAC inhibitor"
"RITA","Pearson.est","MDM inhibitor",-0.64406,-1.77,0.0381,1188,0.31,TRUE,FALSE,"MDM inhibitor"
"RS.16566","Pearson.est","serotonin receptor antagonist",0.28512,0.741,0.77,257,0.88,TRUE,FALSE,"serotonin receptor antagonist"
"RS.17053","Pearson.est","adrenergic receptor antagonist",-0.25211,-0.689,0.831,815,0.905,TRUE,FALSE,"adrenergic receptor antagonist"
"Ro.106.9920","Pearson.est","NFkB pathway inhibitor",0.35056,0.939,0.504,38,0.947,TRUE,FALSE,"NFkB pathway inhibitor"
"Ro.4987655","Pearson.est","MEK inhibitor",0.38196,0.986,0.451,280,1,TRUE,FALSE,"MEK inhibitor"
"Ro.9187","Pearson.est","HCV inhibitor",-0.39959,-1.06,0.383,846,0.777,TRUE,FALSE,"HCV inhibitor"
"SB.216641","Pearson.est","serotonin receptor antagonist",-0.32447,-0.906,0.51,415,0.897,TRUE,FALSE,"serotonin receptor antagonist"
"SB.218078","Pearson.est","CHK inhibitor",0.25946,0.705,0.797,965,0.982,TRUE,FALSE,"CHK inhibitor"
"SB.225002","Pearson.est","CC chemokine receptor antagonist",0.3131,0.866,0.621,448,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"SB.228357","Pearson.est","serotonin receptor antagonist",-0.27033,-0.767,0.721,349,0.88,TRUE,FALSE,"serotonin receptor antagonist"
"SB.2343","Pearson.est","mTOR inhibitor",-0.3434,-0.905,0.538,915,0.855,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"SB.2343","Pearson.est","PI3K inhibitor",-0.42015,-1.12,0.328,915,0.8,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"SB.431542","Pearson.est","TGF beta receptor inhibitor",-0.27793,-0.795,0.697,973,0.877,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.29527,0.833,0.654,211,0.903,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.590885","Pearson.est","RAF inhibitor",0.3112,0.826,0.633,683,0.819,TRUE,FALSE,"RAF inhibitor"
"SCH.58261","Pearson.est","adenosine receptor antagonist",-0.32594,-0.871,0.604,920,0.793,TRUE,FALSE,"adenosine receptor antagonist"
"SCH.900776","Pearson.est","CHK inhibitor",0.35042,0.966,0.468,169,1,TRUE,FALSE,"CHK inhibitor"
"SIB.1757","Pearson.est","glutamate receptor antagonist",-0.27173,-0.757,0.75,1114,0.845,TRUE,FALSE,"glutamate receptor antagonist"
"SNX.2112","Pearson.est","HSP inhibitor",0.32613,0.816,0.688,564,1,TRUE,FALSE,"HSP inhibitor"
"SNX.5422","Pearson.est","HSP inhibitor",-0.26306,-0.772,0.723,1169,1,TRUE,FALSE,"HSP inhibitor"
"SR.33805","Pearson.est","calcium channel blocker",0.32539,0.881,0.587,225,0.848,TRUE,FALSE,"calcium channel blocker"
"TAK.285","Pearson.est","EGFR inhibitor",-0.29809,-0.799,0.703,1089,0.882,TRUE,FALSE,"EGFR inhibitor"
"TAK.632","Pearson.est","RAF inhibitor",0.35851,0.947,0.51,69,0.744,TRUE,FALSE,"RAF inhibitor"
"TAK.715","Pearson.est","p38 MAPK inhibitor",-0.33688,-0.951,0.487,993,0.76,TRUE,FALSE,"p38 MAPK inhibitor"
"TAK.733","Pearson.est","MEK inhibitor",0.25706,0.721,0.771,208,0.982,TRUE,FALSE,"MEK inhibitor"
"TAK.901","Pearson.est","Aurora kinase inhibitor",0.35819,0.928,0.523,599,0.772,TRUE,FALSE,"Aurora kinase inhibitor"
"TG.02","Pearson.est","FLT3 inhibitor",-0.4287,-1.2,0.239,1006,0.633,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.02","Pearson.est","JAK inhibitor",-0.35843,-1.02,0.41,1048,0.638,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",-0.39322,-1.05,0.398,888,0.639,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",0.20035,0.553,0.944,177,0.954,TRUE,FALSE,"PI3K inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",-0.17813,-0.47,0.991,865,0.986,TRUE,FALSE,"JAK inhibitor"
"TG.101348","Pearson.est","FLT3 inhibitor",-0.28978,-0.821,0.631,1165,0.99,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG.101348","Pearson.est","JAK inhibitor",0.33364,0.847,0.63,498,0.792,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG100.115","Pearson.est","PI3K inhibitor",0.37616,0.993,0.415,356,0.724,TRUE,FALSE,"PI3K inhibitor"
"TH.302","Pearson.est","DNA alkylating agent",0.24688,0.681,0.859,109,0.99,TRUE,FALSE,"DNA alkylating agent"
"TWS.119","Pearson.est","glycogen synthase kinase inhibitor",-0.5852,-1.69,0.0645,1050,0.373,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"U.0126","Pearson.est","MEK inhibitor",-0.45576,-1.25,0.222,1087,0.733,TRUE,FALSE,"MEK inhibitor"
"UH.232....","Pearson.est","dopamine receptor antagonist",-0.32078,-0.886,0.599,1222,0.737,TRUE,FALSE,"dopamine receptor antagonist"
"VER.49009","Pearson.est","HSP inhibitor",-0.30133,-0.809,0.68,920,0.844,TRUE,FALSE,"HSP inhibitor"
"VX.702","Pearson.est","p38 MAPK inhibitor",0.19305,0.557,0.948,1051,0.953,TRUE,FALSE,"p38 MAPK inhibitor"
"WYE.125132","Pearson.est","mTOR inhibitor",0.37819,0.962,0.477,349,0.839,TRUE,FALSE,"mTOR inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",-0.24472,-0.673,0.877,1152,1,TRUE,FALSE,"EGFR inhibitor"
