"moa","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"microtubule inhibitor","NES","microtubule inhibitor",0.5738,1.91,0.0129,197,0.157
"mTOR inhibitor","NES","mTOR inhibitor",0.86138,2.71,0,131,0
"NFkB pathway inhibitor","NES","NFkB pathway inhibitor",0.22843,0.763,0.725,592,1
"opioid receptor agonist","NES","opioid receptor agonist",0.65588,2.24,0.00142,287,0.157
"p38 MAPK inhibitor","NES","p38 MAPK inhibitor",0.56154,1.86,0.0306,438,0.372
"PARP inhibitor","NES","PARP inhibitor",0.49364,1.69,0.0422,30,0.927
"PDGFR tyrosine kinase receptor inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.29515,1,0.44,281,0.818
"phosphatase inhibitor","NES","phosphatase inhibitor",0.31813,1.08,0.341,20,0.798
"phosphodiesterase inhibitor","NES","phosphodiesterase inhibitor",0.37141,1.24,0.246,165,0.779
"PI3K inhibitor","NES","PI3K inhibitor",0.67804,2.2,0,277,0.0796
"PLK inhibitor","NES","PLK inhibitor",0.82521,2.74,0.00168,88,0.00266
"potassium channel blocker","NES","potassium channel blocker",0.45712,1.56,0.0743,561,0.913
"PPAR receptor agonist","NES","PPAR receptor agonist",0.40356,1.39,0.156,496,0.454
"progesterone receptor agonist","NES","progesterone receptor agonist",0.21518,0.735,0.708,731,0.953
"proteasome inhibitor","NES","proteasome inhibitor",0.87986,3.06,0,60,0
"protein synthesis inhibitor","NES","protein synthesis inhibitor",0.25363,0.873,0.576,473,0.91
"protein tyrosine kinase inhibitor","NES","protein tyrosine kinase inhibitor",0.30202,1.05,0.4,40,0.903
"RAF inhibitor","NES","RAF inhibitor",0.8142,2.6,0,143,0.00344
"RET tyrosine kinase inhibitor","NES","RET tyrosine kinase inhibitor",0.52073,1.86,0.0316,257,0.251
"retinoid receptor agonist","NES","retinoid receptor agonist",0.41752,1.41,0.144,214,0.641
"ribonucleotide reductase inhibitor","NES","ribonucleotide reductase inhibitor",0.21824,0.73,0.75,729,0.859
"serotonin receptor antagonist","NES","serotonin receptor antagonist",0.31034,1.05,0.394,71,0.856
"sodium channel blocker","NES","sodium channel blocker",0.3029,0.998,0.424,380,0.775
"src inhibitor","NES","src inhibitor",0.35746,1.22,0.243,628,0.623
"sterol demethylase inhibitor","NES","sterol demethylase inhibitor",0.31921,1.09,0.372,520,0.761
"TGF beta receptor inhibitor","NES","TGF beta receptor inhibitor",0.5024,1.68,0.061,307,0.419
"thymidylate synthase inhibitor","NES","thymidylate synthase inhibitor",-0.24981,-0.943,0.485,336,0.673
"topoisomerase inhibitor","NES","topoisomerase inhibitor",0.78693,2.57,0,167,0.00399
"tubulin polymerization inhibitor","NES","tubulin polymerization inhibitor",0.87396,2.83,0,153,0
"tyrosine kinase inhibitor","NES","tyrosine kinase inhibitor",0.35807,1.2,0.276,164,0.762
"VEGFR inhibitor","NES","VEGFR inhibitor",0.50186,1.72,0.053,328,0.245
"vitamin D receptor agonist","NES","vitamin D receptor agonist",0.90997,3.04,0,128,0
