"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"BIBU.1361","Pearson.est","EGFR inhibitor",0.17942,0.444,0.992,488,0.991,TRUE,FALSE,"EGFR inhibitor"
"BIBX.1382","Pearson.est","EGFR inhibitor",0.26444,0.654,0.889,640,0.984,TRUE,FALSE,"EGFR inhibitor"
"BIX.02188","Pearson.est","MEK inhibitor",0.4022,0.96,0.503,265,0.921,TRUE,FALSE,"MEK inhibitor"
"BMS.599626","Pearson.est","EGFR inhibitor",0.28768,0.708,0.827,360,0.995,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"BMS.599626","Pearson.est","protein tyrosine kinase inhibitor",-0.3686,-0.995,0.448,1116,0.777,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CB.10.277","Pearson.est","DNA synthesis inhibitor",0.31893,0.796,0.765,902,0.946,TRUE,FALSE,"DNA synthesis inhibitor"
"CEP.37440","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.30286,0.739,0.786,535,0.91,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"CGP.37849","Pearson.est","glutamate receptor antagonist",-0.32584,-0.916,0.525,1339,0.79,TRUE,FALSE,"glutamate receptor antagonist"
"CGP.52411","Pearson.est","EGFR inhibitor",0.23545,0.579,0.946,233,1,TRUE,FALSE,"EGFR inhibitor"
"CHIR.99021","Pearson.est","glycogen synthase kinase inhibitor",0.34438,0.88,0.63,643,1,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"CNX.2006","Pearson.est","EGFR inhibitor",0.24238,0.604,0.925,152,0.954,TRUE,FALSE,"EGFR inhibitor"
"CP.673451","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.26349,0.617,0.905,382,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"CP.724714","Pearson.est","EGFR inhibitor",-0.33542,-0.891,0.552,1144,0.784,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CPP","Pearson.est","glutamate receptor antagonist",0.27507,0.666,0.889,605,0.999,TRUE,FALSE,"glutamate receptor antagonist"
"CUDC.101","Pearson.est","EGFR inhibitor",-0.19892,-0.546,0.973,1267,1,TRUE,FALSE,"EGFR inhibitor"
"CUDC.907","Pearson.est","PI3K inhibitor",0.25822,0.612,0.931,173,1,TRUE,FALSE,"PI3K inhibitor"
"DMH1","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.34356,0.859,0.663,110,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"E7449","Pearson.est","PARP inhibitor",0.30032,0.752,0.819,718,1,TRUE,FALSE,"PARP inhibitor"
"EMD.53998","Pearson.est","phosphodiesterase inhibitor",0.29053,0.698,0.85,753,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"ENMD.2076","Pearson.est","FLT3 inhibitor",0.30966,0.747,0.794,799,1,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",0.27918,0.68,0.886,597,1,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"FERb.033","Pearson.est","EGFR inhibitor",-0.29252,-0.731,0.795,1074,0.961,TRUE,FALSE,"EGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",0.36774,0.872,0.663,185,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",0.19178,0.474,0.984,804,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"GTP.14564","Pearson.est","FLT3 inhibitor",-0.27137,-0.802,0.691,581,0.979,TRUE,FALSE,"FLT3 inhibitor, tyrosine kinase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.70843,-1.87,0.0142,1108,0.286,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.583340","Pearson.est","EGFR inhibitor",0.26103,0.623,0.906,304,0.977,TRUE,FALSE,"EGFR inhibitor"
"GW.788388","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.3585,0.872,0.639,432,0.87,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"HA14.1","Pearson.est","BCL inhibitor",0.40902,0.98,0.487,32,0.946,TRUE,FALSE,"BCL inhibitor"
"ICI.162846","Pearson.est","histamine receptor antagonist",0.36347,0.848,0.675,307,1,TRUE,FALSE,"histamine receptor antagonist"
"IEM1754","Pearson.est","glutamate receptor antagonist",0.36544,0.884,0.637,485,1,TRUE,FALSE,"glutamate receptor antagonist"
"JNJ.16259685","Pearson.est","glutamate receptor antagonist",0.32699,0.795,0.706,379,1,TRUE,FALSE,"glutamate receptor antagonist"
"JNJ.26481585","Pearson.est","HDAC inhibitor",-0.24663,-0.66,0.873,1336,1,TRUE,FALSE,"HDAC inhibitor"
"JNJ.7706621","Pearson.est","CDK inhibitor",0.30508,0.732,0.803,231,0.963,TRUE,FALSE,"CDK inhibitor"
"KI.8751","Pearson.est","KIT inhibitor",0.15985,0.406,0.997,651,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.22561,-0.698,0.871,1261,0.951,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",-0.36142,-1.1,0.327,1257,0.525,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KX2.391","Pearson.est","src inhibitor",-0.38674,-1.17,0.265,519,0.872,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",-0.58872,-1.63,0.0769,1159,0.856,TRUE,FALSE,"retinoid receptor agonist"
"LY2334737","Pearson.est","ribonucleotide reductase inhibitor",0.38329,0.93,0.553,675,0.866,TRUE,FALSE,"antitumor agent, ribonucleotide reductase inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",0.37126,0.973,0.506,787,0.902,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",0.27077,0.709,0.845,830,0.981,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY364947","Pearson.est","p38 MAPK inhibitor",-0.32174,-0.875,0.56,1164,0.819,TRUE,FALSE,"TGF beta receptor inhibitor, p38 MAPK inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",0.23274,0.57,0.96,662,0.978,TRUE,FALSE,"glutamate receptor antagonist"
"MGCD.265","Pearson.est","VEGFR inhibitor",-0.23346,-0.717,0.855,1258,0.989,TRUE,FALSE,"VEGFR inhibitor"
"MK.0812","Pearson.est","CC chemokine receptor antagonist",-0.22465,-0.63,0.937,1190,0.995,TRUE,FALSE,"CC chemokine receptor antagonist"
"MK.2461","Pearson.est","VEGFR inhibitor",0.30746,0.744,0.809,288,0.9,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",-0.40601,-0.988,0.475,913,0.789,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MTPG","Pearson.est","glutamate receptor antagonist",0.28909,0.69,0.882,677,1,TRUE,FALSE,"glutamate receptor antagonist"
"NSC.3852","Pearson.est","HDAC inhibitor",0.41135,0.987,0.486,422,0.888,TRUE,FALSE,"HDAC inhibitor"
"NU6027","Pearson.est","CDK inhibitor",0.30907,0.755,0.781,329,0.868,TRUE,FALSE,"CDK inhibitor"
"NVP.TAE226","Pearson.est","protein tyrosine kinase inhibitor",0.30015,0.739,0.782,386,0.943,TRUE,FALSE,"protein tyrosine kinase inhibitor"
"NVP.TAE684","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.3065,0.74,0.807,392,0.993,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"ONC201","Pearson.est","AKT inhibitor",-0.59466,-1.7,0.0498,1148,0.427,TRUE,FALSE,"AKT inhibitor, MAP kinase inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",-0.17718,-0.54,0.983,1249,1,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.38925,0.964,0.507,121,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",-0.27385,-0.799,0.674,1297,0.922,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"PD.153035","Pearson.est","EGFR inhibitor",0.23527,0.566,0.93,399,0.987,TRUE,FALSE,"EGFR inhibitor"
"PD.168393","Pearson.est","EGFR inhibitor",-0.22134,-0.644,0.896,1252,1,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.345,0.864,0.594,329,0.819,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",-0.39885,-1.01,0.491,883,0.939,TRUE,FALSE,"MEK inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",0.35127,0.896,0.609,798,1,TRUE,FALSE,"PARP inhibitor"
"PP.2","Pearson.est","src inhibitor",0.37241,0.893,0.636,34,1,TRUE,FALSE,"src inhibitor"
"PPT","Pearson.est","estrogen receptor agonist",-0.22413,-0.649,0.901,301,0.896,TRUE,FALSE,"estrogen receptor agonist"
"PSI.7976","Pearson.est","HCV inhibitor",-0.2753,-0.782,0.75,370,0.907,TRUE,FALSE,"HCV inhibitor"
"RAF265","Pearson.est","RAF inhibitor",0.39161,0.934,0.535,193,0.827,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG108","Pearson.est","DNA methyltransferase inhibitor",-0.63794,-1.88,0.0237,1179,0.184,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",0.3732,0.925,0.53,448,0.809,TRUE,FALSE,"HDAC inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",-0.30199,-0.761,0.727,1111,0.851,TRUE,FALSE,"HDAC inhibitor"
"RS.16566","Pearson.est","serotonin receptor antagonist",-0.18598,-0.539,0.92,1348,0.968,TRUE,FALSE,"serotonin receptor antagonist"
"RS.17053","Pearson.est","adrenergic receptor antagonist",-0.2865,-0.782,0.702,952,0.957,TRUE,FALSE,"adrenergic receptor antagonist"
"RS.504393","Pearson.est","CC chemokine receptor antagonist",-0.46429,-1.4,0.11,624,0.75,TRUE,FALSE,"CC chemokine receptor antagonist"
"Ro.106.9920","Pearson.est","NFkB pathway inhibitor",-0.36096,-1.02,0.385,1084,0.89,TRUE,FALSE,"NFkB pathway inhibitor"
"SAR131675","Pearson.est","VEGFR inhibitor",0.26975,0.637,0.905,270,0.995,TRUE,FALSE,"VEGFR inhibitor"
"SB.200646","Pearson.est","serotonin receptor antagonist",-0.25229,-0.759,0.733,1346,1,TRUE,FALSE,"serotonin receptor antagonist"
"SB.216641","Pearson.est","serotonin receptor antagonist",-0.38835,-1.17,0.267,520,0.54,TRUE,FALSE,"serotonin receptor antagonist"
"SB.225002","Pearson.est","CC chemokine receptor antagonist",0.29439,0.729,0.851,213,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.37175,0.928,0.563,380,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.525334","Pearson.est","TGF beta receptor inhibitor",0.40081,0.989,0.469,23,0.878,TRUE,FALSE,"TGF beta receptor inhibitor"
"SGI.1027","Pearson.est","DNA methyltransferase inhibitor",-0.50428,-1.29,0.2,975,0.633,TRUE,FALSE,"DNA methyltransferase inhibitor"
"SIB.1757","Pearson.est","glutamate receptor antagonist",0.39648,0.986,0.454,567,0.661,TRUE,FALSE,"glutamate receptor antagonist"
"SKF.96365","Pearson.est","calcium channel blocker",0.41861,0.995,0.484,475,1,TRUE,FALSE,"calcium channel blocker"
"SR.57227A","Pearson.est","serotonin receptor agonist",-0.38059,-1.17,0.248,1349,0.656,TRUE,FALSE,"serotonin receptor agonist"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.22464,0.523,0.973,190,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",0.35243,0.819,0.697,383,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.285","Pearson.est","EGFR inhibitor",0.26759,0.658,0.901,305,0.982,TRUE,FALSE,"EGFR inhibitor"
"TG.02","Pearson.est","FLT3 inhibitor",0.29192,0.715,0.838,675,1,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100572","Pearson.est","src inhibitor",0.34749,0.84,0.673,437,0.868,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",0.3014,0.737,0.784,409,0.872,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TWS.119","Pearson.est","glycogen synthase kinase inhibitor",0.32787,0.817,0.732,871,0.939,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"UNBS.5162","Pearson.est","CC chemokine receptor antagonist",-0.35682,-1.04,0.389,1263,0.786,TRUE,FALSE,"CC chemokine receptor antagonist"
"WHI.P154","Pearson.est","JAK inhibitor",0.39887,0.972,0.519,168,1,TRUE,FALSE,"JAK inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.34717,0.828,0.703,517,0.803,TRUE,FALSE,"EGFR inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",-0.3108,-0.947,0.482,1227,1,TRUE,FALSE,"EGFR inhibitor"
"WZ8040","Pearson.est","EGFR inhibitor",0.27368,0.651,0.871,680,0.955,TRUE,FALSE,"EGFR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",0.41731,0.967,0.517,422,1,TRUE,FALSE,"PI3K inhibitor"
"ZK.93423","Pearson.est","benzodiazepine receptor agonist",-0.28998,-0.822,0.654,1274,0.861,TRUE,FALSE,"benzodiazepine receptor agonist"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",-0.30952,-0.869,0.565,416,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"ZM.306416","Pearson.est","Abl kinase inhibitor",0.28235,0.684,0.858,404,1,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","src inhibitor",0.40556,0.981,0.484,285,0.884,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","VEGFR inhibitor",-0.46856,-1.3,0.184,1081,0.597,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"acetylsalicylsalicylic.acid","Pearson.est","cyclooxygenase inhibitor",0.3724,0.892,0.606,444,0.874,TRUE,FALSE,"cyclooxygenase inhibitor"
"adarotene","Pearson.est","retinoid receptor agonist",-0.29397,-0.862,0.628,1168,0.929,TRUE,FALSE,"retinoid receptor agonist"
"ajmaline","Pearson.est","sodium channel blocker",0.32785,0.785,0.773,265,1,TRUE,FALSE,"sodium channel blocker"
"alpelisib","Pearson.est","PI3K inhibitor",0.17551,0.453,0.988,393,1,TRUE,FALSE,"PI3K inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",0.30861,0.764,0.732,561,0.818,TRUE,FALSE,"DNA synthesis inhibitor"
"alvespimycin","Pearson.est","HSP inhibitor",0.40096,0.986,0.478,280,0.855,TRUE,FALSE,"HSP inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",0.39584,0.952,0.545,170,0.769,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","CDK inhibitor",0.3902,0.935,0.544,544,0.881,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"aminopurvalanol.a","Pearson.est","tyrosine kinase inhibitor",0.38795,0.938,0.556,454,0.895,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"anagrelide","Pearson.est","phosphodiesterase inhibitor",-0.31083,-0.783,0.735,1135,0.827,TRUE,FALSE,"phosphodiesterase inhibitor"
"anisomycin","Pearson.est","DNA synthesis inhibitor",0.27268,0.669,0.882,631,1,TRUE,FALSE,"DNA synthesis inhibitor"
"apatinib","Pearson.est","RET tyrosine kinase inhibitor",-0.55985,-1.77,0.00943,753,0.255,TRUE,FALSE,"RET tyrosine kinase inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",0.41173,0.984,0.488,484,0.868,TRUE,FALSE,"MEK inhibitor"
"aripiprazole","Pearson.est","serotonin receptor antagonist",-0.28939,-0.757,0.718,640,0.881,TRUE,FALSE,"serotonin receptor agonist, serotonin receptor antagonist"
"artesunate","Pearson.est","DNA synthesis inhibitor",0.33695,0.824,0.702,242,0.915,TRUE,FALSE,"DNA synthesis inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",0.33358,0.848,0.635,541,0.827,TRUE,FALSE,"cyclooxygenase inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",0.37632,0.908,0.592,254,0.867,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",0.31563,0.764,0.757,439,0.896,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",-0.50917,-1.33,0.162,1154,0.721,TRUE,FALSE,"adrenergic receptor antagonist"
"atipamezole","Pearson.est","adrenergic receptor antagonist",0.39258,0.926,0.575,651,0.838,TRUE,FALSE,"adrenergic receptor antagonist"
"axitinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.28344,0.706,0.828,394,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"axitinib","Pearson.est","VEGFR inhibitor",-0.22888,-0.7,0.844,1158,0.978,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"azacitidine","Pearson.est","DNA methyltransferase inhibitor",0.37516,0.904,0.587,300,0.863,TRUE,FALSE,"DNA methyltransferase inhibitor"
"azithromycin","Pearson.est","bacterial 50S ribosomal subunit inhibitor",0.37333,0.902,0.597,222,0.882,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",0.38039,0.957,0.531,415,1,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",-0.32283,-0.834,0.647,1032,1,TRUE,FALSE,"protein synthesis inhibitor"
"belinostat","Pearson.est","HDAC inhibitor",0.26005,0.645,0.89,402,0.984,TRUE,FALSE,"HDAC inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",0.38309,0.967,0.475,318,0.794,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzocaine","Pearson.est","sodium channel blocker",0.2715,0.657,0.859,367,0.979,TRUE,FALSE,"sodium channel blocker"
"beta.lapachone","Pearson.est","topoisomerase inhibitor",-0.34511,-0.959,0.505,997,0.811,TRUE,FALSE,"topoisomerase inhibitor"
"betamethasone","Pearson.est","glucocorticoid receptor agonist",0.36353,0.989,0.432,140,0.695,TRUE,FALSE,"glucocorticoid receptor agonist"
"bindarit","Pearson.est","NFkB pathway inhibitor",0.30543,0.764,0.726,692,0.964,TRUE,FALSE,"NFkB pathway inhibitor"
"blebbistatin....","Pearson.est","ATPase inhibitor",-0.29108,-0.809,0.644,1187,0.872,TRUE,FALSE,"ATPase inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",0.24889,0.624,0.908,214,0.966,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"bosutinib","Pearson.est","Abl kinase inhibitor",0.37728,0.963,0.508,624,0.869,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"brefeldin.a","Pearson.est","protein synthesis inhibitor",0.33703,0.841,0.613,388,0.871,TRUE,FALSE,"protein synthesis inhibitor"
"busulfan","Pearson.est","DNA inhibitor",0.30068,0.747,0.793,686,1,TRUE,FALSE,"DNA inhibitor"
"butamben","Pearson.est","sodium channel blocker",0.26956,0.701,0.862,629,1,TRUE,FALSE,"sodium channel blocker"
"cabozantinib","Pearson.est","VEGFR inhibitor",0.35758,0.883,0.603,482,0.886,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"capecitabine","Pearson.est","thymidylate synthase inhibitor",0.33417,0.838,0.651,538,0.925,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboplatin","Pearson.est","DNA alkylating agent",0.28532,0.7,0.867,530,1,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carmofur","Pearson.est","thymidylate synthase inhibitor",0.35203,0.892,0.631,476,0.881,TRUE,FALSE,"thymidylate synthase inhibitor"
"carmustine","Pearson.est","DNA alkylating agent",0.32651,0.825,0.738,722,0.952,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carmustine","Pearson.est","DNA inhibitor",0.33501,0.846,0.671,624,0.994,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carvedilol","Pearson.est","adrenergic receptor antagonist",0.32054,0.792,0.763,378,1,TRUE,FALSE,"adrenergic receptor antagonist"
"cediranib","Pearson.est","KIT inhibitor",0.32081,0.805,0.744,37,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cediranib","Pearson.est","VEGFR inhibitor",0.2375,0.6,0.945,207,0.987,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cephalomannine","Pearson.est","DNA polymerase inhibitor",0.28012,0.686,0.872,318,1,TRUE,FALSE,"DNA polymerase inhibitor"
"chlorambucil","Pearson.est","DNA inhibitor",0.29569,0.744,0.764,227,0.927,TRUE,FALSE,"DNA inhibitor"
"chloramphenicol.palmitate","Pearson.est","protein synthesis inhibitor",0.32289,0.82,0.698,147,1,TRUE,FALSE,"protein synthesis inhibitor"
"chlorogenic.acid","Pearson.est","antioxidant",-0.35212,-0.983,0.471,1128,0.752,TRUE,FALSE,"antioxidant"
"chloropyramine","Pearson.est","histamine receptor antagonist",0.24951,0.721,0.802,99,0.904,TRUE,FALSE,"histamine receptor antagonist"
"cibenzoline","Pearson.est","sodium channel blocker",-0.28227,-0.707,0.813,1048,0.965,TRUE,FALSE,"sodium channel blocker"
"cilostamide","Pearson.est","phosphodiesterase inhibitor",-0.47919,-1.42,0.119,1176,0.52,TRUE,FALSE,"phosphodiesterase inhibitor"
"cinnarazine","Pearson.est","calcium channel blocker",0.31148,0.735,0.817,281,1,TRUE,FALSE,"calcium channel blocker"
"ciprofibrate","Pearson.est","PPAR receptor agonist",-0.36066,-0.98,0.42,1017,0.775,TRUE,FALSE,"PPAR receptor agonist"
"cladribine","Pearson.est","ribonucleotide reductase inhibitor",-0.2573,-0.719,0.822,1248,0.891,TRUE,FALSE,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor"
"clebopride","Pearson.est","dopamine receptor antagonist",-0.39296,-1.08,0.343,1123,0.519,TRUE,FALSE,"dopamine receptor antagonist"
"clindamycin.phosphate","Pearson.est","protein synthesis inhibitor",-0.51017,-1.47,0.0928,1163,0.361,TRUE,FALSE,"protein synthesis inhibitor"
"clofoctol","Pearson.est","protein synthesis inhibitor",-0.28092,-0.722,0.797,1313,0.912,TRUE,FALSE,"protein synthesis inhibitor"
"clotrimazole","Pearson.est","cytochrome P450 inhibitor",0.31497,0.794,0.743,68,1,TRUE,FALSE,"cytochrome P450 inhibitor, imidazoline receptor ligand"
"cobicistat","Pearson.est","cytochrome P450 inhibitor",0.30603,0.732,0.799,634,0.997,TRUE,FALSE,"cytochrome P450 inhibitor"
"crenolanib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.31561,0.786,0.77,627,0.957,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"curcumin","Pearson.est","cyclooxygenase inhibitor",0.29379,0.729,0.823,417,0.975,TRUE,FALSE,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor"
"cytarabine","Pearson.est","ribonucleotide reductase inhibitor",-0.33579,-0.879,0.548,1085,0.791,TRUE,FALSE,"ribonucleotide reductase inhibitor"
"dacarbazine","Pearson.est","DNA alkylating agent",0.28294,0.729,0.756,69,1,TRUE,FALSE,"DNA alkylating agent"
"dacomitinib","Pearson.est","EGFR inhibitor",0.4091,0.965,0.529,279,0.838,TRUE,FALSE,"EGFR inhibitor"
