"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"AZD1480","Pearson.est","RET tyrosine kinase inhibitor",-0.36486,-0.955,0.464,54,0.663,FALSE,NA,"JAK inhibitor"
"AZD1480","Pearson.est","src inhibitor",0.54967,1.25,0.188,26,0.634,FALSE,NA,"JAK inhibitor"
"AZD1480","Pearson.est","topoisomerase inhibitor",0.38006,0.887,0.605,75,0.881,FALSE,NA,"JAK inhibitor"
"AZD1480","Pearson.est","tubulin polymerization inhibitor",0.55571,1.28,0.173,47,0.842,FALSE,NA,"JAK inhibitor"
"AZD1480","Pearson.est","tyrosine kinase inhibitor",0.22743,0.524,0.975,64,0.976,FALSE,NA,"JAK inhibitor"
"AZD1480","Pearson.est","VEGFR inhibitor",0.38777,0.882,0.623,40,0.779,FALSE,NA,"JAK inhibitor"
"AZD4547","Pearson.est","EGFR inhibitor",-0.49799,-1.28,0.179,117,0.362,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","Abl kinase inhibitor",0.47519,1.05,0.398,1,0.538,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","BCL inhibitor",-0.36667,-0.972,0.535,55,0.486,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","FLT3 inhibitor",0.73826,1.67,0.0104,45,0.153,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","KIT inhibitor",0.66896,1.5,0.0433,34,0.116,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","mTOR inhibitor",0.61074,1.38,0.0836,64,0.197,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.72197,1.63,0.0188,45,0.0695,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","RAF inhibitor",0.44749,0.999,0.474,67,0.563,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","RET tyrosine kinase inhibitor",0.61213,1.36,0.119,45,0.192,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","src inhibitor",0.41824,0.918,0.568,30,0.636,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","topoisomerase inhibitor",0.36667,0.826,0.719,100,0.71,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","tubulin polymerization inhibitor",0.71333,1.62,0.0153,48,0.0578,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","tyrosine kinase inhibitor",0.55506,1.24,0.208,45,0.3,FALSE,NA,"FGFR inhibitor"
"AZD4547","Pearson.est","VEGFR inhibitor",0.72579,1.63,0.0126,11,0.0695,FALSE,NA,"FGFR inhibitor"
"AZD6482","Pearson.est","EGFR inhibitor",0.42472,1.05,0.387,84,0.643,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","Abl kinase inhibitor",0.36434,0.911,0.579,10,0.745,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","BCL inhibitor",-0.26667,-0.758,0.722,40,0.758,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","FLT3 inhibitor",0.34834,0.87,0.63,49,0.741,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","KIT inhibitor",0.33714,0.834,0.658,48,0.729,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","mTOR inhibitor",0.98658,2.41,0,8,0,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.31998,0.799,0.699,69,0.721,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","RAF inhibitor",0.39467,0.987,0.474,79,0.682,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","RET tyrosine kinase inhibitor",0.63493,1.57,0.0376,48,0.196,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","src inhibitor",0.46571,1.18,0.258,38,0.677,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","topoisomerase inhibitor",0.52305,1.28,0.189,53,0.582,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","tubulin polymerization inhibitor",0.45333,1.12,0.3,87,0.686,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","tyrosine kinase inhibitor",0.66895,1.66,0.0273,48,0.185,FALSE,NA,"PI3K inhibitor"
"AZD6482","Pearson.est","VEGFR inhibitor",0.42917,1.06,0.39,19,0.714,FALSE,NA,"PI3K inhibitor"
"AZD7762","Pearson.est","EGFR inhibitor",-0.34247,-0.891,0.565,50,0.593,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","Abl kinase inhibitor",0.64088,1.55,0.0342,23,0.122,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","BCL inhibitor",0.39646,0.952,0.53,26,0.791,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","FLT3 inhibitor",0.61774,1.51,0.0518,19,0.129,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","KIT inhibitor",0.27668,0.665,0.888,58,0.888,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","mTOR inhibitor",0.48322,1.15,0.294,83,0.485,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.38215,0.923,0.557,58,0.754,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","RAF inhibitor",-0.61074,-1.65,0.0134,91,0.0629,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","RET tyrosine kinase inhibitor",0.31949,0.777,0.775,74,0.922,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","src inhibitor",0.74,1.75,0.00684,44,0.0445,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","topoisomerase inhibitor",0.71333,1.72,0.00357,48,0.041,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","tubulin polymerization inhibitor",0.94667,2.25,0,13,0,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","tyrosine kinase inhibitor",0.48086,1.15,0.289,23,0.485,FALSE,NA,"CHK inhibitor"
"AZD7762","Pearson.est","VEGFR inhibitor",0.30884,0.739,0.801,58,0.886,FALSE,NA,"CHK inhibitor"
"AZD8055","Pearson.est","EGFR inhibitor",-0.43151,-1.17,0.237,63,0.502,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","Abl kinase inhibitor",0.45874,1.08,0.352,78,1,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","BCL inhibitor",0.41075,0.95,0.516,54,0.904,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","FLT3 inhibitor",0.37584,0.893,0.605,99,0.914,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","KIT inhibitor",0.33615,0.8,0.717,102,0.883,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","mTOR inhibitor",0.95333,2.26,0,12,0,TRUE,TRUE,"mTOR inhibitor"
"AZD8055","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.33535,0.787,0.738,99,0.822,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","RAF inhibitor",-0.32886,-0.855,0.632,49,0.644,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","RET tyrosine kinase inhibitor",0.37333,0.886,0.627,99,0.825,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","src inhibitor",0.41333,0.959,0.504,93,1,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","topoisomerase inhibitor",0.44,1.04,0.424,89,1,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","tubulin polymerization inhibitor",0.90667,2.13,0,19,0.000501,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","tyrosine kinase inhibitor",0.4089,0.965,0.513,64,1,FALSE,NA,"mTOR inhibitor"
"AZD8055","Pearson.est","VEGFR inhibitor",0.3145,0.756,0.786,108,0.793,FALSE,NA,"mTOR inhibitor"
"BI.2536","Pearson.est","EGFR inhibitor",-0.54795,-1.48,0.0833,80,0.517,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","Abl kinase inhibitor",0.1934,0.443,0.989,69,0.994,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","BCL inhibitor",0.45773,1.07,0.378,34,1,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","FLT3 inhibitor",0.35902,0.841,0.677,87,0.913,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","KIT inhibitor",-0.39583,-1.06,0.339,57,1,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","mTOR inhibitor",0.42953,0.987,0.485,91,0.97,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.26573,-0.711,0.797,38,0.818,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","RAF inhibitor",-0.3557,-0.985,0.473,53,0.687,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","RET tyrosine kinase inhibitor",-0.38,-1.04,0.416,57,0.774,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","src inhibitor",0.38603,0.89,0.625,8,0.988,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","topoisomerase inhibitor",0.86,2.01,0,26,0.00166,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","tubulin polymerization inhibitor",0.98,2.28,0,8,0,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","tyrosine kinase inhibitor",0.34031,0.79,0.742,2,0.859,FALSE,NA,"PLK inhibitor"
"BI.2536","Pearson.est","VEGFR inhibitor",-0.27338,-0.753,0.75,38,0.92,FALSE,NA,"PLK inhibitor"
"BIBR.1532","Pearson.est","EGFR inhibitor",0.34122,0.841,0.666,83,0.723,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","Abl kinase inhibitor",0.55419,1.39,0.115,44,0.212,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","BCL inhibitor",0.72667,1.81,0.00843,46,0.109,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","FLT3 inhibitor",0.39599,1.01,0.439,41,0.573,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","KIT inhibitor",0.51258,1.27,0.177,11,0.308,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","mTOR inhibitor",0.27567,0.679,0.873,61,0.861,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.59418,1.49,0.0678,33,0.243,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","RAF inhibitor",0.69845,1.76,0.0147,22,0.0785,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","RET tyrosine kinase inhibitor",0.5721,1.44,0.0772,9,0.239,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","src inhibitor",-0.28667,-0.787,0.756,43,0.718,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","topoisomerase inhibitor",0.35203,0.879,0.598,81,0.726,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","tubulin polymerization inhibitor",0.47145,1.15,0.278,66,0.413,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","tyrosine kinase inhibitor",0.60518,1.5,0.073,13,0.303,FALSE,NA,"telomerase inhibitor"
"BIBR.1532","Pearson.est","VEGFR inhibitor",0.57087,1.41,0.0982,33,0.227,FALSE,NA,"telomerase inhibitor"
"BIX.01294","Pearson.est","EGFR inhibitor",0.2313,0.528,0.976,61,0.979,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","Abl kinase inhibitor",0.49019,1.12,0.32,46,0.505,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","BCL inhibitor",0.61151,1.41,0.0892,8,0.211,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","FLT3 inhibitor",0.63764,1.47,0.0495,35,0.241,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","KIT inhibitor",0.53775,1.23,0.193,15,0.372,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","mTOR inhibitor",0.74764,1.71,0.00806,29,0.131,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.40112,0.922,0.566,9,0.748,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","RAF inhibitor",-0.54362,-1.4,0.129,81,0.108,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","RET tyrosine kinase inhibitor",0.65263,1.48,0.0515,31,0.339,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","src inhibitor",0.48641,1.11,0.323,46,0.468,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","topoisomerase inhibitor",0.30166,0.69,0.889,52,0.949,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","tubulin polymerization inhibitor",0.60667,1.37,0.0941,64,0.22,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","tyrosine kinase inhibitor",0.63583,1.44,0.0642,31,0.22,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BIX.01294","Pearson.est","VEGFR inhibitor",0.32692,0.743,0.821,31,0.97,FALSE,NA,"histone lysine methyltransferase inhibitor"
"BMS.345541","Pearson.est","EGFR inhibitor",-0.42466,-1.08,0.329,62,0.334,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","Abl kinase inhibitor",0.32034,0.711,0.864,74,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","BCL inhibitor",0.35565,0.815,0.709,48,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","FLT3 inhibitor",0.47651,1.08,0.351,84,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","KIT inhibitor",0.27083,0.609,0.938,116,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","mTOR inhibitor",0.44371,1,0.464,57,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.34124,0.763,0.786,64,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","RAF inhibitor",-0.42282,-1.08,0.303,63,0.334,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","RET tyrosine kinase inhibitor",0.45333,1.03,0.451,87,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","src inhibitor",0.41019,0.912,0.592,41,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","topoisomerase inhibitor",0.57963,1.31,0.126,51,0.872,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","tubulin polymerization inhibitor",0.96667,2.16,0,10,0,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","tyrosine kinase inhibitor",0.39062,0.882,0.645,87,1,FALSE,NA,"IKK inhibitor"
"BMS.345541","Pearson.est","VEGFR inhibitor",0.24711,0.565,0.971,116,0.961,FALSE,NA,"IKK inhibitor"
"BMS.754807","Pearson.est","EGFR inhibitor",-0.43836,-1.16,0.248,64,0.785,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","Abl kinase inhibitor",0.58234,1.37,0.105,4,0.408,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","BCL inhibitor",0.30916,0.718,0.836,97,1,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","FLT3 inhibitor",0.70484,1.63,0.021,15,0.254,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","KIT inhibitor",0.17885,0.417,0.993,125,0.996,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","mTOR inhibitor",0.34899,0.831,0.694,103,1,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.29075,0.689,0.881,83,0.953,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","RAF inhibitor",-0.37785,-1.04,0.387,123,0.594,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","RET tyrosine kinase inhibitor",0.43659,1.02,0.418,33,0.963,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","src inhibitor",-0.22667,-0.592,0.936,34,0.956,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","topoisomerase inhibitor",0.32667,0.758,0.779,106,1,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","tubulin polymerization inhibitor",0.60667,1.41,0.095,64,0.498,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","tyrosine kinase inhibitor",0.50641,1.17,0.261,33,0.724,FALSE,NA,"IGF-1 inhibitor"
"BMS.754807","Pearson.est","VEGFR inhibitor",0.33807,0.787,0.754,86,1,FALSE,NA,"IGF-1 inhibitor"
"CD.437","Pearson.est","EGFR inhibitor",-0.44711,-1.24,0.208,96,0.785,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","Abl kinase inhibitor",-0.23333,-0.647,0.892,35,0.909,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","BCL inhibitor",0.48268,1.09,0.369,50,1,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","FLT3 inhibitor",0.31122,0.728,0.803,94,1,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","KIT inhibitor",-0.42361,-1.19,0.255,61,0.469,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","mTOR inhibitor",0.31544,0.736,0.814,108,1,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.35152,0.809,0.732,95,1,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","RAF inhibitor",0.41937,0.964,0.513,76,1,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","RET tyrosine kinase inhibitor",-0.40667,-1.1,0.336,61,0.415,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","src inhibitor",0.29999,0.695,0.847,20,0.952,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","topoisomerase inhibitor",0.99333,2.32,0,6,0,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","tubulin polymerization inhibitor",0.86667,1.98,0,25,0.00248,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","tyrosine kinase inhibitor",0.2697,0.632,0.931,10,0.912,FALSE,NA,"retinoid receptor agonist"
"CD.437","Pearson.est","VEGFR inhibitor",0.34618,0.803,0.724,96,1,FALSE,NA,"retinoid receptor agonist"
"CHIR.99021","Pearson.est","EGFR inhibitor",0.52157,1.32,0.17,62,0.66,FALSE,NA,"glycogen synthase kinase inhibitor"
"CHIR.99021","Pearson.est","Abl kinase inhibitor",0.46667,1.17,0.263,85,0.889,FALSE,NA,"glycogen synthase kinase inhibitor"
"CHIR.99021","Pearson.est","BCL inhibitor",0.43312,1.06,0.394,47,1,FALSE,NA,"glycogen synthase kinase inhibitor"
