"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"CUDC.907","Pearson.est","PI3K inhibitor",-0.26542,-0.738,0.768,1154,0.874,TRUE,FALSE,"PI3K inhibitor"
"DMH1","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.29148,-0.858,0.59,390,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"E7449","Pearson.est","PARP inhibitor",0.34592,0.851,0.685,669,0.896,TRUE,FALSE,"PARP inhibitor"
"EMD.53998","Pearson.est","phosphodiesterase inhibitor",-0.21285,-0.632,0.889,285,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"ENMD.2076","Pearson.est","FLT3 inhibitor",0.36497,0.91,0.614,262,0.904,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",0.20882,0.517,0.985,205,0.975,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",0.22382,0.543,0.961,520,0.997,TRUE,FALSE,"cyclooxygenase inhibitor"
"FR.122047","Pearson.est","cyclooxygenase inhibitor",0.2877,0.74,0.806,23,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",0.35262,0.862,0.648,435,0.95,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.501516","Pearson.est","PPAR receptor agonist",-0.23426,-0.651,0.904,1279,0.934,TRUE,FALSE,"PPAR receptor agonist"
"GW.583340","Pearson.est","EGFR inhibitor",0.25148,0.641,0.919,756,0.98,TRUE,FALSE,"EGFR inhibitor"
"GW.788388","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.54618,-1.39,0.137,807,0.6,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"HA14.1","Pearson.est","BCL inhibitor",-0.54493,-1.43,0.113,943,0.645,TRUE,FALSE,"BCL inhibitor"
"ICI.162846","Pearson.est","histamine receptor antagonist",0.29358,0.706,0.856,527,1,TRUE,FALSE,"histamine receptor antagonist"
"IEM1754","Pearson.est","glutamate receptor antagonist",0.35242,0.846,0.672,205,0.938,TRUE,FALSE,"glutamate receptor antagonist"
"IKK.2.inhibitor.V","Pearson.est","NFkB pathway inhibitor",0.38774,0.97,0.497,188,0.995,TRUE,FALSE,"IKK inhibitor, NFkB pathway inhibitor"
"JNJ.7706621","Pearson.est","CDK inhibitor",0.32656,0.811,0.726,145,0.977,TRUE,FALSE,"CDK inhibitor"
"KI.8751","Pearson.est","KIT inhibitor",0.39624,0.94,0.551,173,0.872,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.34279,0.828,0.711,255,0.871,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",0.32311,0.785,0.742,255,0.871,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Abl kinase inhibitor",0.40257,0.929,0.588,687,1,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.2544,0.592,0.943,160,1,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KX2.391","Pearson.est","src inhibitor",0.32468,0.845,0.684,420,1,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",-0.67059,-2.01,0.00493,1260,0.352,TRUE,FALSE,"retinoid receptor agonist"
"LY303511","Pearson.est","mTOR inhibitor",0.37704,0.924,0.568,637,0.931,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",0.34983,0.85,0.649,524,0.918,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",0.33394,0.844,0.692,765,1,TRUE,FALSE,"glutamate receptor antagonist"
"MG.132","Pearson.est","proteasome inhibitor",0.38657,0.936,0.57,762,0.954,TRUE,FALSE,"proteasome inhibitor"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.23622,0.56,0.97,356,0.992,TRUE,FALSE,"VEGFR inhibitor"
"MK.2206","Pearson.est","AKT inhibitor",0.3372,0.851,0.609,315,0.732,TRUE,FALSE,"AKT inhibitor"
"MK.2461","Pearson.est","FGFR inhibitor",-0.22629,-0.693,0.938,303,1,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"MK.2461","Pearson.est","VEGFR inhibitor",-0.12381,-0.366,1,1338,0.999,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"ML133","Pearson.est","potassium channel blocker",-0.2554,-0.794,0.745,343,0.911,TRUE,FALSE,"potassium channel blocker"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",0.30976,0.722,0.795,26,1,TRUE,FALSE,"src inhibitor, syk inhibitor"
"NMS.873","Pearson.est","ATPase inhibitor",0.24425,0.637,0.921,977,1,TRUE,FALSE,"ATPase inhibitor"
"NMS.E973","Pearson.est","HSP inhibitor",0.2737,0.672,0.877,735,0.94,TRUE,FALSE,"HSP inhibitor"
"NU6027","Pearson.est","CDK inhibitor",-0.41689,-1.11,0.296,1155,0.891,TRUE,FALSE,"CDK inhibitor"
"NVP.TAE684","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.29168,0.721,0.833,373,1,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",0.26882,0.659,0.905,124,1,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.19673,0.482,0.992,719,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.22028,0.547,0.971,539,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"PD.153035","Pearson.est","EGFR inhibitor",0.2097,0.528,0.971,190,0.984,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.3284,0.796,0.739,623,0.909,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.98059","Pearson.est","MEK inhibitor",-0.25434,-0.821,0.718,337,0.877,TRUE,FALSE,"MEK inhibitor"
"PF.04136309","Pearson.est","CC chemokine receptor antagonist",0.37514,0.915,0.572,102,0.945,TRUE,FALSE,"CC chemokine receptor antagonist"
"PF.04691502","Pearson.est","PI3K inhibitor",0.39079,0.949,0.549,487,0.892,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PHA.793887","Pearson.est","CDK inhibitor",0.37564,0.916,0.586,804,1,TRUE,FALSE,"CDK inhibitor"
"PI.103","Pearson.est","mTOR inhibitor",0.34587,0.804,0.763,787,0.994,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",0.28086,0.655,0.913,677,1,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PIK.75","Pearson.est","PI3K inhibitor",-0.22545,-0.675,0.84,1205,0.984,TRUE,FALSE,"DNA protein kinase inhibitor, PI3K inhibitor"
"PJ.34","Pearson.est","PARP inhibitor",-0.51531,-1.55,0.0739,1326,0.375,TRUE,FALSE,"PARP inhibitor"
"PP.2","Pearson.est","src inhibitor",0.36926,0.897,0.62,593,0.926,TRUE,FALSE,"src inhibitor"
"PPT","Pearson.est","estrogen receptor agonist",0.28772,0.712,0.849,540,1,TRUE,FALSE,"estrogen receptor agonist"
"PRT062070","Pearson.est","JAK inhibitor",0.38413,0.955,0.525,453,0.887,TRUE,FALSE,"JAK inhibitor, syk inhibitor"
"R547","Pearson.est","CDK inhibitor",0.31913,0.788,0.758,613,1,TRUE,FALSE,"CDK inhibitor"
"RAF265","Pearson.est","VEGFR inhibitor",0.3685,0.904,0.589,299,0.903,TRUE,FALSE,"RAF inhibitor, VEGFR inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",0.39707,0.996,0.468,693,0.966,TRUE,FALSE,"HDAC inhibitor"
"RGFP966","Pearson.est","HDAC inhibitor",0.38244,0.932,0.555,762,0.925,TRUE,FALSE,"HDAC inhibitor"
"RS.17053","Pearson.est","adrenergic receptor antagonist",0.21958,0.537,0.959,241,0.977,TRUE,FALSE,"adrenergic receptor antagonist"
"RS.504393","Pearson.est","CC chemokine receptor antagonist",0.37309,0.919,0.583,579,0.847,TRUE,FALSE,"CC chemokine receptor antagonist"
"Ro.9187","Pearson.est","HCV inhibitor",0.33848,0.835,0.711,452,0.977,TRUE,FALSE,"HCV inhibitor"
"SAR131675","Pearson.est","VEGFR inhibitor",0.28236,0.707,0.833,636,0.986,TRUE,FALSE,"VEGFR inhibitor"
"SB.200646","Pearson.est","serotonin receptor antagonist",0.22048,0.54,0.969,687,0.997,TRUE,FALSE,"serotonin receptor antagonist"
"SB.218078","Pearson.est","CHK inhibitor",-0.47243,-1.47,0.0505,634,0.245,TRUE,FALSE,"CHK inhibitor"
"SB.225002","Pearson.est","CC chemokine receptor antagonist",0.24082,0.631,0.928,839,1,TRUE,FALSE,"CC chemokine receptor antagonist"
"SB.228357","Pearson.est","serotonin receptor antagonist",0.30846,0.748,0.806,288,0.981,TRUE,FALSE,"serotonin receptor antagonist"
"SB.431542","Pearson.est","TGF beta receptor inhibitor",-0.30068,-0.863,0.583,1179,0.978,TRUE,FALSE,"TGF beta receptor inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.32961,0.773,0.764,299,0.947,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.590885","Pearson.est","RAF inhibitor",0.34182,0.869,0.65,516,1,TRUE,FALSE,"RAF inhibitor"
"SCH.58261","Pearson.est","adenosine receptor antagonist",-0.33458,-1.05,0.367,449,0.769,TRUE,FALSE,"adenosine receptor antagonist"
"SIB.1757","Pearson.est","glutamate receptor antagonist",0.39105,0.988,0.49,185,0.855,TRUE,FALSE,"glutamate receptor antagonist"
"SR.33805","Pearson.est","calcium channel blocker",-0.21791,-0.522,0.969,765,0.97,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.20096,0.486,0.983,227,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",0.19806,0.485,0.975,184,1,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.285","Pearson.est","EGFR inhibitor",0.39997,0.993,0.476,400,0.957,TRUE,FALSE,"EGFR inhibitor"
"TAK.632","Pearson.est","RAF inhibitor",0.35237,0.886,0.624,838,1,TRUE,FALSE,"RAF inhibitor"
"TG.02","Pearson.est","JAK inhibitor",0.37886,0.918,0.579,527,0.867,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",0.1894,0.468,0.991,635,0.99,TRUE,FALSE,"PI3K inhibitor"
"TG.101348","Pearson.est","FLT3 inhibitor",0.21603,0.51,0.981,516,0.993,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TG.101348","Pearson.est","JAK inhibitor",0.39834,0.952,0.561,560,1,TRUE,FALSE,"FLT3 inhibitor, JAK inhibitor"
"TH.302","Pearson.est","DNA alkylating agent",0.38315,0.934,0.568,715,1,TRUE,FALSE,"DNA alkylating agent"
"TW.37","Pearson.est","BCL inhibitor",-0.38031,-1.13,0.315,510,1,TRUE,FALSE,"BCL inhibitor"
"U.0126","Pearson.est","MEK inhibitor",0.39249,0.945,0.544,547,1,TRUE,FALSE,"MEK inhibitor"
"UH.232....","Pearson.est","dopamine receptor antagonist",0.29658,0.744,0.818,788,1,TRUE,FALSE,"dopamine receptor antagonist"
"UNBS.5162","Pearson.est","CC chemokine receptor antagonist",0.3699,0.867,0.617,167,0.898,TRUE,FALSE,"CC chemokine receptor antagonist"
"VER.49009","Pearson.est","HSP inhibitor",0.31717,0.807,0.74,780,0.909,TRUE,FALSE,"HSP inhibitor"
"VX.702","Pearson.est","p38 MAPK inhibitor",0.38351,0.959,0.526,19,0.901,TRUE,FALSE,"p38 MAPK inhibitor"
"WAY.600","Pearson.est","mTOR inhibitor",0.41311,0.992,0.48,626,0.863,TRUE,FALSE,"mTOR inhibitor"
"WHI.P154","Pearson.est","JAK inhibitor",0.24606,0.603,0.936,799,0.952,TRUE,FALSE,"JAK inhibitor"
"WYE.354","Pearson.est","mTOR inhibitor",0.23523,0.572,0.948,134,1,TRUE,FALSE,"mTOR inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.21713,0.527,0.967,611,0.982,TRUE,FALSE,"EGFR inhibitor"
"WZ.4002","Pearson.est","EGFR inhibitor",-0.10721,-0.305,1,1199,1,TRUE,FALSE,"EGFR inhibitor"
"XL388","Pearson.est","mTOR inhibitor",-0.33911,-0.895,0.566,1122,0.713,TRUE,FALSE,"mTOR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",-0.18297,-0.472,0.995,852,1,TRUE,FALSE,"PI3K inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",0.37005,0.896,0.585,170,0.935,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",0.34495,0.901,0.527,62,0.917,TRUE,FALSE,"CC chemokine receptor antagonist"
"ZM.306416","Pearson.est","src inhibitor",0.32401,0.822,0.671,20,0.932,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZM.306416","Pearson.est","VEGFR inhibitor",0.19071,0.476,0.979,233,1,TRUE,FALSE,"Abl kinase inhibitor, src inhibitor, VEGFR inhibitor"
"ZSTK.474","Pearson.est","PI3K inhibitor",0.30249,0.713,0.831,430,0.972,TRUE,FALSE,"PI3K inhibitor"
"acetophenazine","Pearson.est","dopamine receptor antagonist",-0.28562,-0.792,0.705,1215,1,TRUE,FALSE,"dopamine receptor antagonist"
"acetylsalicylsalicylic.acid","Pearson.est","cyclooxygenase inhibitor",-0.33323,-0.905,0.534,1090,0.832,TRUE,FALSE,"cyclooxygenase inhibitor"
"adaprev","Pearson.est","TGF beta receptor inhibitor",0.34856,0.901,0.599,102,0.967,TRUE,FALSE,"TGF beta receptor inhibitor"
"adarotene","Pearson.est","retinoid receptor agonist",-0.43256,-1.19,0.276,1216,0.754,TRUE,FALSE,"retinoid receptor agonist"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.34194,-0.986,0.439,1168,0.754,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",0.3138,0.809,0.683,142,0.807,TRUE,FALSE,"DNA synthesis inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",-0.28407,-0.832,0.658,1299,0.955,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","CDK inhibitor",0.31342,0.805,0.749,578,0.991,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"aminopurvalanol.a","Pearson.est","tyrosine kinase inhibitor",0.1948,0.496,0.975,403,0.998,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"anagrelide","Pearson.est","phosphodiesterase inhibitor",-0.5905,-1.46,0.0852,920,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"anisomycin","Pearson.est","DNA synthesis inhibitor",0.24063,0.624,0.917,490,1,TRUE,FALSE,"DNA synthesis inhibitor"
"apatinib","Pearson.est","RET tyrosine kinase inhibitor",-0.3373,-1.03,0.409,453,0.75,TRUE,FALSE,"RET tyrosine kinase inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",0.19399,0.487,0.987,444,1,TRUE,FALSE,"MEK inhibitor"
"arcyriaflavin.a","Pearson.est","CDK inhibitor",0.17646,0.45,0.995,1079,1,TRUE,FALSE,"CDK inhibitor"
"artesunate","Pearson.est","DNA synthesis inhibitor",0.37351,0.969,0.447,247,0.884,TRUE,FALSE,"DNA synthesis inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",0.33077,0.861,0.626,359,0.949,TRUE,FALSE,"histamine receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",0.36179,0.904,0.568,461,0.809,TRUE,FALSE,"adrenergic receptor antagonist"
"atiprimod","Pearson.est","JAK inhibitor",0.31449,0.769,0.769,317,0.912,TRUE,FALSE,"JAK inhibitor, STAT inhibitor"
"axitinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.31604,0.854,0.617,117,0.863,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"axitinib","Pearson.est","VEGFR inhibitor",0.20567,0.577,0.947,117,0.983,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"azalomycin.b","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.50481,-1.34,0.152,1239,0.689,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.38491,0.967,0.5,615,0.87,TRUE,FALSE,"protein synthesis inhibitor"
"baricitinib","Pearson.est","JAK inhibitor",0.22436,0.55,0.96,314,0.973,TRUE,FALSE,"JAK inhibitor"
"benfotiamine","Pearson.est","antioxidant",-0.45849,-1.23,0.231,1181,0.827,TRUE,FALSE,"antioxidant"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",0.27541,0.668,0.891,362,0.967,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzethonium","Pearson.est","sodium channel blocker",0.29307,0.726,0.814,380,1,TRUE,FALSE,"sodium channel blocker"
"benzocaine","Pearson.est","sodium channel blocker",0.26662,0.66,0.872,134,1,TRUE,FALSE,"sodium channel blocker"
"beta.lapachone","Pearson.est","topoisomerase inhibitor",0.32032,0.884,0.553,360,0.79,TRUE,FALSE,"topoisomerase inhibitor"
"bexarotene","Pearson.est","retinoid receptor agonist",-0.47198,-1.15,0.294,1090,0.699,TRUE,FALSE,"retinoid receptor agonist"
"blebbistatin....","Pearson.est","ATPase inhibitor",0.33283,0.803,0.74,558,0.983,TRUE,FALSE,"ATPase inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",0.24947,0.606,0.928,397,1,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"bosutinib","Pearson.est","Abl kinase inhibitor",0.27559,0.7,0.88,943,1,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"brefeldin.a","Pearson.est","protein synthesis inhibitor",0.3722,0.871,0.63,274,1,TRUE,FALSE,"protein synthesis inhibitor"
"brigatinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.27973,0.755,0.755,338,0.876,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor, EGFR inhibitor"
"buparlisib","Pearson.est","PI3K inhibitor",-0.23481,-0.635,0.898,1271,0.895,TRUE,FALSE,"PI3K inhibitor"
"butamben","Pearson.est","sodium channel blocker",0.35147,0.876,0.651,42,0.935,TRUE,FALSE,"sodium channel blocker"
"cabozantinib","Pearson.est","VEGFR inhibitor",-0.20568,-0.516,0.971,882,1,TRUE,FALSE,"RET tyrosine kinase inhibitor, VEGFR inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",0.32399,0.789,0.757,722,0.925,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboxyamidotriazole","Pearson.est","calcium channel blocker",0.30694,0.784,0.737,203,0.9,TRUE,FALSE,"calcium channel blocker"
"carfilzomib","Pearson.est","proteasome inhibitor",0.40556,0.997,0.474,747,1,TRUE,FALSE,"proteasome inhibitor"
"cediranib","Pearson.est","KIT inhibitor",0.32099,0.785,0.754,280,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"cediranib","Pearson.est","VEGFR inhibitor",0.20117,0.489,0.982,726,0.998,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"chlorambucil","Pearson.est","DNA inhibitor",-0.31347,-0.843,0.635,1186,0.958,TRUE,FALSE,"DNA inhibitor"
"chlorogenic.acid","Pearson.est","antioxidant",-0.33796,-0.847,0.645,1303,0.968,TRUE,FALSE,"antioxidant"
"chloropyramine","Pearson.est","histamine receptor antagonist",-0.33203,-0.843,0.64,846,1,TRUE,FALSE,"histamine receptor antagonist"
"cidofovir","Pearson.est","DNA polymerase inhibitor",0.24536,0.575,0.931,103,0.976,TRUE,FALSE,"DNA polymerase inhibitor"
"cimetidine","Pearson.est","histamine receptor antagonist",0.29256,0.727,0.825,636,1,TRUE,FALSE,"histamine receptor antagonist"
"cinnarazine","Pearson.est","calcium channel blocker",-0.35026,-1.09,0.365,469,0.678,TRUE,FALSE,"calcium channel blocker"
"ciprofibrate","Pearson.est","PPAR receptor agonist",0.33327,0.838,0.708,408,0.972,TRUE,FALSE,"PPAR receptor agonist"
"cladribine","Pearson.est","ribonucleotide reductase inhibitor",-0.35693,-0.973,0.444,1291,0.773,TRUE,FALSE,"adenosine deaminase inhibitor, ribonucleotide reductase inhibitor"
"clebopride","Pearson.est","dopamine receptor antagonist",-0.35169,-0.926,0.524,979,0.742,TRUE,FALSE,"dopamine receptor antagonist"
"clenbuterol","Pearson.est","adrenergic receptor agonist",0.37103,0.965,0.514,289,0.865,TRUE,FALSE,"adrenergic receptor agonist"
"clindamycin.phosphate","Pearson.est","protein synthesis inhibitor",-0.46575,-1.27,0.201,1108,0.767,TRUE,FALSE,"protein synthesis inhibitor"
"clomifene","Pearson.est","estrogen receptor antagonist",-0.27663,-0.838,0.646,1330,0.988,TRUE,FALSE,"estrogen receptor antagonist"
"clotrimazole","Pearson.est","cytochrome P450 inhibitor",-0.27422,-0.82,0.67,368,1,TRUE,FALSE,"cytochrome P450 inhibitor, imidazoline receptor ligand"
"cobicistat","Pearson.est","cytochrome P450 inhibitor",0.28466,0.751,0.793,951,1,TRUE,FALSE,"cytochrome P450 inhibitor"
"crenolanib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.16973,0.401,0.995,184,0.997,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"curcumin","Pearson.est","cyclooxygenase inhibitor",-0.41233,-1.02,0.432,886,0.827,TRUE,FALSE,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor"
"curcumin","Pearson.est","NFkB pathway inhibitor",0.23336,0.701,0.835,1036,0.989,TRUE,FALSE,"cyclooxygenase inhibitor, histone acetyltransferase inhibitor, lipoxygenase inhibitor, NFkB pathway inhibitor"
"cyclophosphamide","Pearson.est","DNA alkylating agent",0.30517,0.753,0.786,54,0.967,TRUE,FALSE,"DNA alkylating agent"
"cyproterone.acetate","Pearson.est","androgen receptor antagonist",-0.70724,-1.77,0.0115,963,0.299,TRUE,FALSE,"androgen receptor antagonist"
"cytarabine","Pearson.est","ribonucleotide reductase inhibitor",0.39157,0.963,0.514,250,0.961,TRUE,FALSE,"ribonucleotide reductase inhibitor"
