"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"BMS.265246","Pearson.est","CDK inhibitor",-0.30244,-0.903,0.588,1194,0.977,TRUE,FALSE,"CDK inhibitor"
"BMS.599626","Pearson.est","protein tyrosine kinase inhibitor",-0.55052,-1.38,0.127,1233,0.68,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CCT128930","Pearson.est","AKT inhibitor",-0.47512,-1.44,0.0873,1187,0.594,TRUE,FALSE,"AKT inhibitor"
"CD.437","Pearson.est","retinoid receptor agonist",-0.28561,-0.669,0.875,762,1,TRUE,FALSE,"retinoid receptor agonist"
"CEP.32496","Pearson.est","RAF inhibitor",0.38602,0.983,0.497,571,0.991,TRUE,FALSE,"RAF inhibitor"
"CEP.33779","Pearson.est","JAK inhibitor",0.34559,0.9,0.575,483,0.995,TRUE,FALSE,"JAK inhibitor"
"CEP.37440","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.30401,-0.811,0.68,1335,0.864,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"CGP.37849","Pearson.est","glutamate receptor antagonist",0.31738,0.854,0.624,279,1,TRUE,FALSE,"glutamate receptor antagonist"
"CGP.52411","Pearson.est","EGFR inhibitor",-0.19989,-0.561,0.961,1089,0.961,TRUE,FALSE,"EGFR inhibitor"
"CGS.20625","Pearson.est","benzodiazepine receptor agonist",0.22137,0.565,0.931,24,0.984,TRUE,FALSE,"benzodiazepine receptor agonist, GABA benzodiazepine site receptor partial agonist"
"CHIR.98014","Pearson.est","glycogen synthase kinase inhibitor",0.36628,0.9,0.605,667,1,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"CHIR.99021","Pearson.est","glycogen synthase kinase inhibitor",0.21627,0.553,0.953,467,0.984,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"CL.218872","Pearson.est","benzodiazepine receptor agonist",0.37492,0.939,0.509,259,0.728,TRUE,FALSE,"benzodiazepine receptor agonist"
"CMPD.1","Pearson.est","p38 MAPK inhibitor",0.3321,0.834,0.704,611,1,TRUE,FALSE,"p38 MAPK inhibitor"
"CNX.2006","Pearson.est","EGFR inhibitor",-0.2955,-0.886,0.573,1102,0.907,TRUE,FALSE,"EGFR inhibitor"
"CP.673451","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.22947,0.587,0.942,897,0.94,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor"
"CP.724714","Pearson.est","EGFR inhibitor",0.28619,0.745,0.789,450,1,TRUE,FALSE,"EGFR inhibitor, protein tyrosine kinase inhibitor"
"CPP","Pearson.est","glutamate receptor antagonist",0.26942,0.707,0.797,87,1,TRUE,FALSE,"glutamate receptor antagonist"
"CR8..R.","Pearson.est","CDK inhibitor",-0.28763,-0.825,0.616,1187,0.913,TRUE,FALSE,"CDK inhibitor"
"CUDC.101","Pearson.est","EGFR inhibitor",-0.18871,-0.478,0.973,1041,0.982,TRUE,FALSE,"EGFR inhibitor"
"CUDC.907","Pearson.est","PI3K inhibitor",-0.29687,-0.902,0.597,1199,0.887,TRUE,FALSE,"PI3K inhibitor"
"DMH1","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.22081,-0.666,0.873,295,0.986,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"EMD.53998","Pearson.est","phosphodiesterase inhibitor",-0.42289,-1.07,0.344,1224,0.615,TRUE,FALSE,"phosphodiesterase inhibitor"
"ENMD.2076","Pearson.est","VEGFR inhibitor",0.37071,0.905,0.616,516,0.827,TRUE,FALSE,"Aurora kinase inhibitor, FLT3 inhibitor, VEGFR inhibitor"
"EVP4593","Pearson.est","NFkB pathway inhibitor",0.28477,0.719,0.837,696,1,TRUE,FALSE,"NFkB pathway inhibitor"
"FERb.033","Pearson.est","EGFR inhibitor",0.27357,0.683,0.865,447,0.988,TRUE,FALSE,"EGFR inhibitor"
"FK.3311","Pearson.est","cyclooxygenase inhibitor",0.29026,0.667,0.898,483,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"GDC.0879","Pearson.est","RAF inhibitor",-0.53396,-1.5,0.0887,1154,0.376,TRUE,FALSE,"RAF inhibitor"
"GSK256066","Pearson.est","phosphodiesterase inhibitor",-0.48994,-1.29,0.19,932,1,TRUE,FALSE,"phosphodiesterase inhibitor"
"GW.441756","Pearson.est","growth factor receptor inhibitor",-0.2153,-0.617,0.922,287,1,TRUE,FALSE,"growth factor receptor inhibitor"
"GW.501516","Pearson.est","PPAR receptor agonist",-0.45883,-1.39,0.0885,1235,0.531,TRUE,FALSE,"PPAR receptor agonist"
"GW.788388","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.52126,-1.37,0.161,1047,0.615,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"HA14.1","Pearson.est","BCL inhibitor",-0.65286,-1.65,0.0442,1224,0.426,TRUE,FALSE,"BCL inhibitor"
"IEM1754","Pearson.est","glutamate receptor antagonist",-0.33074,-0.908,0.521,1232,0.78,TRUE,FALSE,"glutamate receptor antagonist"
"IKK.2.inhibitor.V","Pearson.est","NFkB pathway inhibitor",0.21549,0.545,0.946,488,1,TRUE,FALSE,"IKK inhibitor, NFkB pathway inhibitor"
"JNJ.7706621","Pearson.est","CDK inhibitor",0.34731,0.868,0.646,502,0.906,TRUE,FALSE,"CDK inhibitor"
"KI.8751","Pearson.est","KIT inhibitor",0.25262,0.617,0.919,599,0.998,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.27603,0.663,0.874,629,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KI.8751","Pearson.est","VEGFR inhibitor",0.39332,0.956,0.531,610,1,TRUE,FALSE,"KIT inhibitor, PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"KW.2449","Pearson.est","Abl kinase inhibitor",0.17776,0.442,0.988,830,1,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KW.2449","Pearson.est","FLT3 inhibitor",0.22308,0.552,0.961,488,1,TRUE,FALSE,"Abl kinase inhibitor, Aurora kinase inhibitor, FLT3 inhibitor"
"KX2.391","Pearson.est","src inhibitor",0.1943,0.474,0.988,286,1,TRUE,FALSE,"src inhibitor, tubulin polymerization inhibitor"
"LE.135","Pearson.est","retinoid receptor agonist",-0.59262,-1.56,0.0995,1002,0.373,TRUE,FALSE,"retinoid receptor agonist"
"LY2090314","Pearson.est","glycogen synthase kinase inhibitor",0.31352,0.826,0.62,215,0.888,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"LY2334737","Pearson.est","ribonucleotide reductase inhibitor",0.34985,0.939,0.52,227,0.693,TRUE,FALSE,"antitumor agent, ribonucleotide reductase inhibitor"
"LY2603618","Pearson.est","CHK inhibitor",0.34511,0.891,0.572,348,0.979,TRUE,FALSE,"CHK inhibitor"
"LY2784544","Pearson.est","JAK inhibitor",0.38201,0.992,0.463,221,0.906,TRUE,FALSE,"JAK inhibitor"
"LY3023414","Pearson.est","PI3K inhibitor",0.23677,0.602,0.917,113,0.977,TRUE,FALSE,"PI3K inhibitor, mTOR inhibitor"
"LY303511","Pearson.est","mTOR inhibitor",-0.38398,-1.13,0.278,976,0.528,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY303511","Pearson.est","PI3K inhibitor",-0.37134,-1.08,0.339,1055,0.543,TRUE,FALSE,"casein kinase inhibitor, mTOR inhibitor, PI3K inhibitor"
"LY456236","Pearson.est","glutamate receptor antagonist",0.27475,0.648,0.879,331,0.933,TRUE,FALSE,"glutamate receptor antagonist"
"MGCD.265","Pearson.est","VEGFR inhibitor",0.36323,0.93,0.53,566,0.942,TRUE,FALSE,"VEGFR inhibitor"
"MK.8745","Pearson.est","Aurora kinase inhibitor",0.3583,0.925,0.555,325,0.942,TRUE,FALSE,"Aurora kinase inhibitor"
"MNS..3.4.Methylenedioxy.nitrostyrene.","Pearson.est","src inhibitor",-0.61445,-1.61,0.0617,1088,0.726,TRUE,FALSE,"src inhibitor, syk inhibitor"
"MTPG","Pearson.est","glutamate receptor antagonist",0.41687,0.995,0.48,523,0.821,TRUE,FALSE,"glutamate receptor antagonist"
"NSC.3852","Pearson.est","HDAC inhibitor",-0.16402,-0.505,0.991,619,1,TRUE,FALSE,"HDAC inhibitor"
"NU6027","Pearson.est","CDK inhibitor",0.39018,0.952,0.533,628,0.868,TRUE,FALSE,"CDK inhibitor"
"NVP.BEZ235","Pearson.est","PI3K inhibitor",-0.30156,-0.765,0.751,1056,0.993,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"ONC201","Pearson.est","AKT inhibitor",0.37347,0.94,0.523,831,0.723,TRUE,FALSE,"AKT inhibitor, MAP kinase inhibitor"
"OSI.420","Pearson.est","EGFR inhibitor",-0.58414,-1.71,0.0453,1110,0.279,TRUE,FALSE,"EGFR inhibitor"
"OSI.930","Pearson.est","KIT inhibitor",0.32116,0.774,0.77,662,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"OSI.930","Pearson.est","VEGFR inhibitor",0.32989,0.793,0.769,662,1,TRUE,FALSE,"KIT inhibitor, VEGFR inhibitor"
"P276.00","Pearson.est","CDK inhibitor",-0.20197,-0.501,0.98,755,1,TRUE,FALSE,"CDK inhibitor"
"PD.168393","Pearson.est","EGFR inhibitor",-0.54891,-1.52,0.0971,1063,0.566,TRUE,FALSE,"EGFR inhibitor"
"PD.173074","Pearson.est","FGFR inhibitor",-0.32109,-0.845,0.627,1291,0.847,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.173074","Pearson.est","VEGFR inhibitor",0.22167,0.572,0.93,239,0.979,TRUE,FALSE,"FGFR inhibitor, VEGFR inhibitor"
"PD.318088","Pearson.est","MEK inhibitor",0.35934,0.918,0.599,583,1,TRUE,FALSE,"MEK inhibitor"
"PF.04136309","Pearson.est","CC chemokine receptor antagonist",-0.28566,-0.727,0.772,1151,0.882,TRUE,FALSE,"CC chemokine receptor antagonist"
"PF.04691502","Pearson.est","mTOR inhibitor",0.30633,0.817,0.618,471,0.839,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PHA.680632","Pearson.est","Aurora kinase inhibitor",0.3805,0.961,0.502,685,0.988,TRUE,FALSE,"Aurora kinase inhibitor"
"PHA.793887","Pearson.est","CDK inhibitor",0.34736,0.904,0.567,293,0.643,TRUE,FALSE,"CDK inhibitor"
"PI.103","Pearson.est","mTOR inhibitor",-0.30779,-0.941,0.51,1169,0.884,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI.103","Pearson.est","PI3K inhibitor",-0.35966,-1.13,0.274,1237,0.797,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PI.828","Pearson.est","PI3K inhibitor",-0.23764,-0.674,0.824,1268,0.842,TRUE,FALSE,"PI3K inhibitor"
"PIK.75","Pearson.est","PI3K inhibitor",0.23607,0.591,0.929,425,0.957,TRUE,FALSE,"DNA protein kinase inhibitor, PI3K inhibitor"
"PKI.179","Pearson.est","mTOR inhibitor",0.25753,0.656,0.875,221,0.956,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PKI.179","Pearson.est","PI3K inhibitor",-0.21983,-0.595,0.921,1102,0.926,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"PP.1","Pearson.est","src inhibitor",0.34147,0.843,0.659,143,0.779,TRUE,FALSE,"src inhibitor"
"PP242","Pearson.est","mTOR inhibitor",0.24545,0.61,0.917,357,0.943,TRUE,FALSE,"mTOR inhibitor"
"PPT","Pearson.est","estrogen receptor agonist",-0.43104,-1.14,0.319,1150,0.905,TRUE,FALSE,"estrogen receptor agonist"
"RG108","Pearson.est","DNA methyltransferase inhibitor",-0.66085,-1.93,0.00664,971,0.223,TRUE,FALSE,"DNA methyltransferase inhibitor"
"RG2833","Pearson.est","HDAC inhibitor",-0.33682,-0.944,0.484,1007,0.72,TRUE,FALSE,"HDAC inhibitor"
"RS.16566","Pearson.est","serotonin receptor antagonist",0.30659,0.761,0.752,300,0.977,TRUE,FALSE,"serotonin receptor antagonist"
"RS.17053","Pearson.est","adrenergic receptor antagonist",0.25297,0.595,0.938,828,0.992,TRUE,FALSE,"adrenergic receptor antagonist"
"Ro.106.9920","Pearson.est","NFkB pathway inhibitor",-0.25543,-0.757,0.731,1340,1,TRUE,FALSE,"NFkB pathway inhibitor"
"Ro.9187","Pearson.est","HCV inhibitor",-0.42936,-1.24,0.223,1343,0.514,TRUE,FALSE,"HCV inhibitor"
"S26948","Pearson.est","PPAR receptor agonist",-0.28048,-0.826,0.652,375,0.943,TRUE,FALSE,"PPAR receptor agonist"
"SAR131675","Pearson.est","VEGFR inhibitor",0.36305,0.914,0.576,786,1,TRUE,FALSE,"VEGFR inhibitor"
"SB.200646","Pearson.est","serotonin receptor antagonist",0.34686,0.819,0.714,500,0.928,TRUE,FALSE,"serotonin receptor antagonist"
"SB.216641","Pearson.est","serotonin receptor antagonist",0.28834,0.755,0.745,379,0.963,TRUE,FALSE,"serotonin receptor antagonist"
"SB.218078","Pearson.est","CHK inhibitor",0.29016,0.747,0.807,155,0.926,TRUE,FALSE,"CHK inhibitor"
"SB.228357","Pearson.est","serotonin receptor antagonist",0.32666,0.82,0.668,452,0.837,TRUE,FALSE,"serotonin receptor antagonist"
"SB.2343","Pearson.est","mTOR inhibitor",0.35583,0.848,0.66,433,0.995,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"SB.2343","Pearson.est","PI3K inhibitor",0.23005,0.557,0.955,449,0.985,TRUE,FALSE,"mTOR inhibitor, PI3K inhibitor"
"SB.505124","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.24192,0.6,0.925,513,0.973,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"SB.590885","Pearson.est","RAF inhibitor",0.2651,0.651,0.882,454,1,TRUE,FALSE,"RAF inhibitor"
"SCH.900776","Pearson.est","CHK inhibitor",0.27802,0.705,0.826,603,0.879,TRUE,FALSE,"CHK inhibitor"
"SIB.1757","Pearson.est","glutamate receptor antagonist",0.23015,0.576,0.951,262,0.975,TRUE,FALSE,"glutamate receptor antagonist"
"SN.38","Pearson.est","topoisomerase inhibitor",0.24007,0.605,0.913,499,0.97,TRUE,FALSE,"topoisomerase inhibitor"
"SR.33805","Pearson.est","calcium channel blocker",0.39781,0.993,0.48,468,0.776,TRUE,FALSE,"calcium channel blocker"
"SU014813","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.27017,-0.752,0.752,1305,0.971,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"SU014813","Pearson.est","VEGFR inhibitor",-0.51862,-1.45,0.0831,1130,0.416,TRUE,FALSE,"PDGFR tyrosine kinase receptor inhibitor, VEGFR inhibitor"
"TAK.285","Pearson.est","EGFR inhibitor",-0.23208,-0.7,0.795,1232,0.927,TRUE,FALSE,"EGFR inhibitor"
"TAS.103","Pearson.est","topoisomerase inhibitor",0.32873,0.822,0.706,391,0.925,TRUE,FALSE,"topoisomerase inhibitor"
"TG.02","Pearson.est","CDK inhibitor",0.39112,0.987,0.482,650,0.91,TRUE,FALSE,"CDK inhibitor, FLT3 inhibitor, JAK inhibitor"
"TG.100572","Pearson.est","src inhibitor",-0.30269,-0.852,0.632,405,1,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100572","Pearson.est","VEGFR inhibitor",0.34256,0.793,0.762,326,0.904,TRUE,FALSE,"src inhibitor, VEGFR inhibitor"
"TG.100713","Pearson.est","PI3K inhibitor",-0.42065,-1.16,0.252,1138,0.958,TRUE,FALSE,"PI3K inhibitor"
"TG.101209","Pearson.est","JAK inhibitor",0.38563,0.934,0.568,466,0.908,TRUE,FALSE,"JAK inhibitor"
"TG100.115","Pearson.est","PI3K inhibitor",-0.42254,-1.23,0.234,1168,0.783,TRUE,FALSE,"PI3K inhibitor"
"TW.37","Pearson.est","BCL inhibitor",-0.34279,-0.974,0.439,459,0.751,TRUE,FALSE,"BCL inhibitor"
"TWS.119","Pearson.est","glycogen synthase kinase inhibitor",-0.2193,-0.665,0.903,1251,1,TRUE,FALSE,"glycogen synthase kinase inhibitor"
"VER.49009","Pearson.est","HSP inhibitor",-0.51081,-1.44,0.123,1062,0.588,TRUE,FALSE,"HSP inhibitor"
"WHI.P154","Pearson.est","JAK inhibitor",0.32296,0.766,0.764,338,0.893,TRUE,FALSE,"JAK inhibitor"
"WYE.354","Pearson.est","mTOR inhibitor",0.32274,0.928,0.522,89,0.791,TRUE,FALSE,"mTOR inhibitor"
"WZ.3146","Pearson.est","EGFR inhibitor",0.32023,0.801,0.735,707,0.969,TRUE,FALSE,"EGFR inhibitor"
"WZ8040","Pearson.est","EGFR inhibitor",0.25242,0.63,0.888,367,0.942,TRUE,FALSE,"EGFR inhibitor"
"XL388","Pearson.est","mTOR inhibitor",0.23686,0.641,0.876,335,0.947,TRUE,FALSE,"mTOR inhibitor"
"YM.201636","Pearson.est","PI3K inhibitor",-0.44822,-1.29,0.175,1106,0.673,TRUE,FALSE,"PI3K inhibitor"
"YM.976","Pearson.est","phosphodiesterase inhibitor",-0.30515,-0.886,0.578,1337,0.858,TRUE,FALSE,"phosphodiesterase inhibitor"
"ZK.93423","Pearson.est","benzodiazepine receptor agonist",0.23978,0.599,0.93,151,0.989,TRUE,FALSE,"benzodiazepine receptor agonist"
"ZK811752","Pearson.est","CC chemokine receptor antagonist",-0.25955,-0.768,0.712,1323,0.866,TRUE,FALSE,"CC chemokine receptor antagonist"
"acetophenazine","Pearson.est","dopamine receptor antagonist",-0.36079,-0.931,0.519,1070,0.892,TRUE,FALSE,"dopamine receptor antagonist"
"adapalene","Pearson.est","retinoid receptor agonist",-0.3891,-1.09,0.346,521,0.561,TRUE,FALSE,"retinoid receptor agonist"
"adaprev","Pearson.est","TGF beta receptor inhibitor",-0.46811,-1.32,0.177,1034,0.474,TRUE,FALSE,"TGF beta receptor inhibitor"
"alectinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",-0.40049,-1.05,0.379,1059,0.875,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor"
"altretamine","Pearson.est","DNA synthesis inhibitor",0.32301,0.871,0.595,224,0.911,TRUE,FALSE,"DNA synthesis inhibitor"
"amfenac","Pearson.est","cyclooxygenase inhibitor",0.22521,0.573,0.945,308,0.976,TRUE,FALSE,"cyclooxygenase inhibitor"
"aminopurvalanol.a","Pearson.est","CDK inhibitor",0.35763,0.908,0.591,590,0.951,TRUE,FALSE,"CDK inhibitor, tyrosine kinase inhibitor"
"amisulpride","Pearson.est","dopamine receptor antagonist",0.35625,0.913,0.54,262,0.82,TRUE,FALSE,"dopamine receptor antagonist"
"amonafide","Pearson.est","topoisomerase inhibitor",0.19824,0.499,0.979,662,0.977,TRUE,FALSE,"topoisomerase inhibitor"
"anagrelide","Pearson.est","phosphodiesterase inhibitor",0.3189,0.853,0.612,502,0.917,TRUE,FALSE,"phosphodiesterase inhibitor"
"anguidine","Pearson.est","protein synthesis inhibitor",0.38215,0.964,0.509,659,0.709,TRUE,FALSE,"protein synthesis inhibitor"
"anisomycin","Pearson.est","DNA synthesis inhibitor",0.37219,0.914,0.567,292,0.655,TRUE,FALSE,"DNA synthesis inhibitor"
"arctigenin","Pearson.est","MEK inhibitor",0.29152,0.745,0.802,312,1,TRUE,FALSE,"MEK inhibitor"
"aspirin","Pearson.est","cyclooxygenase inhibitor",0.39485,0.983,0.503,480,1,TRUE,FALSE,"cyclooxygenase inhibitor"
"astemizole","Pearson.est","histamine receptor antagonist",-0.35374,-0.906,0.558,1108,0.906,TRUE,FALSE,"histamine receptor antagonist"
"atenolol....","Pearson.est","adrenergic receptor antagonist",0.28552,0.729,0.79,58,0.839,TRUE,FALSE,"adrenergic receptor antagonist"
"atenolol......","Pearson.est","adrenergic receptor antagonist",0.37151,0.937,0.538,225,0.736,TRUE,FALSE,"adrenergic receptor antagonist"
"atorvastatin","Pearson.est","HMGCR inhibitor",-0.50158,-1.47,0.0917,1219,0.473,TRUE,FALSE,"HMGCR inhibitor"
"avanafil","Pearson.est","phosphodiesterase inhibitor",-0.60908,-1.81,0.0227,1226,0.702,TRUE,FALSE,"phosphodiesterase inhibitor"
"azacitidine","Pearson.est","DNA methyltransferase inhibitor",0.34179,0.905,0.542,887,0.982,TRUE,FALSE,"DNA methyltransferase inhibitor"
"azalomycin.b","Pearson.est","bacterial 50S ribosomal subunit inhibitor",-0.32969,-0.83,0.651,788,0.892,TRUE,FALSE,"bacterial 50S ribosomal subunit inhibitor"
"azodicarbonamide","Pearson.est","DNA synthesis inhibitor",-0.38515,-1.08,0.323,1217,0.52,TRUE,FALSE,"DNA synthesis inhibitor"
"azomycin..2.nitroimidazole.","Pearson.est","protein synthesis inhibitor",0.18241,0.466,0.985,130,0.986,TRUE,FALSE,"protein synthesis inhibitor"
"baricitinib","Pearson.est","JAK inhibitor",0.32176,0.807,0.696,227,0.879,TRUE,FALSE,"JAK inhibitor"
"bentazepam","Pearson.est","benzodiazepine receptor agonist",0.27111,0.739,0.762,467,0.838,TRUE,FALSE,"benzodiazepine receptor agonist"
"benzethonium","Pearson.est","sodium channel blocker",-0.35959,-0.899,0.593,924,0.976,TRUE,FALSE,"sodium channel blocker"
"benzocaine","Pearson.est","sodium channel blocker",-0.3713,-0.945,0.488,1050,0.878,TRUE,FALSE,"sodium channel blocker"
"beta.lapachone","Pearson.est","topoisomerase inhibitor",-0.56896,-1.58,0.0728,957,0.913,TRUE,FALSE,"topoisomerase inhibitor"
"betulinic.acid","Pearson.est","NFkB pathway inhibitor",-0.48,-1.27,0.173,953,0.473,TRUE,FALSE,"apoptosis stimulant, NFkB pathway inhibitor"
"bindarit","Pearson.est","NFkB pathway inhibitor",0.3381,0.89,0.607,327,0.961,TRUE,FALSE,"NFkB pathway inhibitor"
"blebbistatin....","Pearson.est","ATPase inhibitor",-0.25228,-0.775,0.737,1344,0.868,TRUE,FALSE,"ATPase inhibitor"
"bortezomib","Pearson.est","NFkB pathway inhibitor",-0.47886,-1.15,0.287,670,0.821,TRUE,FALSE,"NFkB pathway inhibitor, proteasome inhibitor"
"bosutinib","Pearson.est","Abl kinase inhibitor",0.40508,0.975,0.508,648,1,TRUE,FALSE,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor"
"brefeldin.a","Pearson.est","protein synthesis inhibitor",0.24519,0.605,0.918,9,0.955,TRUE,FALSE,"protein synthesis inhibitor"
"brigatinib","Pearson.est","ALK tyrosine kinase receptor inhibitor",0.30772,0.799,0.71,423,0.789,TRUE,FALSE,"ALK tyrosine kinase receptor inhibitor, EGFR inhibitor"
"buphenine","Pearson.est","adrenergic receptor agonist",0.31231,0.784,0.784,362,1,TRUE,FALSE,"adrenergic receptor agonist"
"busulfan","Pearson.est","DNA inhibitor",0.34241,0.847,0.665,480,0.87,TRUE,FALSE,"DNA inhibitor"
"capecitabine","Pearson.est","DNA synthesis inhibitor",-0.32736,-0.844,0.629,781,0.883,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"capecitabine","Pearson.est","thymidylate synthase inhibitor",0.31274,0.913,0.538,10,0.941,TRUE,FALSE,"DNA synthesis inhibitor, thymidylate synthase inhibitor"
"carboplatin","Pearson.est","DNA inhibitor",0.3908,0.983,0.47,547,1,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
"carmofur","Pearson.est","thymidylate synthase inhibitor",0.36705,0.938,0.537,243,0.715,TRUE,FALSE,"thymidylate synthase inhibitor"
"carmustine","Pearson.est","DNA alkylating agent",-0.29843,-0.778,0.716,1052,0.803,TRUE,FALSE,"DNA alkylating agent, DNA inhibitor"
