"Drug","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value","self","qc_pass","moa"
"BNTX","Pearson.est","dopamine receptor antagonist",-0.24582,-0.578,0.937,259,0.939,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","estrogen receptor antagonist",-0.52727,-1.28,0.205,225,0.479,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","FLT3 inhibitor",-0.25835,-0.619,0.899,244,0.97,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","glucocorticoid receptor agonist",-0.36809,-0.893,0.591,324,0.801,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","HDAC inhibitor",-0.58163,-1.4,0.116,222,0.574,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","histamine receptor antagonist",0.34455,0.858,0.639,34,0.68,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","HMGCR inhibitor",0.8516,2.11,0,30,0.00932,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","KIT inhibitor",-0.48048,-1.13,0.327,290,0.68,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.41287,-0.999,0.462,290,0.758,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","phosphodiesterase inhibitor",-0.38615,-0.956,0.499,245,0.761,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","PPAR receptor agonist",-0.36459,-0.888,0.566,319,0.743,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","protein synthesis inhibitor",0.52386,1.35,0.13,58,0.494,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","ribonucleotide reductase inhibitor",-0.55983,-1.34,0.148,356,0.448,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","sodium channel blocker",-0.63528,-1.52,0.0514,282,0.937,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","topoisomerase inhibitor",0.35931,0.915,0.562,118,0.672,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","tubulin polymerization inhibitor",0.25614,0.663,0.887,224,0.865,FALSE,NA,"opioid receptor antagonist"
"BNTX","Pearson.est","VEGFR inhibitor",-0.2624,-0.627,0.906,290,1,FALSE,NA,"opioid receptor antagonist"
"DCEBIO","Pearson.est","EGFR inhibitor",0.36229,0.872,0.584,40,0.882,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","Abl kinase inhibitor",0.40833,0.976,0.478,218,0.952,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","adrenergic receptor agonist",0.37366,0.896,0.564,71,0.923,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","adrenergic receptor antagonist",0.43112,1.03,0.425,7,0.943,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","ATPase inhibitor",0.37063,0.869,0.612,105,0.815,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","Bcr.Abl kinase inhibitor",0.40833,0.95,0.517,218,0.901,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","cyclooxygenase inhibitor",-0.33516,-0.813,0.68,315,0.765,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","DNA synthesis inhibitor",-0.39414,-0.964,0.48,301,0.627,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","dopamine receptor antagonist",0.33,0.787,0.709,74,0.826,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","estrogen receptor antagonist",-0.57022,-1.38,0.136,277,0.297,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","FLT3 inhibitor",0.4563,1.12,0.298,89,0.853,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","glucocorticoid receptor agonist",-0.43,-1.03,0.383,270,0.613,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","HDAC inhibitor",-0.53859,-1.29,0.205,292,0.334,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","histamine receptor antagonist",-0.34171,-0.81,0.711,254,0.684,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","HMGCR inhibitor",0.2856,0.687,0.818,90,0.9,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","KIT inhibitor",0.60512,1.42,0.114,35,1,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.53669,1.27,0.195,40,0.784,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","phosphodiesterase inhibitor",-0.63799,-1.56,0.066,297,0.28,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","PPAR receptor agonist",0.53849,1.27,0.185,36,0.784,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","protein synthesis inhibitor",-0.59728,-1.47,0.0745,283,0.276,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","ribonucleotide reductase inhibitor",-0.66124,-1.58,0.063,337,0.519,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","sodium channel blocker",0.54513,1.28,0.175,94,1,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","topoisomerase inhibitor",0.1954,0.469,0.992,101,0.99,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","tubulin polymerization inhibitor",0.36337,0.844,0.645,79,0.796,FALSE,NA,"potassium channel activator"
"DCEBIO","Pearson.est","VEGFR inhibitor",0.51388,1.2,0.248,42,0.795,FALSE,NA,"potassium channel activator"
"PETCM","Pearson.est","EGFR inhibitor",0.28986,0.644,0.904,13,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","Abl kinase inhibitor",-0.4234,-1.11,0.314,152,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","adrenergic receptor agonist",-0.35112,-0.915,0.539,125,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","adrenergic receptor antagonist",-0.24363,-0.621,0.932,86,0.915,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","ATPase inhibitor",-0.47059,-1.23,0.209,168,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","Bcr.Abl kinase inhibitor",-0.4234,-1.11,0.309,152,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","cyclooxygenase inhibitor",-0.3733,-0.972,0.442,322,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","DNA synthesis inhibitor",0.48493,1.11,0.347,71,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","dopamine receptor antagonist",0.25633,0.583,0.933,155,0.944,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","estrogen receptor antagonist",0.50097,1.12,0.326,69,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","FLT3 inhibitor",-0.27276,-0.7,0.812,312,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","glucocorticoid receptor agonist",0.27275,0.612,0.918,103,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","HDAC inhibitor",0.40664,0.908,0.605,85,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","histamine receptor antagonist",0.38387,0.866,0.637,149,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","HMGCR inhibitor",-0.27933,-0.72,0.793,100,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","KIT inhibitor",0.4886,1.1,0.336,88,0.816,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.47347,1.06,0.438,53,0.798,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","phosphodiesterase inhibitor",0.37839,0.859,0.665,75,0.918,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","PPAR receptor agonist",0.26446,0.591,0.937,176,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","protein synthesis inhibitor",-0.27769,-0.712,0.822,321,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","ribonucleotide reductase inhibitor",-0.23677,-0.644,0.92,85,0.98,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","sodium channel blocker",0.48877,1.1,0.344,104,0.816,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","topoisomerase inhibitor",0.62706,1.44,0.0796,60,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","tubulin polymerization inhibitor",-0.27569,-0.71,0.81,282,1,FALSE,NA,"caspase activator"
"PETCM","Pearson.est","VEGFR inhibitor",0.51565,1.15,0.282,84,1,FALSE,NA,"caspase activator"
"PPT","Pearson.est","EGFR inhibitor",0.70587,1.61,0.0366,95,0.216,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","Abl kinase inhibitor",0.60072,1.37,0.109,84,0.371,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","adrenergic receptor agonist",0.19221,0.438,0.997,152,0.994,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","adrenergic receptor antagonist",0.58278,1.36,0.119,68,0.28,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","ATPase inhibitor",0.55592,1.25,0.204,79,0.295,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","Bcr.Abl kinase inhibitor",0.60072,1.38,0.125,84,0.443,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","cyclooxygenase inhibitor",-0.38134,-0.966,0.454,306,0.606,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","DNA synthesis inhibitor",-0.38669,-0.984,0.447,362,0.672,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","dopamine receptor antagonist",0.24939,0.573,0.944,65,1,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","estrogen receptor antagonist",-0.64317,-1.61,0.0607,292,0.501,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","FLT3 inhibitor",0.61539,1.39,0.0977,92,0.56,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","glucocorticoid receptor agonist",0.52571,1.2,0.255,165,0.306,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","HDAC inhibitor",-0.49667,-1.28,0.184,364,0.809,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","histamine receptor antagonist",-0.43036,-1.12,0.316,335,0.667,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","HMGCR inhibitor",0.7493,1.7,0.0105,96,0.211,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","KIT inhibitor",0.58995,1.33,0.146,92,0.284,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.4949,1.15,0.304,84,0.342,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","phosphodiesterase inhibitor",-0.43674,-1.11,0.311,300,0.553,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","PPAR receptor agonist",-0.44017,-1.12,0.296,296,0.667,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","protein synthesis inhibitor",-0.23338,-0.608,0.931,280,0.927,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","ribonucleotide reductase inhibitor",-0.35833,-0.932,0.528,129,0.581,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","sodium channel blocker",0.555,1.24,0.219,58,0.282,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","topoisomerase inhibitor",0.55963,1.31,0.164,148,0.277,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","tubulin polymerization inhibitor",0.56343,1.3,0.181,82,0.262,FALSE,NA,"estrogen receptor agonist"
"PPT","Pearson.est","VEGFR inhibitor",0.59581,1.36,0.133,67,0.28,FALSE,NA,"estrogen receptor agonist"
"RITA","Pearson.est","EGFR inhibitor",-0.44527,-1.06,0.378,228,0.507,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","Abl kinase inhibitor",-0.46243,-1.07,0.387,217,0.55,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","adrenergic receptor agonist",0.25981,0.633,0.893,83,0.972,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","adrenergic receptor antagonist",0.59025,1.43,0.122,32,0.452,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","ATPase inhibitor",0.3724,0.905,0.56,91,1,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","Bcr.Abl kinase inhibitor",-0.46243,-1.08,0.384,217,0.6,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","cyclooxygenase inhibitor",0.30346,0.743,0.764,58,1,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","DNA synthesis inhibitor",0.27577,0.682,0.873,266,1,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","dopamine receptor antagonist",0.39551,0.953,0.488,87,1,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","estrogen receptor antagonist",0.74266,1.85,0.0143,40,0.125,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","FLT3 inhibitor",-0.49138,-1.15,0.304,339,0.651,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","glucocorticoid receptor agonist",-0.50728,-1.17,0.288,266,0.735,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","HDAC inhibitor",-0.33609,-0.794,0.708,364,0.771,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","histamine receptor antagonist",0.34938,0.843,0.617,12,0.961,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","HMGCR inhibitor",-0.55404,-1.29,0.178,232,0.596,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","KIT inhibitor",-0.27218,-0.648,0.898,348,0.876,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.23886,0.592,0.918,57,0.929,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","phosphodiesterase inhibitor",-0.6518,-1.53,0.0524,310,0.388,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","PPAR receptor agonist",0.59693,1.45,0.0989,136,0.625,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","protein synthesis inhibitor",-0.47897,-1.13,0.317,326,0.594,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","ribonucleotide reductase inhibitor",-0.91934,-2.19,0,338,0,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","sodium channel blocker",0.50979,1.27,0.194,110,0.594,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","topoisomerase inhibitor",-0.43708,-1.02,0.426,295,0.513,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","tubulin polymerization inhibitor",-0.55372,-1.29,0.183,274,0.596,FALSE,NA,"MDM inhibitor"
"RITA","Pearson.est","VEGFR inhibitor",0.34535,0.866,0.616,57,1,FALSE,NA,"MDM inhibitor"
"abiraterone","Pearson.est","EGFR inhibitor",-0.38289,-0.892,0.629,293,0.724,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","Abl kinase inhibitor",-0.43704,-1.02,0.463,226,0.606,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","adrenergic receptor agonist",0.45326,1.19,0.217,71,0.488,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","adrenergic receptor antagonist",-0.52761,-1.23,0.216,351,0.584,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","ATPase inhibitor",-0.29603,-0.69,0.841,170,0.851,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","Bcr.Abl kinase inhibitor",-0.43704,-1.02,0.447,226,0.606,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","cyclooxygenase inhibitor",0.23315,0.624,0.928,4,0.912,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","DNA synthesis inhibitor",-0.47269,-1.1,0.36,218,0.552,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","dopamine receptor antagonist",-0.38126,-0.875,0.637,278,0.705,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","estrogen receptor antagonist",0.4661,1.22,0.231,59,0.663,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","FLT3 inhibitor",-0.46364,-1.12,0.332,211,0.619,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","glucocorticoid receptor agonist",-0.6552,-1.52,0.0448,342,0.487,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","HDAC inhibitor",0.26407,0.696,0.851,1,1,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","histamine receptor antagonist",0.25821,0.686,0.82,19,1,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","HMGCR inhibitor",-0.70182,-1.66,0.0247,299,0.38,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","KIT inhibitor",-0.6333,-1.49,0.0619,271,0.383,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.59558,-1.4,0.0983,258,0.312,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","phosphodiesterase inhibitor",-0.50977,-1.18,0.274,266,0.622,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","PPAR receptor agonist",0.61233,1.61,0.0603,98,0.333,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","protein synthesis inhibitor",-0.30573,-0.709,0.84,314,0.876,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","ribonucleotide reductase inhibitor",-0.4748,-1.11,0.341,276,0.582,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","sodium channel blocker",-0.48526,-1.15,0.301,254,0.62,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","topoisomerase inhibitor",-0.60533,-1.41,0.107,237,0.355,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","tubulin polymerization inhibitor",-0.42198,-0.983,0.496,171,0.623,FALSE,NA,"androgen biosynthesis inhibitor"
"abiraterone","Pearson.est","VEGFR inhibitor",-0.60633,-1.41,0.0981,290,0.355,FALSE,NA,"androgen biosynthesis inhibitor"
"acetylcysteine","Pearson.est","EGFR inhibitor",-0.28039,-0.742,0.777,272,0.881,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","Abl kinase inhibitor",-0.58047,-1.47,0.0969,241,0.397,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","adrenergic receptor agonist",0.53579,1.34,0.167,125,0.467,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","adrenergic receptor antagonist",0.40022,1.02,0.423,67,0.621,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","ATPase inhibitor",0.58703,1.46,0.0956,63,0.934,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","Bcr.Abl kinase inhibitor",-0.58047,-1.48,0.0968,241,0.511,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","cyclooxygenase inhibitor",-0.18606,-0.473,0.981,354,0.987,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","DNA synthesis inhibitor",0.34054,0.864,0.584,42,0.685,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","dopamine receptor antagonist",0.31389,0.8,0.706,106,0.694,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","estrogen receptor antagonist",-0.42831,-1.11,0.317,348,0.574,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","FLT3 inhibitor",-0.50851,-1.27,0.194,302,0.534,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","glucocorticoid receptor agonist",-0.31283,-0.788,0.729,207,0.874,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","HDAC inhibitor",-0.55852,-1.38,0.162,212,0.45,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","histamine receptor antagonist",-0.42764,-1.1,0.305,292,0.531,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","HMGCR inhibitor",-0.6843,-1.72,0.022,267,0.426,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","KIT inhibitor",-0.29429,-0.733,0.757,241,0.834,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",-0.35119,-0.901,0.578,315,0.748,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","phosphodiesterase inhibitor",-0.48685,-1.23,0.232,238,0.457,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","PPAR receptor agonist",0.44967,1.16,0.294,101,0.626,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","protein synthesis inhibitor",0.41683,1.09,0.33,20,0.613,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","ribonucleotide reductase inhibitor",-0.62885,-1.58,0.0535,273,0.47,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","sodium channel blocker",0.53371,1.38,0.137,171,0.619,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","topoisomerase inhibitor",-0.48979,-1.23,0.229,271,0.457,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","tubulin polymerization inhibitor",0.35731,0.891,0.559,83,0.736,FALSE,NA,"mucolytic agent"
"acetylcysteine","Pearson.est","VEGFR inhibitor",-0.39404,-0.974,0.466,265,0.674,FALSE,NA,"mucolytic agent"
"adapalene","Pearson.est","HMGCR inhibitor",-0.55444,-1.27,0.187,36,0.187,FALSE,NA,"retinoid receptor agonist"
"afatinib","Pearson.est","EGFR inhibitor",-0.31798,-0.761,0.766,245,0.909,TRUE,FALSE,"EGFR inhibitor"
"afatinib","Pearson.est","Abl kinase inhibitor",0.62656,1.56,0.0758,57,0.321,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","adrenergic receptor agonist",0.61724,1.59,0.0539,61,0.838,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","adrenergic receptor antagonist",-0.23743,-0.577,0.944,249,0.944,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","ATPase inhibitor",-0.6145,-1.45,0.0972,295,0.359,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","Bcr.Abl kinase inhibitor",0.62656,1.58,0.0521,57,0.436,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","cyclooxygenase inhibitor",0.44722,1.13,0.308,38,0.837,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","DNA synthesis inhibitor",-0.7031,-1.72,0.0227,297,0.186,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","dopamine receptor antagonist",0.23907,0.61,0.923,56,1,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","estrogen receptor antagonist",-0.60763,-1.43,0.0978,278,0.293,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","FLT3 inhibitor",-0.38338,-0.906,0.568,331,0.852,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","glucocorticoid receptor agonist",0.3637,0.923,0.522,45,0.915,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","HDAC inhibitor",-0.59399,-1.42,0.105,251,0.248,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","histamine receptor antagonist",0.24813,0.626,0.879,4,1,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","HMGCR inhibitor",0.36802,0.957,0.471,128,0.962,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","KIT inhibitor",0.2751,0.682,0.838,35,1,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","PDGFR tyrosine kinase receptor inhibitor",0.2273,0.582,0.943,92,1,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","phosphodiesterase inhibitor",0.21081,0.534,0.978,297,0.971,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","PPAR receptor agonist",-0.56683,-1.32,0.171,309,0.283,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","protein synthesis inhibitor",0.444,1.1,0.336,50,0.754,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","ribonucleotide reductase inhibitor",-0.30572,-0.712,0.805,347,0.892,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","sodium channel blocker",-0.64266,-1.49,0.0661,337,0.432,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","topoisomerase inhibitor",-0.32629,-0.775,0.739,241,0.987,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","tubulin polymerization inhibitor",0.57796,1.42,0.117,41,0.425,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","tyrosine kinase inhibitor",-0.58047,-1.37,0.143,353,0.26,FALSE,NA,"EGFR inhibitor"
"afatinib","Pearson.est","VEGFR inhibitor",0.2977,0.746,0.789,92,1,FALSE,NA,"EGFR inhibitor"
"albendazole","Pearson.est","EGFR inhibitor",0.39347,0.918,0.56,114,0.935,FALSE,NA,"tubulin polymerization inhibitor"
"albendazole","Pearson.est","Abl kinase inhibitor",-0.41047,-1.1,0.306,361,1,FALSE,NA,"tubulin polymerization inhibitor"
"albendazole","Pearson.est","adrenergic receptor agonist",0.43286,0.996,0.477,160,0.954,FALSE,NA,"tubulin polymerization inhibitor"
