"moa","Rank_metric","Drug_set","ES","NES","p_value","Position_at_max","FDR_q_value"
"Aurora kinase inhibitor","NES","MEK inhibitor",-0.88062,-2.95,0,319,0
"Aurora kinase inhibitor","NES","mTOR inhibitor",-0.41011,-1.37,0.129,146,0.272
"Aurora kinase inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.1809,0.546,0.924,251,1
"Aurora kinase inhibitor","NES","PI3K inhibitor",0.22673,0.677,0.812,230,0.969
"Aurora kinase inhibitor","NES","PLK inhibitor",0.5927,1.83,0.0129,150,0.063
"Aurora kinase inhibitor","NES","protein synthesis inhibitor",0.63158,1.86,0.00564,78,0.0724
"Aurora kinase inhibitor","NES","protein tyrosine kinase inhibitor",0.51379,1.59,0.0522,22,0.134
"Aurora kinase inhibitor","NES","RAF inhibitor",-0.61283,-2.07,0.0181,315,0.0686
"Aurora kinase inhibitor","NES","topoisomerase inhibitor",0.44889,1.37,0.147,179,0.239
"Aurora kinase inhibitor","NES","tubulin polymerization inhibitor",0.48094,1.46,0.0969,197,0.194
"Aurora kinase inhibitor","NES","tyrosine kinase inhibitor",0.15574,0.465,0.977,22,0.972
"Aurora kinase inhibitor","NES","VEGFR inhibitor",-0.20396,-0.691,0.798,114,0.795
"Bcr.Abl kinase inhibitor","NES","EGFR inhibitor",-0.61622,-1.93,0.00503,244,0.171
"Bcr.Abl kinase inhibitor","NES","Abl kinase inhibitor",0.3221,1.09,0.351,92,0.476
"Bcr.Abl kinase inhibitor","NES","AKT inhibitor",-0.43084,-1.31,0.189,280,0.359
"Bcr.Abl kinase inhibitor","NES","Aurora kinase inhibitor",-0.30594,-0.953,0.492,208,0.58
"Bcr.Abl kinase inhibitor","NES","Bcr.Abl kinase inhibitor",0.41518,1.35,0.144,92,0.368
"Bcr.Abl kinase inhibitor","NES","CDK inhibitor",-0.4532,-1.42,0.133,269,0.351
"Bcr.Abl kinase inhibitor","NES","glucocorticoid receptor agonist",-0.37612,-1.15,0.3,168,0.497
"Bcr.Abl kinase inhibitor","NES","HDAC inhibitor",-0.57108,-1.73,0.0405,299,0.17
"Bcr.Abl kinase inhibitor","NES","HSP inhibitor",-0.33194,-1.03,0.424,278,0.596
"Bcr.Abl kinase inhibitor","NES","JAK inhibitor",0.34185,1.13,0.308,37,0.492
"Bcr.Abl kinase inhibitor","NES","KIT inhibitor",0.48416,1.56,0.0872,67,0.304
"Bcr.Abl kinase inhibitor","NES","MDM inhibitor",0.61884,2.06,0.0131,18,0.0624
"Bcr.Abl kinase inhibitor","NES","MEK inhibitor",0.39193,1.3,0.176,225,0.358
"Bcr.Abl kinase inhibitor","NES","mTOR inhibitor",-0.5229,-1.66,0.0508,231,0.172
"Bcr.Abl kinase inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.45586,1.52,0.114,100,0.26
"Bcr.Abl kinase inhibitor","NES","PI3K inhibitor",-0.44484,-1.39,0.157,231,0.323
"Bcr.Abl kinase inhibitor","NES","PLK inhibitor",-0.32749,-1,0.427,308,0.573
"Bcr.Abl kinase inhibitor","NES","protein synthesis inhibitor",-0.21246,-0.655,0.827,75,0.834
"Bcr.Abl kinase inhibitor","NES","protein tyrosine kinase inhibitor",-0.56796,-1.78,0.0343,258,0.198
"Bcr.Abl kinase inhibitor","NES","RAF inhibitor",0.68903,2.18,0.00522,95,0.0653
"Bcr.Abl kinase inhibitor","NES","topoisomerase inhibitor",0.2354,0.781,0.703,229,0.757
"Bcr.Abl kinase inhibitor","NES","tubulin polymerization inhibitor",0.11075,0.35,0.995,183,0.996
"Bcr.Abl kinase inhibitor","NES","tyrosine kinase inhibitor",-0.27638,-0.847,0.597,198,0.665
"Bcr.Abl kinase inhibitor","NES","VEGFR inhibitor",0.24965,0.813,0.675,100,0.797
"CDK inhibitor","NES","EGFR inhibitor",0.40181,1.25,0.234,228,0.432
"CDK inhibitor","NES","Abl kinase inhibitor",-0.45885,-1.61,0.0606,306,0.0809
"CDK inhibitor","NES","AKT inhibitor",0.44944,1.42,0.127,120,0.369
"CDK inhibitor","NES","Aurora kinase inhibitor",0.53084,1.69,0.0511,43,0.191
"CDK inhibitor","NES","Bcr.Abl kinase inhibitor",-0.58592,-2,0.0255,208,0.0292
"CDK inhibitor","NES","CDK inhibitor",0.23487,0.715,0.78,118,0.871
"CDK inhibitor","NES","glucocorticoid receptor agonist",0.25182,0.802,0.675,205,0.816
"CDK inhibitor","NES","HDAC inhibitor",0.62168,1.98,0.014,109,0.168
"CDK inhibitor","NES","HSP inhibitor",0.26747,0.837,0.633,63,0.827
"CDK inhibitor","NES","JAK inhibitor",0.33146,1.05,0.393,243,0.612
"CDK inhibitor","NES","KIT inhibitor",-0.44745,-1.57,0.0965,228,0.0795
"CDK inhibitor","NES","MDM inhibitor",-0.63101,-2.13,0.0087,333,0.0223
"CDK inhibitor","NES","MEK inhibitor",-0.7556,-2.63,0,283,0.00508
"CDK inhibitor","NES","mTOR inhibitor",0.38483,1.22,0.248,224,0.422
"CDK inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",-0.49987,-1.71,0.0473,228,0.068
"CDK inhibitor","NES","PI3K inhibitor",0.4259,1.33,0.187,172,0.438
"CDK inhibitor","NES","PLK inhibitor",0.6015,1.96,0.0121,94,0.0968
"CDK inhibitor","NES","protein synthesis inhibitor",0.60951,1.9,0.0267,108,0.093
"CDK inhibitor","NES","protein tyrosine kinase inhibitor",0.45454,1.42,0.14,149,0.369
"CDK inhibitor","NES","RAF inhibitor",-0.71804,-2.51,0,329,0.00381
"CDK inhibitor","NES","topoisomerase inhibitor",0.28026,0.87,0.628,77,0.839
"CDK inhibitor","NES","tubulin polymerization inhibitor",0.41861,1.3,0.212,168,0.422
"CDK inhibitor","NES","tyrosine kinase inhibitor",0.22855,0.695,0.786,48,0.841
"CDK inhibitor","NES","VEGFR inhibitor",0.10614,0.337,0.996,238,0.996
"glucocorticoid receptor agonist","NES","EGFR inhibitor",0.60523,1.97,0.0132,152,0.165
"glucocorticoid receptor agonist","NES","Abl kinase inhibitor",-0.39292,-1.32,0.194,287,0.373
"glucocorticoid receptor agonist","NES","AKT inhibitor",0.5591,1.82,0.0303,85,0.121
"glucocorticoid receptor agonist","NES","Aurora kinase inhibitor",0.29358,0.944,0.528,213,0.543
"glucocorticoid receptor agonist","NES","Bcr.Abl kinase inhibitor",-0.48497,-1.6,0.0849,287,0.297
"glucocorticoid receptor agonist","NES","CDK inhibitor",0.42229,1.37,0.167,46,0.274
"glucocorticoid receptor agonist","NES","glucocorticoid receptor agonist",0.35189,1.12,0.326,138,0.437
"glucocorticoid receptor agonist","NES","HDAC inhibitor",0.38282,1.24,0.228,180,0.352
"glucocorticoid receptor agonist","NES","HSP inhibitor",-0.40614,-1.33,0.183,346,0.435
"glucocorticoid receptor agonist","NES","JAK inhibitor",-0.29213,-0.952,0.502,104,0.645
"glucocorticoid receptor agonist","NES","KIT inhibitor",-0.40959,-1.37,0.154,277,0.488
"glucocorticoid receptor agonist","NES","MDM inhibitor",-0.57117,-1.87,0.0126,285,0.156
"glucocorticoid receptor agonist","NES","MEK inhibitor",-0.32277,-1.11,0.352,112,0.563
"glucocorticoid receptor agonist","NES","mTOR inhibitor",0.48034,1.58,0.081,190,0.238
"glucocorticoid receptor agonist","NES","PDGFR tyrosine kinase receptor inhibitor",-0.30144,-0.972,0.436,277,0.693
"glucocorticoid receptor agonist","NES","PI3K inhibitor",0.49058,1.57,0.0862,162,0.198
"glucocorticoid receptor agonist","NES","PLK inhibitor",0.4382,1.41,0.138,205,0.282
"glucocorticoid receptor agonist","NES","protein synthesis inhibitor",0.23796,0.778,0.707,277,0.689
"glucocorticoid receptor agonist","NES","protein tyrosine kinase inhibitor",0.59831,1.96,0.0132,148,0.0858
"glucocorticoid receptor agonist","NES","RAF inhibitor",-0.725,-2.42,0.002,281,0.0178
"glucocorticoid receptor agonist","NES","topoisomerase inhibitor",-0.19423,-0.647,0.843,141,0.912
"glucocorticoid receptor agonist","NES","tubulin polymerization inhibitor",-0.20246,-0.658,0.815,195,0.991
"glucocorticoid receptor agonist","NES","tyrosine kinase inhibitor",0.30618,0.986,0.457,103,0.544
"glucocorticoid receptor agonist","NES","VEGFR inhibitor",-0.15948,-0.52,0.944,277,0.937
"HDAC inhibitor","NES","EGFR inhibitor",0.38435,1.21,0.263,176,0.335
"HDAC inhibitor","NES","Abl kinase inhibitor",-0.47872,-1.63,0.0658,283,0.355
"HDAC inhibitor","NES","AKT inhibitor",0.66286,2.06,0.0061,68,0.0406
"HDAC inhibitor","NES","Aurora kinase inhibitor",0.544,1.7,0.0318,104,0.0864
"HDAC inhibitor","NES","Bcr.Abl kinase inhibitor",-0.58982,-2.05,0.0137,283,0.162
"HDAC inhibitor","NES","CDK inhibitor",0.46618,1.43,0.137,86,0.205
"HDAC inhibitor","NES","glucocorticoid receptor agonist",0.28011,0.879,0.58,175,0.688
"HDAC inhibitor","NES","HDAC inhibitor",0.67898,2.15,0.00316,88,0.0457
"HDAC inhibitor","NES","HSP inhibitor",-0.30675,-1.05,0.373,188,0.528
"HDAC inhibitor","NES","JAK inhibitor",0.42416,1.3,0.203,210,0.283
"HDAC inhibitor","NES","KIT inhibitor",-0.44759,-1.5,0.122,158,0.27
"HDAC inhibitor","NES","MDM inhibitor",-0.37855,-1.28,0.203,238,0.316
"HDAC inhibitor","NES","MEK inhibitor",-0.38678,-1.31,0.199,205,0.338
"HDAC inhibitor","NES","mTOR inhibitor",0.56982,1.78,0.0271,48,0.0719
"HDAC inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",-0.45014,-1.49,0.0916,158,0.222
"HDAC inhibitor","NES","PI3K inhibitor",0.63402,1.94,0.00917,60,0.053
"HDAC inhibitor","NES","PLK inhibitor",-0.21217,-0.706,0.793,303,0.854
"HDAC inhibitor","NES","protein synthesis inhibitor",0.48159,1.48,0.0981,191,0.198
"HDAC inhibitor","NES","protein tyrosine kinase inhibitor",0.58427,1.8,0.0362,153,0.0824
"HDAC inhibitor","NES","RAF inhibitor",-0.44886,-1.53,0.0635,158,0.323
"HDAC inhibitor","NES","topoisomerase inhibitor",0.19006,0.583,0.907,296,0.9
"HDAC inhibitor","NES","tubulin polymerization inhibitor",-0.20501,-0.683,0.777,121,0.801
"HDAC inhibitor","NES","tyrosine kinase inhibitor",0.28051,0.862,0.603,160,0.652
"HDAC inhibitor","NES","VEGFR inhibitor",-0.28431,-0.969,0.485,134,0.574
"HSP inhibitor","NES","EGFR inhibitor",-0.60292,-2.01,0.0203,239,0.0457
"HSP inhibitor","NES","Abl kinase inhibitor",-0.29207,-0.963,0.485,219,0.63
"HSP inhibitor","NES","AKT inhibitor",0.31461,1,0.454,249,0.587
"HSP inhibitor","NES","Aurora kinase inhibitor",0.37216,1.18,0.274,230,0.555
"HSP inhibitor","NES","Bcr.Abl kinase inhibitor",-0.27887,-0.929,0.518,99,0.555
"HSP inhibitor","NES","CDK inhibitor",0.31104,0.985,0.447,86,0.547
"HSP inhibitor","NES","glucocorticoid receptor agonist",-0.40113,-1.32,0.178,142,0.322
"HSP inhibitor","NES","HDAC inhibitor",-0.28819,-0.956,0.464,194,0.576
"HSP inhibitor","NES","HSP inhibitor",-0.62191,-2.09,0.0147,330,0.0656
"HSP inhibitor","NES","JAK inhibitor",0.38764,1.24,0.237,223,0.568
"HSP inhibitor","NES","KIT inhibitor",0.32859,1.02,0.423,160,0.631
"HSP inhibitor","NES","MDM inhibitor",-0.69745,-2.3,0,303,0.0441
"HSP inhibitor","NES","MEK inhibitor",-0.60819,-2.06,0.00955,230,0.0511
"HSP inhibitor","NES","mTOR inhibitor",0.55892,1.74,0.0352,47,0.117
"HSP inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.18958,0.588,0.897,160,0.966
"HSP inhibitor","NES","PI3K inhibitor",-0.24886,-0.836,0.586,278,0.615
"HSP inhibitor","NES","PLK inhibitor",0.59551,1.93,0.0185,149,0.0941
"HSP inhibitor","NES","protein synthesis inhibitor",0.55524,1.75,0.0429,165,0.148
"HSP inhibitor","NES","protein tyrosine kinase inhibitor",-0.47435,-1.52,0.0873,288,0.242
"HSP inhibitor","NES","RAF inhibitor",-0.43182,-1.45,0.133,152,0.254
"HSP inhibitor","NES","topoisomerase inhibitor",0.36616,1.16,0.287,178,0.503
"HSP inhibitor","NES","tubulin polymerization inhibitor",0.69085,2.12,0.00334,79,0.0574
"HSP inhibitor","NES","tyrosine kinase inhibitor",-0.33526,-1.12,0.326,116,0.486
"HSP inhibitor","NES","VEGFR inhibitor",0.17066,0.54,0.921,160,0.922
"JAK inhibitor","NES","EGFR inhibitor",-0.60339,-2.03,0.0178,235,0.0562
"JAK inhibitor","NES","Abl kinase inhibitor",0.26499,0.848,0.607,101,0.835
"JAK inhibitor","NES","AKT inhibitor",0.26496,0.838,0.623,263,0.78
"JAK inhibitor","NES","Aurora kinase inhibitor",0.55635,1.74,0.0406,123,0.568
"JAK inhibitor","NES","Bcr.Abl kinase inhibitor",0.37011,1.17,0.282,101,0.551
"JAK inhibitor","NES","CDK inhibitor",0.23834,0.757,0.734,194,0.768
"JAK inhibitor","NES","glucocorticoid receptor agonist",0.24909,0.785,0.678,54,0.79
"JAK inhibitor","NES","HDAC inhibitor",0.41705,1.32,0.179,168,0.401
"JAK inhibitor","NES","HSP inhibitor",-0.28349,-0.927,0.496,174,0.681
"JAK inhibitor","NES","KIT inhibitor",0.43893,1.4,0.137,133,0.36
"JAK inhibitor","NES","MDM inhibitor",-0.28827,-0.949,0.468,207,0.777
"JAK inhibitor","NES","MEK inhibitor",-0.9081,-2.95,0,324,0
"JAK inhibitor","NES","mTOR inhibitor",-0.56125,-1.81,0.0321,197,0.0924
"JAK inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.48169,1.54,0.0836,107,0.433
"JAK inhibitor","NES","PI3K inhibitor",-0.28833,-0.959,0.47,254,0.951
"JAK inhibitor","NES","PLK inhibitor",0.4416,1.42,0.135,201,0.503
"JAK inhibitor","NES","protein synthesis inhibitor",0.30956,0.96,0.486,49,0.815
"JAK inhibitor","NES","protein tyrosine kinase inhibitor",-0.26185,-0.86,0.596,297,0.589
"JAK inhibitor","NES","RAF inhibitor",-0.27215,-0.882,0.555,204,0.642
"JAK inhibitor","NES","topoisomerase inhibitor",0.50148,1.59,0.0696,187,0.531
"JAK inhibitor","NES","tubulin polymerization inhibitor",0.45584,1.41,0.143,166,0.416
"JAK inhibitor","NES","tyrosine kinase inhibitor",0.16422,0.52,0.953,300,0.937
"JAK inhibitor","NES","VEGFR inhibitor",0.27671,0.878,0.607,63,0.866
"KIT inhibitor","NES","EGFR inhibitor",-0.59483,-1.89,0.019,235,0.224
"KIT inhibitor","NES","Abl kinase inhibitor",0.45325,1.5,0.107,100,0.314
"KIT inhibitor","NES","AKT inhibitor",-0.43169,-1.36,0.155,276,0.325
"KIT inhibitor","NES","Aurora kinase inhibitor",0.28429,0.939,0.522,203,0.595
"KIT inhibitor","NES","Bcr.Abl kinase inhibitor",0.55761,1.88,0.0231,100,0.176
"KIT inhibitor","NES","CDK inhibitor",-0.31174,-0.98,0.48,221,0.621
"KIT inhibitor","NES","glucocorticoid receptor agonist",-0.2611,-0.839,0.643,149,0.747
"KIT inhibitor","NES","HDAC inhibitor",-0.19176,-0.615,0.857,237,0.949
"KIT inhibitor","NES","HSP inhibitor",-0.32561,-1.02,0.425,217,0.635
"KIT inhibitor","NES","JAK inhibitor",0.52999,1.8,0.0332,100,0.154
"KIT inhibitor","NES","KIT inhibitor",0.37024,1.26,0.226,63,0.37
"KIT inhibitor","NES","MDM inhibitor",0.3909,1.3,0.203,135,0.388
"KIT inhibitor","NES","MEK inhibitor",-0.58559,-1.84,0.0189,239,0.139
"KIT inhibitor","NES","mTOR inhibitor",-0.52528,-1.68,0.0387,187,0.194
"KIT inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.42353,1.38,0.146,63,0.361
"KIT inhibitor","NES","PI3K inhibitor",-0.4435,-1.41,0.159,157,0.336
"KIT inhibitor","NES","PLK inhibitor",-0.34831,-1.1,0.361,124,0.598
"KIT inhibitor","NES","protein synthesis inhibitor",0.28486,0.947,0.481,192,0.651
"KIT inhibitor","NES","protein tyrosine kinase inhibitor",-0.45506,-1.45,0.0927,162,0.362
"KIT inhibitor","NES","RAF inhibitor",0.60942,2.07,0.0159,113,0.163
"KIT inhibitor","NES","topoisomerase inhibitor",0.30556,1.03,0.395,209,0.601
"KIT inhibitor","NES","tubulin polymerization inhibitor",0.25961,0.894,0.548,226,0.601
"KIT inhibitor","NES","tyrosine kinase inhibitor",-0.187,-0.583,0.903,162,0.896
"KIT inhibitor","NES","VEGFR inhibitor",0.23524,0.787,0.688,63,0.675
"MDM inhibitor","NES","EGFR inhibitor",-0.655,-2.02,0.00485,229,0.134
"MDM inhibitor","NES","Abl kinase inhibitor",0.4568,1.52,0.101,31,0.19
"MDM inhibitor","NES","AKT inhibitor",-0.39378,-1.22,0.256,205,0.472
"MDM inhibitor","NES","Aurora kinase inhibitor",-0.41499,-1.28,0.206,144,0.524
"MDM inhibitor","NES","Bcr.Abl kinase inhibitor",0.56617,1.87,0.0399,31,0.0684
"MDM inhibitor","NES","CDK inhibitor",-0.43968,-1.36,0.152,243,0.488
"MDM inhibitor","NES","glucocorticoid receptor agonist",-0.28586,-0.9,0.544,269,0.753
"MDM inhibitor","NES","HDAC inhibitor",-0.28818,-0.89,0.581,100,0.705
"MDM inhibitor","NES","HSP inhibitor",-0.36103,-1.14,0.299,321,0.521
"MDM inhibitor","NES","JAK inhibitor",0.26211,0.884,0.57,264,0.564
"MDM inhibitor","NES","KIT inhibitor",0.28774,0.972,0.472,118,0.617
"MDM inhibitor","NES","MEK inhibitor",0.63994,2.1,0.0216,54,0.0392
"MDM inhibitor","NES","mTOR inhibitor",-0.34851,-1.06,0.398,350,0.576
"MDM inhibitor","NES","PDGFR tyrosine kinase receptor inhibitor",0.31896,1.05,0.405,118,0.615
"MDM inhibitor","NES","PI3K inhibitor",-0.40515,-1.25,0.237,181,0.492
"MDM inhibitor","NES","PLK inhibitor",-0.60372,-1.87,0.0134,300,0.15
"MDM inhibitor","NES","protein synthesis inhibitor",-0.25081,-0.77,0.718,134,0.814
"MDM inhibitor","NES","protein tyrosine kinase inhibitor",-0.49573,-1.55,0.085,174,0.405
"MDM inhibitor","NES","RAF inhibitor",0.85992,2.86,0,33,0
"MDM inhibitor","NES","topoisomerase inhibitor",0.28873,0.921,0.526,228,0.595
"MDM inhibitor","NES","tubulin polymerization inhibitor",-0.45906,-1.42,0.142,283,0.49
"MDM inhibitor","NES","tyrosine kinase inhibitor",-0.218,-0.678,0.837,174,0.871
"MDM inhibitor","NES","VEGFR inhibitor",-0.21432,-0.652,0.827,268,0.84
"MEK inhibitor","NES","EGFR inhibitor",0.37093,1.16,0.284,223,0.285
"MEK inhibitor","NES","Abl kinase inhibitor",-0.18812,-0.564,0.917,341,0.916
"MEK inhibitor","NES","AKT inhibitor",-0.51559,-1.55,0.0845,271,0.211
"MEK inhibitor","NES","Aurora kinase inhibitor",-0.66193,-2,0.00335,233,0.072
"MEK inhibitor","NES","Bcr.Abl kinase inhibitor",-0.2201,-0.652,0.829,341,0.938
"MEK inhibitor","NES","CDK inhibitor",-0.44883,-1.37,0.151,191,0.372
"MEK inhibitor","NES","glucocorticoid receptor agonist",-0.20745,-0.626,0.855,346,0.913
"MEK inhibitor","NES","HDAC inhibitor",-0.2358,-0.697,0.784,83,1
"MEK inhibitor","NES","HSP inhibitor",-0.22817,-0.69,0.813,81,1
"MEK inhibitor","NES","JAK inhibitor",-0.69663,-2.06,0.00516,248,0.105
"MEK inhibitor","NES","KIT inhibitor",-0.38907,-1.17,0.279,224,0.489
"MEK inhibitor","NES","MDM inhibitor",0.5442,1.73,0.0354,77,0.0717
"MEK inhibitor","NES","MEK inhibitor",0.98559,3.11,0,19,0
